Building,Profit,Setup
7,-32.98025289999993,cluster14
17,55.37362493024243,cluster14
13,-40.75914236999963,cluster14
19,-30.16532673,cluster14
20,-256.3630751799992,cluster14
18,-311.63190151000015,cluster14
9,-134.8869673578646,cluster14
30,-101.84494658786524,cluster14
1,-24.948866679999934,cluster14
6,-596.2827378599967,cluster14
11,215.94698973824538,cluster14
5,-208.39209129999978,cluster14
12,-233.51174504786556,cluster14
23,-158.6925545399995,cluster14
24,156.6608824800007,cluster14
26,-378.56468524000087,cluster14
27,-210.5933898700006,cluster14
28,-118.60816365000031,cluster14
29,-174.24797369999996,cluster14
2,-210.17465859786424,cluster14
10,-185.63984823786467,cluster14
8,-615.0629213299998,cluster14
21,-412.2055835700018,cluster14
3,-12.96612280786533,cluster14
4,-175.6381930478648,cluster14
14,-132.17347854786533,cluster14
15,-107.40267707786461,cluster14
22,-157.441856357865,cluster14
25,-299.453226607865,cluster14
16,-161.0366269000002,cluster14
