Building,Profit,Setup
7,-32.98025289999993,cluster16
17,-368.11111181999956,cluster16
13,-41.42065336786475,cluster16
19,-30.826837727865207,cluster16
20,-257.02458617786453,cluster16
18,-311.63190151000015,cluster16
9,-134.8869673578646,cluster16
30,-101.84494658786524,cluster16
1,-24.948866679999934,cluster16
6,-596.2827378599967,cluster16
11,-193.07766243786517,cluster16
5,-207.94140114480564,cluster16
12,-232.8502340500004,cluster16
23,-158.6925545399995,cluster16
24,156.6608824800007,cluster16
26,-378.56468524000087,cluster16
28,-118.60816365000031,cluster16
29,-174.24797369999996,cluster16
2,-209.5131475999992,cluster16
8,-615.0629213299998,cluster16
21,-412.2055835700018,cluster16
3,-12.96612280786533,cluster16
4,-175.6381930478648,cluster16
14,-132.17347854786533,cluster16
15,-107.40267707786461,cluster16
22,-157.441856357865,cluster16
25,-299.453226607865,cluster16
16,-161.0366269000002,cluster16
10,-185.63984823786467,cluster16
27,-211.25490086786579,cluster16
