Building,Profit,Setup
4,-946.5799251628314,cluster3
4,-946.611656005253,cluster3
4,-946.6322166930744,cluster3
6,-2739.477262287026,cluster3
6,-2739.4855641868808,cluster3
6,-2739.4484133380643,cluster3
7,-698.7997777716761,cluster3
7,-698.9030444449293,cluster3
7,-698.7085401356974,cluster3
8,-2754.13743083912,cluster3
8,-2754.132407054337,cluster3
8,-2754.097439078836,cluster3
9,-853.2720379960159,cluster3
9,-853.2170890316464,cluster3
9,-853.1873886471376,cluster3
10,-1002.3765683312445,cluster3
10,-1002.3707838117049,cluster3
10,-1002.396049225317,cluster3
13,-582.2626928980675,cluster3
13,-582.1103631928157,cluster3
13,-582.0957469775121,cluster3
17,-1788.346770260587,cluster3
17,-1788.2033496359986,cluster3
17,-1788.2830112261124,cluster3
18,-1663.4366714114924,cluster3
18,-1663.7305011374747,cluster3
18,-1663.3470564125805,cluster3
20,-1439.7543252155533,cluster3
20,-1439.4232485638556,cluster3
20,-1439.6720858012131,cluster3
21,-1953.7058554317377,cluster3
21,-1953.3805980728982,cluster3
21,-1953.7160281609129,cluster3
25,-1407.8020857541003,cluster3
25,-1407.658201102011,cluster3
25,-1407.6398487883632,cluster3
27,-1094.4162948958601,cluster3
27,-1094.2518561525499,cluster3
27,-1094.4379527307299,cluster3
29,-992.4442527370632,cluster3
29,-992.149177816502,cluster3
29,-992.2590313063833,cluster3
30,-689.6571873960044,cluster3
30,-689.6449624772864,cluster3
30,-689.7009779666284,cluster3
1,-1098.5099299124392,cluster3
1,-1098.9327870724806,cluster3
1,-1098.6413441764817,cluster3
11,-1096.8700099653684,cluster3
11,-1096.8751229597344,cluster3
11,-1096.7160843972445,cluster3
12,-1136.3855064421593,cluster3
12,-1136.375667524161,cluster3
12,-1136.3786867009344,cluster3
16,-1090.4237332427683,cluster3
16,-1089.7541572335408,cluster3
16,-1090.2926215945884,cluster3
19,-324.64480836051666,cluster3
19,-324.92798163979734,cluster3
19,-324.89233807448744,cluster3
24,-437.4723551334645,cluster3
24,-438.2160044316886,cluster3
24,-437.7535890136407,cluster3
2,-1116.3450060586583,cluster3
2,-1116.4730031890163,cluster3
2,-1116.3110117618426,cluster3
3,-303.87555114441346,cluster3
3,-304.216985612926,cluster3
3,-304.24524977370646,cluster3
5,-1074.318391758786,cluster3
5,-1074.3832564006798,cluster3
5,-1074.4396431627686,cluster3
14,-827.0765133155313,cluster3
14,-827.2632503143047,cluster3
14,-827.5437480801561,cluster3
15,-649.5576596099485,cluster3
15,-649.5434503151886,cluster3
15,-649.5404398232632,cluster3
22,-799.7820119716753,cluster3
22,-799.7971629477483,cluster3
22,-799.6832225428986,cluster3
23,-988.9842082412753,cluster3
23,-989.0068600855601,cluster3
23,-989.0448479395786,cluster3
26,-1793.8628061210165,cluster3
26,-1793.8279197619668,cluster3
26,-1793.7318150550748,cluster3
28,-630.6656506272519,cluster3
28,-630.6616524512693,cluster3
28,-630.6605562482259,cluster3
