Building,Profit,Setup
7,-796.1129471745572,PPO_FL
7,-793.5627254676186,PPO_FL
7,-792.8364101097842,PPO_FL
25,-1438.281955068192,PPO_FL
25,-1438.2677901766124,PPO_FL
25,-1438.26375994808,PPO_FL
16,-1254.5168913215855,PPO_FL
16,-1254.53362205396,PPO_FL
16,-1254.3589219605417,PPO_FL
17,-1847.4554092088229,PPO_FL
17,-1847.6109919075661,PPO_FL
17,-1844.5498621008148,PPO_FL
21,-2003.7700192072004,PPO_FL
21,-1991.093550645345,PPO_FL
21,-1990.561819679261,PPO_FL
5,-1185.646312725137,PPO_FL
5,-1153.5116248033642,PPO_FL
5,-1131.8569704638958,PPO_FL
12,-1169.711861473561,PPO_FL
12,-1161.7943543481244,PPO_FL
12,-1162.0869793000682,PPO_FL
13,-715.7419985253066,PPO_FL
13,-642.1629097606146,PPO_FL
13,-690.1828293318897,PPO_FL
19,-429.45343626780937,PPO_FL
19,-409.7848298623524,PPO_FL
19,-487.27467527470634,PPO_FL
20,-1496.5614282915355,PPO_FL
20,-1472.3264392684691,PPO_FL
20,-1452.5100452931529,PPO_FL
23,-1059.579715118669,PPO_FL
23,-1012.2415654426544,PPO_FL
23,-1080.7928174775604,PPO_FL
24,-505.376914307579,PPO_FL
24,-508.3545281690871,PPO_FL
24,-510.3525886504109,PPO_FL
26,-1794.749721026644,PPO_FL
26,-1813.877279050442,PPO_FL
26,-1824.5258874039137,PPO_FL
27,-1138.1930025498875,PPO_FL
27,-1119.7320699814807,PPO_FL
27,-1150.5643224787589,PPO_FL
28,-685.4856634069326,PPO_FL
28,-731.6151115431236,PPO_FL
28,-694.4531573118157,PPO_FL
29,-1044.3576146724713,PPO_FL
29,-1072.5038508175085,PPO_FL
29,-1078.4480752789584,PPO_FL
18,-1699.6183262562226,PPO_FL
18,-1699.6018198988745,PPO_FL
18,-1699.6074907979178,PPO_FL
3,-358.1523524843149,PPO_FL
3,-358.1777441585633,PPO_FL
3,-358.1905201959923,PPO_FL
4,-985.8857262452202,PPO_FL
4,-1008.2394945799538,PPO_FL
4,-985.8225829451894,PPO_FL
9,-874.3781146604081,PPO_FL
9,-874.439811120547,PPO_FL
9,-874.4385525922875,PPO_FL
14,-931.2605683991013,PPO_FL
14,-899.7150179233888,PPO_FL
14,-899.6936641544523,PPO_FL
15,-687.5761520565297,PPO_FL
15,-687.6291804028955,PPO_FL
15,-729.5210123142953,PPO_FL
22,-831.2638972425342,PPO_FL
22,-831.3811573761762,PPO_FL
22,-831.3422741362815,PPO_FL
30,-723.6262778323535,PPO_FL
30,-723.6741766607815,PPO_FL
30,-732.0798796770682,PPO_FL
1,-1267.5095735990365,PPO_FL
1,-1267.5123472592538,PPO_FL
1,-1267.5259380571704,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
2,-1169.2514230814613,PPO_FL
2,-1169.2516129725684,PPO_FL
2,-1169.251512625977,PPO_FL
10,-1019.9932235127282,PPO_FL
10,-1019.9935156606531,PPO_FL
10,-1019.9931244454384,PPO_FL
11,-1223.6252845771953,PPO_FL
11,-1223.6257987479564,PPO_FL
11,-1223.6246810708783,PPO_FL
