Building,Profit,Setup
7,-796.8496816680287,PPO_FL
7,-796.8495616715905,PPO_FL
7,-796.8450778950643,PPO_FL
25,-1441.4852921920099,PPO_FL
25,-1441.4853110075774,PPO_FL
25,-1441.48533715835,PPO_FL
16,-1254.523957826273,PPO_FL
16,-1254.4970045290156,PPO_FL
16,-1254.5246164241166,PPO_FL
17,-1847.5499162710503,PPO_FL
17,-1847.5501269166284,PPO_FL
17,-1847.550054903219,PPO_FL
21,-1990.5833336435524,PPO_FL
21,-1990.5833870060817,PPO_FL
21,-1990.5779505129356,PPO_FL
5,-1111.025006253812,PPO_FL
5,-1111.0215138704966,PPO_FL
5,-1111.0520231716916,PPO_FL
12,-1154.4879212842625,PPO_FL
12,-1154.4665358532272,PPO_FL
12,-1154.4281928881585,PPO_FL
13,-691.1924370367557,PPO_FL
13,-691.172306864457,PPO_FL
13,-691.1754291473388,PPO_FL
19,-401.1136694506044,PPO_FL
19,-401.10688329183466,PPO_FL
19,-401.0087172839586,PPO_FL
20,-1512.8174016571986,PPO_FL
20,-1512.9699238323417,PPO_FL
20,-1513.0188022396073,PPO_FL
23,-1062.7099327529615,PPO_FL
23,-1062.712226491888,PPO_FL
23,-1062.708152552913,PPO_FL
24,-591.5460624563473,PPO_FL
24,-591.5087584060839,PPO_FL
24,-591.5536620243818,PPO_FL
26,-1834.1561916116332,PPO_FL
26,-1834.2134885645785,PPO_FL
26,-1834.2370042601258,PPO_FL
27,-1130.9926254377453,PPO_FL
27,-1131.0181303614272,PPO_FL
27,-1131.0111845160777,PPO_FL
28,-669.6637091943228,PPO_FL
28,-669.6495512097275,PPO_FL
28,-669.646714607892,PPO_FL
29,-1063.0431214335247,PPO_FL
29,-1063.0144063434598,PPO_FL
29,-1063.031354892667,PPO_FL
18,-1699.6600394513869,PPO_FL
18,-1699.6300147134018,PPO_FL
18,-1699.4920647939193,PPO_FL
3,-359.22849071844803,PPO_FL
3,-358.1169129510844,PPO_FL
3,-358.15391424926537,PPO_FL
4,-985.8592119782868,PPO_FL
4,-985.8088660531146,PPO_FL
4,-985.9018508390341,PPO_FL
9,-874.318470869594,PPO_FL
9,-874.3500131936657,PPO_FL
9,-874.3633484339222,PPO_FL
14,-899.9681736617675,PPO_FL
14,-899.794590176942,PPO_FL
14,-899.7869578501144,PPO_FL
15,-688.0611243463799,PPO_FL
15,-687.6824133834151,PPO_FL
15,-687.8677395586051,PPO_FL
22,-831.3888116981097,PPO_FL
22,-831.406916179673,PPO_FL
22,-831.3273219792649,PPO_FL
30,-723.6765075837272,PPO_FL
30,-723.6794619108434,PPO_FL
30,-723.6809708959229,PPO_FL
1,-1266.1714324800544,PPO_FL
1,-1265.183606303686,PPO_FL
1,-1265.731263124198,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
2,-1169.250470019743,PPO_FL
2,-1169.248592164268,PPO_FL
2,-1169.2414532376984,PPO_FL
10,-1019.9921064849967,PPO_FL
10,-1019.9662017546976,PPO_FL
10,-1019.9644722344316,PPO_FL
11,-1223.6676510409118,PPO_FL
11,-1223.6519182026645,PPO_FL
11,-1223.6141322007982,PPO_FL
