Building,Profit,Setup
4,-961.6761020646939,cluster3
4,-961.6857391231894,cluster3
4,-961.954472934132,cluster3
6,-2759.3881441858493,cluster3
6,-2759.35618375284,cluster3
6,-2759.3431975492576,cluster3
7,-727.3725763100958,cluster3
7,-727.3567067540322,cluster3
7,-727.4151090235919,cluster3
8,-2768.9489521441183,cluster3
8,-2768.2763077122713,cluster3
8,-2768.3786276779438,cluster3
9,-856.8516393893561,cluster3
9,-856.8722365689438,cluster3
9,-857.1842101173522,cluster3
10,-1035.7179090210225,cluster3
10,-1035.6634980718225,cluster3
10,-1035.5897503272845,cluster3
13,-612.4566763147126,cluster3
13,-612.4896982769434,cluster3
13,-612.4660446696088,cluster3
17,-1802.260959728528,cluster3
17,-1804.128627401721,cluster3
17,-1803.3832901768571,cluster3
18,-1696.4855133529652,cluster3
18,-1696.6135351095224,cluster3
18,-1696.4444521505905,cluster3
20,-1467.4185508023222,cluster3
20,-1467.369991081278,cluster3
20,-1467.309254726972,cluster3
21,-1962.7020683794753,cluster3
21,-1962.6748079747497,cluster3
21,-1962.6330763973513,cluster3
25,-1419.5827655912756,cluster3
25,-1419.2974102567937,cluster3
25,-1419.3897908601975,cluster3
27,-1101.3909595243877,cluster3
27,-1101.4116627005549,cluster3
27,-1101.4138468702793,cluster3
29,-1012.4058328013843,cluster3
29,-1012.48532599455,cluster3
29,-1012.5850026642462,cluster3
30,-702.6871227560883,cluster3
30,-702.6323584132501,cluster3
30,-702.808298708026,cluster3
1,-1038.9906989354504,cluster3
1,-1039.5606360573297,cluster3
1,-1039.154288479879,cluster3
11,-1089.82402098576,cluster3
11,-1090.2945468536316,cluster3
11,-1089.9625053078423,cluster3
12,-1139.1862540519642,cluster3
12,-1139.1866878805042,cluster3
12,-1139.1810562110104,cluster3
16,-1065.888018890119,cluster3
16,-1066.383249017998,cluster3
16,-1066.3289548257712,cluster3
19,-336.9684820470821,cluster3
19,-336.9425641959057,cluster3
19,-336.9233061953927,cluster3
24,-388.53997735636835,cluster3
24,-389.88964242015834,cluster3
24,-389.9984673842292,cluster3
2,-1128.5915621102185,cluster3
2,-1128.3197357783674,cluster3
2,-1128.2932407373596,cluster3
3,-338.6010987628423,cluster3
3,-337.6141753420895,cluster3
3,-339.9107501777527,cluster3
5,-1096.0733297820836,cluster3
5,-1095.5361452033846,cluster3
5,-1094.005436411639,cluster3
14,-854.1004093548195,cluster3
14,-855.5293704377561,cluster3
14,-851.7713227049577,cluster3
15,-669.7093240830915,cluster3
15,-673.059630721817,cluster3
15,-672.2534593463299,cluster3
22,-812.954408692698,cluster3
22,-814.6731995281057,cluster3
22,-812.2920872280642,cluster3
23,-1008.1629864002072,cluster3
23,-1004.1370011465712,cluster3
23,-1006.4949979452714,cluster3
26,-1805.3712670468974,cluster3
26,-1805.9026934838764,cluster3
26,-1805.9965540044554,cluster3
28,-647.9277262797187,cluster3
28,-648.5743006245774,cluster3
28,-648.6071780542043,cluster3
