Building,Profit,Setup
6,-2756.6525516017778,cluster6
6,-2756.8701632117254,cluster6
6,-2756.8196990330625,cluster6
7,-755.2436489082914,cluster6
7,-755.5392585611709,cluster6
7,-755.415781900742,cluster6
9,-849.5029731868331,cluster6
9,-850.142829941346,cluster6
9,-849.8494606938575,cluster6
16,-1179.1780815399786,cluster6
16,-1179.2152340632908,cluster6
16,-1179.1957168764418,cluster6
19,-368.7030021764478,cluster6
19,-368.7084052540098,cluster6
19,-368.7241617883424,cluster6
24,-488.25841870821944,cluster6
24,-488.35684159093233,cluster6
24,-488.3911949153847,cluster6
5,-1083.4266358110165,cluster6
5,-1083.4242493064748,cluster6
5,-1083.4221465911726,cluster6
14,-856.0273826168275,cluster6
14,-856.037277323128,cluster6
14,-856.0304649469142,cluster6
1,-1264.5426211380884,cluster6
1,-1264.5424260225632,cluster6
1,-1264.5405987316708,cluster6
11,-1223.0670886033402,cluster6
11,-1223.066567966529,cluster6
11,-1223.067445215665,cluster6
12,-1152.5395109222268,cluster6
12,-1152.5402547215795,cluster6
12,-1152.5402019100395,cluster6
13,-690.286194912434,cluster6
13,-690.2951876526106,cluster6
13,-690.294907503105,cluster6
27,-1129.6623082286949,cluster6
27,-1129.6625821909538,cluster6
27,-1129.6645972065307,cluster6
29,-1062.2667794199222,cluster6
29,-1062.2671490113871,cluster6
29,-1062.2676608690304,cluster6
8,-2750.3832322154344,cluster6
8,-2750.377921022271,cluster6
8,-2750.3771276656844,cluster6
17,-1838.4017658424818,cluster6
17,-1838.3985177929462,cluster6
17,-1838.406377747653,cluster6
20,-1502.75588819548,cluster6
20,-1502.5310643109788,cluster6
20,-1502.548469010914,cluster6
21,-1982.9548992003026,cluster6
21,-1982.9522924508965,cluster6
21,-1982.9510044877034,cluster6
23,-1056.914228053195,cluster6
23,-1056.923813603537,cluster6
23,-1056.9597213460868,cluster6
25,-1431.2472801020158,cluster6
25,-1431.217684054583,cluster6
25,-1431.2166279762705,cluster6
26,-1827.9109159134146,cluster6
26,-1827.9057651733344,cluster6
26,-1827.90484215408,cluster6
28,-666.2964597847531,cluster6
28,-666.2762578115048,cluster6
28,-666.2735745749618,cluster6
2,-1162.4030869655317,cluster6
2,-1162.4044039315213,cluster6
2,-1162.4028217702387,cluster6
3,-351.2176113634347,cluster6
3,-351.2186855413742,cluster6
3,-351.2200517566413,cluster6
4,-979.5751954888634,cluster6
4,-979.5753318204336,cluster6
4,-979.5768010225194,cluster6
10,-1012.6300845418123,cluster6
10,-1012.6306089891103,cluster6
10,-1012.6295072403462,cluster6
15,-682.0403356939668,cluster6
15,-682.0442482715167,cluster6
15,-682.0432462753141,cluster6
18,-1690.2485896801165,cluster6
18,-1690.253729711915,cluster6
18,-1690.2529270614011,cluster6
22,-824.8407186372688,cluster6
22,-824.8417328416775,cluster6
22,-824.841436018163,cluster6
30,-715.4132082980747,cluster6
30,-715.4173010001612,cluster6
30,-715.4177841195018,cluster6
