Building,Profit,Setup
4,-942.2034011138388,cluster3
4,-942.3126967897466,cluster3
4,-942.2225371925337,cluster3
6,-2732.2214985851188,cluster3
6,-2732.4515870447103,cluster3
6,-2732.4317004000395,cluster3
7,-638.2205429101946,cluster3
7,-637.3830321662945,cluster3
7,-638.0183735008873,cluster3
8,-2745.6370075923946,cluster3
8,-2745.6747479296746,cluster3
8,-2745.6452552881588,cluster3
9,-836.0319624247887,cluster3
9,-836.1383560627036,cluster3
9,-836.1516357588555,cluster3
10,-975.8539902196096,cluster3
10,-975.5656352365926,cluster3
10,-975.8385454954513,cluster3
13,-573.1964014878497,cluster3
13,-573.8288114668201,cluster3
13,-573.5228041911133,cluster3
17,-1784.6069819743389,cluster3
17,-1784.4766667192189,cluster3
17,-1784.800057047059,cluster3
18,-1637.9979624750135,cluster3
18,-1638.128629455035,cluster3
18,-1637.9015226695249,cluster3
20,-1420.1149899172142,cluster3
20,-1420.2899125502763,cluster3
20,-1421.0549847993614,cluster3
21,-1949.8696745417672,cluster3
21,-1950.048334669086,cluster3
21,-1949.8954987254167,cluster3
25,-1400.7850754419217,cluster3
25,-1401.022672666508,cluster3
25,-1400.9040680561118,cluster3
27,-1085.3978629534633,cluster3
27,-1085.726825362149,cluster3
27,-1085.8422889852598,cluster3
29,-979.8261953338543,cluster3
29,-980.9709123488614,cluster3
29,-981.0217324391898,cluster3
30,-674.3268310211749,cluster3
30,-674.3761342699217,cluster3
30,-674.4809176577463,cluster3
1,-1041.8224786395613,cluster3
1,-1042.2683335595484,cluster3
1,-1041.934815524515,cluster3
11,-1133.03915699667,cluster3
11,-1133.2878207486415,cluster3
11,-1133.1285148660847,cluster3
12,-1138.4141864726225,cluster3
12,-1138.4780590952232,cluster3
12,-1138.4696652093492,cluster3
16,-1117.3549997520768,cluster3
16,-1117.644538570725,cluster3
16,-1117.1783254142047,cluster3
19,-338.6986396093069,cluster3
19,-339.1044882642032,cluster3
19,-338.986604900429,cluster3
24,-376.78410027095265,cluster3
24,-375.97470275706473,cluster3
24,-375.93901963781394,cluster3
2,-1090.2563669458286,cluster3
2,-1090.0540431360007,cluster3
2,-1089.6643606019643,cluster3
3,-268.47066928634507,cluster3
3,-269.14287492038534,cluster3
3,-269.7137192069721,cluster3
5,-1053.361611235961,cluster3
5,-1054.040723133309,cluster3
5,-1053.2259584234007,cluster3
14,-793.1264284695048,cluster3
14,-792.8474644446809,cluster3
14,-792.4232788991096,cluster3
15,-625.1128756140894,cluster3
15,-625.4118847069325,cluster3
15,-623.2867734305369,cluster3
22,-777.5240840810571,cluster3
22,-778.5535497916057,cluster3
22,-778.4323455506703,cluster3
23,-964.6338305040217,cluster3
23,-964.4590099720459,cluster3
23,-964.1829050900046,cluster3
26,-1778.3457892650924,cluster3
26,-1777.2400303623576,cluster3
26,-1777.9500903370188,cluster3
28,-618.3645955196458,cluster3
28,-618.3557936588257,cluster3
28,-618.4578692760714,cluster3
