Building,Profit,Setup
1,-1315.9763787910954,SAC_LL
1,-1332.9685153469802,SAC_LL
1,-1322.8228903037773,SAC_LL
2,-1307.944518605736,SAC_LL
2,-1351.9303377837105,SAC_LL
2,-1412.6958120317706,SAC_LL
3,-597.5042643985291,SAC_LL
3,-531.0278145972464,SAC_LL
3,-516.2247726146834,SAC_LL
4,-1380.8587357207325,SAC_LL
4,-1081.3904113065225,SAC_LL
4,-1122.8438424564424,SAC_LL
5,-1288.9946531850665,SAC_LL
5,-1293.196174968462,SAC_LL
5,-1253.1640881420853,SAC_LL
6,-2919.97266082381,SAC_LL
6,-2956.8671274115163,SAC_LL
6,-2991.938957489239,SAC_LL
7,-895.6980315713071,SAC_LL
7,-928.522286318957,SAC_LL
7,-964.5741720192835,SAC_LL
8,-2880.875803803418,SAC_LL
8,-2797.1292343875543,SAC_LL
8,-2951.737513231078,SAC_LL
9,-1011.1486679417017,SAC_LL
9,-1057.4810103955951,SAC_LL
9,-1035.7409138555297,SAC_LL
10,-1286.1839610529105,SAC_LL
10,-1290.651117397505,SAC_LL
10,-1281.2663903615176,SAC_LL
11,-1407.7108894893279,SAC_LL
11,-1592.744271634622,SAC_LL
11,-1415.5944309714025,SAC_LL
12,-1295.768626245331,SAC_LL
12,-1269.797047995237,SAC_LL
12,-1250.6069161035653,SAC_LL
13,-806.89823437542,SAC_LL
13,-791.9605740839364,SAC_LL
13,-814.848876847844,SAC_LL
14,-1048.3915458501426,SAC_LL
14,-1036.2576538033834,SAC_LL
14,-1093.1405405160294,SAC_LL
15,-860.3295341475775,SAC_LL
15,-870.9358953455414,SAC_LL
15,-862.9039925904949,SAC_LL
16,-1377.5612410395381,SAC_LL
16,-1430.5161797031985,SAC_LL
16,-1507.6427210573952,SAC_LL
17,-2031.7615578607506,SAC_LL
17,-1964.5442486379752,SAC_LL
17,-1901.0288316827014,SAC_LL
18,-2092.3966076987685,SAC_LL
18,-2019.8435447131064,SAC_LL
18,-2002.188976625169,SAC_LL
19,-553.6564853943389,SAC_LL
19,-550.7194173371214,SAC_LL
19,-658.9038838074971,SAC_LL
20,-1626.589123630856,SAC_LL
20,-1716.192872437637,SAC_LL
20,-1633.1544271266632,SAC_LL
21,-2255.0970651110906,SAC_LL
21,-2040.9878474691297,SAC_LL
21,-2172.202626362841,SAC_LL
22,-1167.29019481528,SAC_LL
22,-1086.170704379754,SAC_LL
22,-1060.0269571001413,SAC_LL
23,-1201.9437412287448,SAC_LL
23,-1173.2936499730474,SAC_LL
23,-1169.9698255182354,SAC_LL
24,-713.0616985225396,SAC_LL
24,-688.7514165367999,SAC_LL
24,-772.1973976872264,SAC_LL
25,-1716.9112481649297,SAC_LL
25,-1789.5105907898085,SAC_LL
25,-1704.1389793808032,SAC_LL
26,-1899.9634853518166,SAC_LL
26,-1925.9528510458897,SAC_LL
26,-1928.337578567606,SAC_LL
27,-1341.2567703613477,SAC_LL
27,-1373.3638643953086,SAC_LL
27,-1375.3552835411474,SAC_LL
28,-821.6356896800096,SAC_LL
28,-866.6035904606543,SAC_LL
28,-755.5793625598513,SAC_LL
29,-1202.4789732395352,SAC_LL
29,-1264.494001676705,SAC_LL
29,-1353.2821079026553,SAC_LL
30,-882.810866573126,SAC_LL
30,-954.1320146775122,SAC_LL
30,-903.8176340937106,SAC_LL
