Building,Profit,Setup
1,-985.8953606522989,DDPG_LL
1,-1002.0484952759389,DDPG_LL
1,-936.786028650857,DDPG_LL
2,-1168.3579207021937,DDPG_LL
2,-1196.6482468615905,DDPG_LL
2,-1156.767112263364,DDPG_LL
3,-316.2724241542983,DDPG_LL
3,-313.479659384648,DDPG_LL
3,-313.3768283154211,DDPG_LL
4,-953.0492787289379,DDPG_LL
4,-921.8799224011055,DDPG_LL
4,-937.020387232328,DDPG_LL
5,-1072.54091360003,DDPG_LL
5,-1098.7446376322976,DDPG_LL
5,-1060.6614782762138,DDPG_LL
6,-2730.538823939693,DDPG_LL
6,-2720.6298215650645,DDPG_LL
6,-2725.105362474931,DDPG_LL
7,-605.1611201049075,DDPG_LL
7,-620.7251398592691,DDPG_LL
7,-643.3796708826983,DDPG_LL
8,-2776.695013185725,DDPG_LL
8,-2744.0207251620945,DDPG_LL
8,-2755.7119034938646,DDPG_LL
9,-844.9447189466073,DDPG_LL
9,-805.8993981876267,DDPG_LL
9,-786.0711852860073,DDPG_LL
10,-985.5560090498835,DDPG_LL
10,-985.1962192153526,DDPG_LL
10,-966.4175049670587,DDPG_LL
11,-1097.714388496298,DDPG_LL
11,-1090.6851507641277,DDPG_LL
11,-1086.138893470098,DDPG_LL
12,-1143.6992797192372,DDPG_LL
12,-1144.13686806567,DDPG_LL
12,-1148.6386704491847,DDPG_LL
13,-522.7977631054594,DDPG_LL
13,-535.1971408651987,DDPG_LL
13,-550.964786159623,DDPG_LL
14,-829.1341396875381,DDPG_LL
14,-848.93754135298,DDPG_LL
14,-816.0139756098941,DDPG_LL
15,-643.6334916875021,DDPG_LL
15,-637.8577482550571,DDPG_LL
15,-641.864589368247,DDPG_LL
16,-1123.5640448973268,DDPG_LL
16,-1081.6842615777084,DDPG_LL
16,-1095.2139283313004,DDPG_LL
17,-1840.9009387506721,DDPG_LL
17,-1922.8062229234254,DDPG_LL
17,-1904.7676189784308,DDPG_LL
18,-1663.187329640063,DDPG_LL
18,-1650.175518032214,DDPG_LL
18,-1659.2254043725025,DDPG_LL
19,-355.24771270741445,DDPG_LL
19,-336.0435428935698,DDPG_LL
19,-359.18988250130394,DDPG_LL
20,-1400.587248687693,DDPG_LL
20,-1407.212640501365,DDPG_LL
20,-1380.8287250910705,DDPG_LL
21,-1995.6354217277405,DDPG_LL
21,-1987.5861846925177,DDPG_LL
21,-2020.2832621455577,DDPG_LL
22,-807.7735385821994,DDPG_LL
22,-797.4676003849303,DDPG_LL
22,-811.9278020720451,DDPG_LL
23,-1012.291487713413,DDPG_LL
23,-1000.0086146767856,DDPG_LL
23,-994.0711069113581,DDPG_LL
24,-506.2571685981056,DDPG_LL
24,-471.97650802465984,DDPG_LL
24,-557.3142744430933,DDPG_LL
25,-1406.2830111301853,DDPG_LL
25,-1459.3179382139042,DDPG_LL
25,-1429.838576710223,DDPG_LL
26,-1821.823492973596,DDPG_LL
26,-1804.8068347453097,DDPG_LL
26,-1891.7603138078198,DDPG_LL
27,-1086.3180483901642,DDPG_LL
27,-1140.0243281263317,DDPG_LL
27,-1097.45707026054,DDPG_LL
28,-638.6356611044496,DDPG_LL
28,-654.2890569699989,DDPG_LL
28,-637.7259721284435,DDPG_LL
29,-1003.378972000471,DDPG_LL
29,-983.552931592012,DDPG_LL
29,-959.1731615716265,DDPG_LL
30,-652.0730445968114,DDPG_LL
30,-649.6954877409815,DDPG_LL
30,-659.1682021461846,DDPG_LL
