Building,Profit,Setup
6,-2776.0969683432268,cluster6
6,-2776.097061868841,cluster6
6,-2776.096664291657,cluster6
7,-796.6591480158004,cluster6
7,-796.6591991312227,cluster6
7,-796.6592592324951,cluster6
9,-874.2266102108241,cluster6
9,-874.2267241890187,cluster6
9,-874.226590118715,cluster6
16,-1235.283996636744,cluster6
16,-1235.293570594395,cluster6
16,-1235.294600080784,cluster6
19,-393.2679066891052,cluster6
19,-393.2679384302421,cluster6
19,-393.26881696334505,cluster6
24,-573.4463176367191,cluster6
24,-573.3488765646922,cluster6
24,-573.3645512121212,cluster6
5,-1108.2142597887753,cluster6
5,-1108.2147774319753,cluster6
5,-1108.2139930955993,cluster6
14,-898.3664670927437,cluster6
14,-898.3659620633158,cluster6
14,-898.3665521336131,cluster6
1,-1264.4315378751016,cluster6
1,-1265.6638411717495,cluster6
1,-1264.752687518632,cluster6
11,-1222.52168085344,cluster6
11,-1222.3738538897624,cluster6
11,-1222.3130670525281,cluster6
12,-1152.6098292061097,cluster6
12,-1152.31270956207,cluster6
12,-1152.6152950428257,cluster6
13,-690.2438830571665,cluster6
13,-690.3422990393086,cluster6
13,-690.3036524675799,cluster6
27,-1128.7449198947515,cluster6
27,-1129.6288272598808,cluster6
27,-1129.5968507229682,cluster6
29,-1061.6633045340193,cluster6
29,-1062.1779996951075,cluster6
29,-1062.0684858104862,cluster6
8,-2754.448898923113,cluster6
8,-2754.446744826343,cluster6
8,-2754.4467882890403,cluster6
17,-1846.045861716786,cluster6
17,-1846.0458261261556,cluster6
17,-1846.0458033482587,cluster6
20,-1511.44224824146,cluster6
20,-1511.438711015261,cluster6
20,-1511.439752523458,cluster6
21,-1990.0481346849044,cluster6
21,-1990.048114115202,cluster6
21,-1990.0481131019576,cluster6
23,-1062.4938419687053,cluster6
23,-1062.4938206543495,cluster6
23,-1062.4937930386036,cluster6
25,-1439.334277869522,cluster6
25,-1439.3331844788934,cluster6
25,-1439.33320106263,cluster6
26,-1833.2341179006548,cluster6
26,-1833.234016996208,cluster6
26,-1833.2340453274091,cluster6
28,-668.8099142567694,cluster6
28,-668.8099445565617,cluster6
28,-668.8098298978775,cluster6
2,-1164.7294930761266,cluster6
2,-1164.7321566442017,cluster6
2,-1164.7323460297382,cluster6
3,-353.44580807757177,cluster6
3,-353.453983713297,cluster6
3,-353.4567273125043,cluster6
4,-982.0426344123847,cluster6
4,-982.0469222582198,cluster6
4,-982.0462082758418,cluster6
10,-1016.00049096741,cluster6
10,-1016.003817832457,cluster6
10,-1016.0016976898785,cluster6
15,-684.3631721589197,cluster6
15,-684.3678063219991,cluster6
15,-684.3667036823488,cluster6
18,-1694.3956361737519,cluster6
18,-1694.398220644782,cluster6
18,-1694.400054302774,cluster6
22,-826.5423644966655,cluster6
22,-826.5445512520508,cluster6
22,-826.5508225891186,cluster6
30,-718.4249985183246,cluster6
30,-718.4349105279355,cluster6
30,-718.4327777298869,cluster6
