Building,Profit,Setup
7,-796.8496817778656,PPO_FL
7,-796.8496817778656,PPO_FL
7,-796.8496817778656,PPO_FL
25,-1441.4853372832931,PPO_FL
25,-1441.4853373078788,PPO_FL
25,-1441.4853373078788,PPO_FL
16,-1254.524657010059,PPO_FL
16,-1254.5246575878712,PPO_FL
16,-1254.5242205231161,PPO_FL
17,-1847.550169744325,PPO_FL
17,-1847.5497924762062,PPO_FL
17,-1847.5332869116428,PPO_FL
21,-1990.5833438043207,PPO_FL
21,-1990.583049873647,PPO_FL
21,-1990.5833783639853,PPO_FL
5,-1113.0474352561803,PPO_FL
5,-1137.9436440039647,PPO_FL
5,-1113.6022976120137,PPO_FL
12,-1154.5586826012059,PPO_FL
12,-1151.512555138845,PPO_FL
12,-1152.5268926074987,PPO_FL
13,-691.6894898774331,PPO_FL
13,-691.2681646998002,PPO_FL
13,-692.7986052171033,PPO_FL
19,-402.204834500644,PPO_FL
19,-413.1854309293091,PPO_FL
19,-455.9350545862982,PPO_FL
20,-1549.5474247877767,PPO_FL
20,-1575.5143451780095,PPO_FL
20,-1514.1762563029426,PPO_FL
23,-1060.6035043273857,PPO_FL
23,-1068.0102760183695,PPO_FL
23,-1062.843772811443,PPO_FL
24,-591.0406020674696,PPO_FL
24,-589.0724403919705,PPO_FL
24,-591.0669720530931,PPO_FL
26,-1831.3163689507105,PPO_FL
26,-1830.470537460096,PPO_FL
26,-1943.0615364062667,PPO_FL
27,-1133.7867300773235,PPO_FL
27,-1131.033722162275,PPO_FL
27,-1130.953100139255,PPO_FL
28,-686.2132383240553,PPO_FL
28,-689.4243465031524,PPO_FL
28,-669.782837927385,PPO_FL
29,-1063.2553707851716,PPO_FL
29,-1085.605319043983,PPO_FL
29,-1064.5965153246038,PPO_FL
18,-1696.3332341799942,PPO_FL
18,-1696.3332341799942,PPO_FL
18,-1696.3332341799942,PPO_FL
3,-545.4615190723489,PPO_FL
3,-464.5066775196334,PPO_FL
3,-528.8724153174124,PPO_FL
4,-1112.8241030866743,PPO_FL
4,-1115.7031706958246,PPO_FL
4,-1084.4402139456,PPO_FL
9,-1007.3048385301817,PPO_FL
9,-974.1106450205219,PPO_FL
9,-971.6277451614361,PPO_FL
14,-1020.9362086805476,PPO_FL
14,-984.8098153464307,PPO_FL
14,-987.9314030563027,PPO_FL
15,-809.381775312212,PPO_FL
15,-823.8624438646964,PPO_FL
15,-786.6742985252979,PPO_FL
22,-949.3991574865172,PPO_FL
22,-910.1515002919884,PPO_FL
22,-921.7042325799268,PPO_FL
30,-861.4319626385417,PPO_FL
30,-766.6201870842013,PPO_FL
30,-844.789890160233,PPO_FL
1,-1264.3227813599954,PPO_FL
1,-1264.3227813599954,PPO_FL
1,-1264.3227813599954,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
2,-1363.6085354498116,PPO_FL
2,-1169.2210900635316,PPO_FL
2,-1169.7898495402756,PPO_FL
10,-1019.9705765607579,PPO_FL
10,-1055.6522429208624,PPO_FL
10,-1019.9528152606282,PPO_FL
11,-1225.6065824570223,PPO_FL
11,-1224.787326236132,PPO_FL
11,-1235.251795352866,PPO_FL
