,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
profits,-778.7179575905021,-1055.8199732492083,-212.16839365120072,-916.5478582339179,-1044.8480032232442,-2732.1958218539917,-474.4016052169656,-2736.204972823455,-727.6680647237563,-907.4271365893209,-1049.5903013717068,-1138.33974137115,-430.6009468788475,-759.9762443682843,-587.1656279493708,-964.1559002160732,-1753.7002193513597,-1545.0063462280266,-280.73277672555236,-1328.0704449589566,-1940.518306925497,-747.8643964634166,-898.4454280994056,-263.7403493813547,-1351.008189801023,-1780.6102544864398,-1047.4005846845319,-609.9070389139229,-892.7330667699486,-575.5599280988988
