Load,PV,Price,Fuel Share
0.122,0.0,0.02398,0.177406570760512
1.2029999999999998,0.0,0.02036,0.1779925902994837
0.524,0.0,0.01724,0.1807440173750174
0.136,0.0,0.01803,0.1803768680961663
0.269,0.0,0.01663,0.182358592530323
0.958,0.0,0.01984,0.1850348953140578
0.105,0.0,0.0203999999999999,0.1864974440331394
0.352,0.0,0.02404,0.1908730425431816
0.129,0.0,0.025,0.2067325350767648
0.098,0.0,0.02608,0.2323482045701849
0.807,0.006,0.02527,0.2588635947309697
0.847,0.069,0.02659,0.2877950457115891
0.613,0.1,0.02619,0.3187797219851238
0.147,0.119,0.0263,0.3341990504398041
0.116,0.144,0.02995,0.3698256040185362
0.159,0.188,0.02676,0.386749164296244
0.115,0.213,0.02609,0.3870987722292572
0.457,0.288,0.026,0.3970209498440483
1.285,0.194,0.02625,0.4140842060269288
1.253,0.356,0.02753,0.4160697088428912
1.218,0.288,0.0289,0.4185647467239072
0.54,0.244,0.02628,0.4224014999471849
0.609,0.444,0.0268099999999999,0.4313956472810313
1.902,0.288,0.02642,0.4286150942894733
1.9,0.113,0.02646,0.4253621006857334
1.925,0.1,0.02594,0.4221757266057753
1.868,0.169,0.02603,0.4201344549170636
1.92,0.075,0.0264499999999999,0.4127163177153548
1.958,0.019,0.02651,0.4006451250193256
0.979,0.006,0.02643,0.3926138502738373
0.887,0.0,0.05131,0.3776864933546063
0.853,0.0,0.06692,0.3730013771109661
0.606,0.0,0.0437,0.3555706061632238
0.767,0.0,0.04031,0.3433384098509953
0.904,0.0,0.03782,0.3326464435959844
0.945,0.0,0.03896,0.3179410318630949
0.385,0.0,0.0337,0.3025961522771405
0.295,0.0,0.0281,0.283344637309821
1.034,0.0,0.0273999999999999,0.2831593892445264
0.169,0.0,0.02687,0.2724690606613917
0.122,0.0,0.02986,0.2783571640714498
0.135,0.0,0.02607,0.2820731623224383
0.079,0.0,0.02623,0.2812944492053255
1.4529999999999998,0.0,0.02638,0.2779122874594178
1.357,0.0,0.02573,0.300557139026546
1.348,0.0,0.02538,0.3024228569146759
1.377,0.0,0.0250799999999999,0.3053959454538097
1.584,0.0,0.02437,0.3078650315475041
1.64,0.0,0.02404,0.3114422500279525
1.364,0.0,0.0239699999999999,0.3111036263612888
1.385,0.0,0.01973,0.3132328138017923
0.691,0.0,0.0196499999999999,0.3121032824372686
0.645,0.0,0.02013,0.3136690943082248
0.743,0.0,0.0196499999999999,0.3155849203264672
0.101,0.0,0.02114,0.3174170031517153
0.103,0.0,0.02401,0.32098863231275
0.124,0.0,0.02456,0.3285312280903948
0.099,0.0,0.02717,0.3428399907642577
1.058,0.0,0.02582,0.3475572829574728
0.79,0.044,0.0292,0.3645279648327014
0.29,0.144,0.02907,0.4025192096129081
0.214,0.206,0.02653,0.411940175518108
0.178,0.256,0.0273099999999999,0.4247221366447852
0.48,0.294,0.02877,0.4356705663593399
0.203,0.475,0.0274899999999999,0.4461331734017597
0.771,0.769,0.02615,0.4571579597823093
0.84,0.35,0.02585,0.4770834982477098
1.45,0.944,0.02543,0.4917113071145493
0.967,1.063,0.02554,0.5042031960936633
1.175,1.094,0.02572,0.5149247038858727
1.307,1.231,0.02607,0.5328721393789745
0.588,0.938,0.02633,0.5474076176106201
0.837,0.331,0.02606,0.5630397835663001
1.117,0.338,0.026,0.567142958194808
2.007,0.075,0.02604,0.5654781906184985
1.913,0.025,0.02615,0.558271322266743
1.857,0.013,0.02648,0.5643177017934778
1.232,0.0,0.02789,0.5596247572281872
1.898,0.0,0.04029,0.5451033502808552
1.916,0.0,0.04292,0.5289212233827342
1.211,0.0,0.03917,0.5112070294435024
0.659,0.0,0.03834,0.4827946018643046
0.435,0.0,0.03322,0.4677429606559461
0.388,0.0,0.0315,0.4524289359489021
0.297,0.0,0.0312199999999999,0.4283183277825572
0.476,0.0,0.02669,0.40237006790644
0.383,0.0,0.02571,0.3916819261381148
0.549,0.0,0.0255899999999999,0.3841305738092369
0.119,0.0,0.03247,0.3976919580322272
0.18,0.0,0.02836,0.3933958147564932
0.404,0.0,0.02644,0.394826079020932
1.232,0.0,0.02623,0.3917556142538713
1.366,0.0,0.0259,0.4094809574250979
1.337,0.0,0.0257,0.4014549346865151
1.369,0.0,0.0268,0.392231198872794
1.587,0.0,0.0250799999999999,0.3852305527679781
1.365,0.0,0.02519,0.3888952621314672
0.964,0.0,0.024,0.382743735523268
0.08,0.0,0.02103,0.3840764873727694
1.238,0.0,0.01962,0.3825221499662528
0.4579999999999999,0.0,0.01971,0.3808516350749074
0.097,0.0,0.02042,0.3783111956509992
0.0,0.0,0.02336,0.377577221855058
0.0,0.0,0.02354,0.3773548008604393
0.0,0.0,0.02717,0.3880177262655531
0.0,0.0,0.02656,0.4056056800917744
0.0,0.0,0.0266,0.4279550821534261
0.0,0.0,0.02973,0.4547865766707862
0.0,0.0,0.03279,0.4885111853028869
0.0,0.0,0.03181,0.5132456252394942
0.756,0.181,0.03308,0.5420455096009431
0.096,0.463,0.03234,0.5614243553898727
0.131,0.288,0.02864,0.5765493510865093
0.083,0.419,0.02718,0.5943747364747961
0.354,0.256,0.0273299999999999,0.6096367025742462
0.247,0.119,0.02635,0.626773030886533
0.402,0.206,0.02606,0.6516026165749632
0.912,0.225,0.02594,0.6640491951631406
1.893,0.281,0.02594,0.6805298185148065
2.052,0.081,0.02614,0.6865060906474402
2.055,0.3,0.02614,0.691192242709175
1.558,0.306,0.02583,0.6926105233502124
0.787,0.125,0.026,0.6860057260204158
0.685,0.106,0.02575,0.6752738004483458
0.619,0.081,0.0262699999999999,0.6499718076908619
0.385,0.006,0.02565,0.6305539857341418
0.84,0.0,0.02958,0.6082179551434658
0.903,0.0,0.0389099999999999,0.5825942796439666
0.217,0.0,0.04593,0.552900600466478
0.555,0.0,0.04031,0.5221320577432306
1.18,0.0,0.03331,0.5097146326654524
0.605,0.0,0.03272,0.4915781290489764
0.849,0.0,0.03231,0.4746174152221668
0.633,0.0,0.03131,0.4610301704959624
0.201,0.0,0.0296799999999999,0.4515455586234763
0.355,0.0,0.02634,0.4475395694610024
0.144,0.0,0.0380799999999999,0.4465539510357084
0.083,0.0,0.02877,0.4374641876271957
0.127,0.0,0.02862,0.4275127373784159
1.186,0.0,0.0261099999999999,0.4187523769388112
1.583,0.0,0.02615,0.3912904982583051
1.364,0.0,0.02579,0.3778121351718045
0.257,0.0,0.02639,0.3697864442216201
0.749,0.0,0.02519,0.3672627971728421
0.793,0.0,0.02538,0.36443324503026
0.335,0.0,0.02418,0.3561300627995011
0.122,0.0,0.02403,0.3475644348532209
0.699,0.0,0.02401,0.3410625844214318
0.542,0.0,0.02275,0.3375173707222831
0.12,0.0,0.02407,0.3332916330220973
0.326,0.0,0.02479,0.3309555011110478
0.195,0.0,0.02489,0.32917771277082
0.167,0.0,0.02707,0.3355806429718784
0.132,0.0,0.02829,0.3473709861432638
0.913,0.0,0.02726,0.364415620731563
0.933,0.044,0.04781,0.389729657138725
0.27,0.05,0.0456,0.42
0.536,0.081,0.04603,0.4505568177585757
1.154,0.3,0.03885,0.4798569493745961
2.104,0.494,0.03913,0.4977371694513598
1.855,0.544,0.0376899999999999,0.515362665073993
2.006,0.25,0.03176,0.5342249755878916
1.253,0.344,0.02929,0.549720159377374
1.83,0.681,0.03039,0.5614676261170257
1.935,0.594,0.02844,0.56878259573834
1.913,0.213,0.02718,0.579007318180803
1.478,0.525,0.02667,0.5906610386673702
0.403,0.794,0.02583,0.5938034188034188
1.177,0.169,0.02618,0.5998552376258971
1.284,0.188,0.02589,0.5964229139517281
1.507,0.088,0.0266099999999999,0.5832973113166767
1.388,0.069,0.02622,0.5683716992284222
0.975,0.038,0.02655,0.5537271106789823
0.173,0.0,0.02686,0.5333758098815897
0.859,0.0,0.03595,0.5072969597426816
1.143,0.0,0.04331,0.4840960839865816
0.564,0.0,0.03657,0.4502494731343552
0.244,0.0,0.04108,0.4202433161458428
0.277,0.0,0.03264,0.3856433681269937
0.279,0.0,0.0327999999999999,0.3652208432971956
0.494,0.0,0.03204,0.3435621302917137
0.291,0.0,0.0285799999999999,0.3320909320928784
0.234,0.0,0.03201,0.3250323852980414
0.292,0.0,0.03121,0.3200830155895555
0.609,0.0,0.03928,0.3192485995750435
0.378,0.0,0.03281,0.3171852830848768
0.134,0.0,0.0334099999999999,0.3073267326732673
1.157,0.0,0.03184,0.3083335013203782
1.362,0.0,0.03017,0.3130367614924129
1.337,0.0,0.02678,0.3164904840818091
1.601,0.0,0.03049,0.3173773422154786
0.532,0.0,0.02621,0.3117875920084122
0.6,0.0,0.02534,0.3112610624119736
0.99,0.0,0.02439,0.3049240632718482
0.104,0.0,0.0241,0.305993724069667
0.357,0.0,0.0236299999999999,0.3058274911050759
0.757,0.0,0.0234699999999999,0.3054256902660433
0.533,0.0,0.02283,0.3091169570001869
0.123,0.0,0.02104,0.3114687598243532
0.108,0.0,0.02401,0.3134808653893757
0.354,0.0,0.02422,0.3172768022137354
0.16,0.0,0.02445,0.3384370703830498
0.761,0.006,0.02571,0.3660281992154593
1.701,0.044,0.02652,0.3896388506440076
0.945,0.081,0.02847,0.4170008205477543
0.995,0.194,0.03148,0.4339938536636183
0.548,0.394,0.03453,0.4539458050392816
0.904,0.313,0.03238,0.4746112047967022
0.165,0.531,0.0314,0.4950408850730975
0.103,0.781,0.02789,0.5076041133131083
0.372,0.85,0.02625,0.522477186028588
0.135,0.881,0.02575,0.5322661620452614
0.085,0.369,0.02568,0.5374654529290118
0.131,0.088,0.02539,0.5433289857296302
0.115,0.156,0.0256,0.5536896063654795
0.106,0.35,0.02555,0.5535016042507862
0.638,0.906,0.02562,0.5572600262356882
0.105,0.825,0.0256,0.5512138161502383
0.231,0.125,0.02574,0.5438229443611152
1.754,0.088,0.02557,0.5388145116085047
1.683,0.063,0.02613,0.5288832263831263
1.684,0.013,0.02742,0.5153680667250307
1.0,0.0,0.0433,0.4978336191991623
0.909,0.0,0.05677,0.4848842046872833
0.548,0.0,0.06543,0.4559234317143414
0.387,0.0,0.05033,0.4391062192367401
0.538,0.0,0.0384,0.415147318439155
0.244,0.0,0.0405499999999999,0.4052218673447239
0.289,0.0,0.03668,0.382052741719518
0.234,0.0,0.03417,0.3597434665164145
0.29,0.0,0.03121,0.3476474730876286
0.517,0.0,0.0278,0.3371919183289906
0.653,0.0,0.03476,0.3373253663151973
0.135,0.0,0.03508,0.3229907911259941
0.855,0.0,0.03686,0.3215515936946479
2.138,0.0,0.03471,0.3097847304818369
2.164,0.0,0.02784,0.3053525850709961
1.919,0.0,0.02639,0.3006348402584372
1.919,0.0,0.02673,0.2958960211598077
1.731,0.0,0.02529,0.2904957886676876
0.689,0.0,0.02454,0.2891849302487456
1.38,0.0,0.02407,0.2878257827531922
1.12,0.0,0.024,0.2866255811439074
0.126,0.0,0.02317,0.2796430299021689
0.082,0.0,0.02339,0.2713838372862604
0.257,0.0,0.02367,0.2714389392334549
1.4,0.0,0.02012,0.2734235631738153
0.113,0.0,0.01985,0.2754768992218383
0.122,0.0,0.02214,0.2721624126949163
0.084,0.0,0.02371,0.288183393450739
0.8,0.006,0.02382,0.2951230243341117
1.063,0.031,0.0249,0.3072349506023017
0.349,0.106,0.02565,0.3342493480207076
0.198,0.25,0.02601,0.3449790986482775
0.109,0.325,0.0264,0.3498389663677299
0.146,0.394,0.02607,0.3632453003413222
0.768,0.55,0.0263599999999999,0.3677509164984294
1.228,0.875,0.02589,0.3771134211595049
0.407,0.663,0.02587,0.3857617399209762
0.112,0.456,0.02551,0.3936924754032759
0.139,0.494,0.02554,0.3924742837562848
0.339,0.856,0.02551,0.4014476691833483
0.147,0.55,0.0256,0.412633654148926
0.119,0.769,0.02553,0.4075333471559886
0.22,0.131,0.0256,0.4130198890170869
0.294,0.125,0.02551,0.4130223852352411
0.401,0.219,0.02551,0.4104490091697093
0.279,0.106,0.0258,0.4085570233501394
0.174,0.05,0.0264499999999999,0.4034844401232493
0.24,0.013,0.0277399999999999,0.3937515479086843
0.938,0.0,0.03431,0.3782351817286636
1.366,0.0,0.05722,0.3645820109771123
1.162,0.0,0.0766299999999999,0.3387118075246847
0.226,0.0,0.08098,0.3233006398617201
1.043,0.0,0.0533299999999999,0.3083734861310066
0.894,0.0,0.05142,0.2919068153572828
0.36,0.0,0.05131,0.2590898479044712
0.479,0.0,0.04159,0.2378835471791868
0.481,0.0,0.03304,0.224709171250789
0.47,0.0,0.0288,0.2195949334768057
0.159,0.0,0.02989,0.234024511072828
0.114,0.0,0.03037,0.217096535129052
0.368,0.0,0.03047,0.2206256686464751
1.209,0.0,0.02953,0.2186541769501159
2.201,0.0,0.02612,0.2216081738073534
2.079,0.0,0.02573,0.2247088950089384
0.7739999999999999,0.0,0.02604,0.2275805279728747
1.472,0.0,0.02564,0.2311002558734589
1.5699999999999998,0.0,0.02453,0.2334483098452744
0.689,0.0,0.02414,0.2309781257149678
0.587,0.0,0.0240599999999999,0.2294862514502166
0.538,0.0,0.02401,0.2255700084079331
0.686,0.0,0.02401,0.2236009116231957
0.374,0.0,0.0243999999999999,0.2218161237097578
0.094,0.0,0.02512,0.2218895760795097
0.129,0.0,0.02537,0.2261517578142793
0.082,0.0,0.02656,0.2303365818284724
0.167,0.0,0.02741,0.2496318052185757
1.038,0.0,0.0273799999999999,0.2636339540123252
0.847,0.031,0.04317,0.2870302933290647
0.328,0.119,0.06387,0.3129886603882376
0.165,0.181,0.07567,0.3232620421711742
0.154,0.325,0.08932,0.3300774621910734
0.139,0.444,0.03779,0.3412473217904916
0.385,0.306,0.0387,0.3525554663761968
0.242,0.456,0.03807,0.363271971496437
0.82,0.581,0.03448,0.3735379048811885
0.295,0.938,0.03374,0.3788267156744208
0.376,0.794,0.03309,0.3761180241591199
0.669,0.394,0.0335,0.3730955715220649
0.279,0.194,0.03288,0.3799409042760774
0.333,0.25,0.03107,0.3730932786087545
0.24,0.263,0.0266,0.3695730429074585
0.54,0.294,0.02662,0.3690317141652794
0.967,0.513,0.02639,0.3688243102851206
1.696,0.05,0.02622,0.3653769416612857
2.005,0.038,0.0271,0.360270371211178
1.654,0.006,0.03357,0.3514682786618069
1.354,0.0,0.05647,0.3394662081339712
1.626,0.0,0.102,0.3266532609932845
1.227,0.0,0.05647,0.3140159857083455
0.917,0.0,0.05068,0.3077782779442125
0.571,0.0,0.04285,0.2797241334597586
0.324,0.0,0.04934,0.262625342596196
0.234,0.0,0.04882,0.2461483884046219
0.296,0.0,0.03848,0.227599591065828
0.502,0.0,0.03332,0.2146368056837866
0.63,0.0,0.03037,0.2061640908767182
0.15,0.0,0.04631,0.2220859110745018
0.087,0.0,0.04031,0.2121335830101438
0.141,0.0,0.03921,0.2096538361485122
1.431,0.0,0.03839,0.2049401349150109
1.373,0.0,0.03318,0.2243731152982129
1.387,0.0,0.0303799999999999,0.2156331444173251
1.338,0.0,0.0311,0.1987608808940186
0.597,0.0,0.02684,0.1968471049896554
0.846,0.0,0.02617,0.1985315597795392
1.1940000000000002,0.0,0.02562,0.2016217849380622
0.128,0.0,0.02555,0.2081130293381629
0.082,0.0,0.02534,0.2113892207426401
0.128,0.0,0.02403,0.2129361386669788
1.118,0.0,0.0245799999999999,0.2173196436016016
0.344,0.0,0.02553,0.2230364702978755
0.124,0.0,0.0258,0.2295970546123951
0.085,0.0,0.03419,0.2346614149371307
0.143,0.0,0.04617,0.2567025669405304
0.818,0.013,0.04192,0.2661695682567158
1.134,0.044,0.05285,0.2929514361148892
0.991,0.131,0.04906,0.3286774797728186
0.774,0.188,0.04943,0.3420071305758796
1.25,0.256,0.04561,0.3605357995744865
1.007,0.331,0.04124,0.3724799499014396
0.59,0.525,0.03775,0.3855772656462846
0.419,0.413,0.0371499999999999,0.3943874181297815
0.994,0.413,0.03709,0.4077946192504087
1.207,0.213,0.03347,0.4150552532189413
1.239,0.2,0.03267,0.428676193685212
1.429,0.231,0.02909,0.435613649052514
1.235,0.819,0.0283999999999999,0.4430843512224483
1.295,0.306,0.0275599999999999,0.4447262859839547
1.724,0.594,0.0273999999999999,0.4466059003801181
0.246,0.194,0.0269,0.4432336779361088
0.235,0.194,0.02673,0.4437107584708719
0.244,0.15,0.02719,0.4360563041385948
0.102,0.106,0.02648,0.4242315770989376
0.122,0.0,0.03101,0.4124477281934726
0.84,0.0,0.04834,0.3911576176932546
0.977,0.0,0.05693,0.3810342973873777
0.614,0.0,0.05627,0.3536763282866628
0.444,0.0,0.05251,0.3446129793599014
0.737,0.0,0.04745,0.3184262644132543
1.226,0.0,0.0433,0.3031199290162191
1.251,0.0,0.04663,0.2767187124271345
1.907,0.0,0.03766,0.2563014830526522
0.885,0.0,0.03705,0.2604015276979755
0.853,0.0,0.02881,0.2429440199594573
0.988,0.0,0.05132,0.259086325387477
1.024,0.0,0.038,0.2492347752610386
1.013,0.0,0.03189,0.2474127261395855
2.699,0.0,0.02819,0.2349819973469774
2.6710000000000003,0.0,0.0274699999999999,0.2359021338811467
2.302,0.0,0.0269,0.2352319879290833
1.927,0.0,0.0283,0.2420287206517452
0.728,0.0,0.02657,0.2399864518314221
0.785,0.0,0.02582,0.2404637501332893
1.514,0.0,0.0255899999999999,0.2403657107437216
0.698,0.0,0.02526,0.2411183194315724
0.638,0.0,0.0243999999999999,0.239576797212113
1.122,0.0,0.02442,0.2376841576118479
0.52,0.0,0.02409,0.2370201422371067
0.118,0.0,0.02542,0.2314852516452819
0.128,0.0,0.02527,0.2315209782050683
0.088,0.0,0.0290799999999999,0.237033658670072
0.151,0.0,0.0367199999999999,0.2588732369673647
0.971,0.006,0.03075,0.2781409532795309
0.928,0.031,0.05304,0.3025141995964965
0.305,0.106,0.05225,0.341045186520424
0.17,0.125,0.04414,0.3632219632219632
0.206,0.2,0.0468699999999999,0.3878116540311636
0.213,0.138,0.03972,0.4020330014620901
0.79,0.381,0.04514,0.4211753448473372
0.926,0.369,0.04013,0.434484583829562
1.375,0.225,0.03488,0.4523984810911345
0.292,0.188,0.03411,0.4615197925581514
0.526,0.119,0.03409,0.471090227950981
1.102,0.288,0.03423,0.4757320420924203
0.35,0.3,0.0339099999999999,0.4785095342773887
0.973,0.25,0.03637,0.4782275415158269
0.918,0.219,0.03295,0.4741287935440659
0.948,0.119,0.03317,0.4708875476824998
0.91,0.056,0.03387,0.4653112346668964
1.216,0.038,0.03606,0.4589053067480538
0.927,0.006,0.04089,0.4475849121010411
1.279,0.0,0.04555,0.4311321605148012
1.911,0.0,0.05592,0.4084805653710247
1.832,0.0,0.09672,0.3870783136949918
0.991,0.0,0.05389,0.3579673120132968
0.3,0.0,0.04852,0.3408492599397135
0.267,0.0,0.04185,0.3134833417654328
0.234,0.0,0.03911,0.2971672132258857
0.24,0.0,0.05669,0.2703828048983599
0.866,0.0,0.0372,0.2489739092700743
1.096,0.0,0.0339799999999999,0.2381769151746404
1.244,0.0,0.02996,0.2336819562267495
0.742,0.0,0.0531499999999999,0.2417561314629551
0.618,0.0,0.03727,0.2279845453187994
0.083,0.0,0.03397,0.2300416480878879
