,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
profits,-843.4944119067247,-1022.1875765950923,-219.9991369714938,-883.3585997462246,-1050.613414051084,-2659.554305732083,-480.6184811900077,-2662.5259224178108,-731.1206870826928,-876.0694144050766,-1013.2308515952213,-1100.2469826375102,-466.1480718447262,-732.6264058878601,-567.1739085025184,-966.2908013235497,-1701.7317235884004,-1499.7348586609583,-274.26679419506024,-1325.312233536576,-1882.7699012210896,-721.8318184944509,-876.4130284758292,-459.5561424700982,-1308.8119938991738,-1728.9328005866103,-1045.5652429779118,-588.2163779362087,-860.559537083706,-578.5008840200422
