Building,Profit,Setup,Time
1,-1169.2181907368702,PPO_LL,-7243.207944393158
1,-1303.5027735285666,PPO_LL,-7243.207944393158
1,-1289.3521622389765,PPO_LL,-7243.207944393158
2,-1168.9113949093423,PPO_LL,-7243.207944393158
2,-1165.7040444699956,PPO_LL,-7243.207944393158
2,-1165.7040444699956,PPO_LL,-7243.207944393158
3,-483.17776444056744,PPO_LL,-7243.207944393158
3,-354.8583669999963,PPO_LL,-7243.207944393158
3,-358.25813062290774,PPO_LL,-7243.207944393158
4,-982.2749281299997,PPO_LL,-7243.207944393158
4,-982.2749281299997,PPO_LL,-7243.207944393158
4,-1072.6066748758556,PPO_LL,-7243.207944393158
5,-1105.1214783000007,PPO_LL,-7243.207944393158
5,-1093.8519436332265,PPO_LL,-7243.207944393158
5,-1191.8558390735866,PPO_LL,-7243.207944393158
6,-2772.8793262699955,PPO_LL,-7243.207944393158
6,-2776.128937179664,PPO_LL,-7243.207944393158
6,-2772.8793262699955,PPO_LL,-7243.207944393158
7,-814.8150821675378,PPO_LL,-7243.207944393158
7,-793.5300297600002,PPO_LL,-7243.207944393158
7,-802.2069797310833,PPO_LL,-7243.207944393158
8,-2754.2904690163937,PPO_LL,-7243.207944393158
8,-2750.9978333000104,PPO_LL,-7243.207944393158
8,-2749.6185518484713,PPO_LL,-7243.207944393158
9,-874.9293618746591,PPO_LL,-7243.207944393158
9,-982.0952846133132,PPO_LL,-7243.207944393158
9,-871.1911212356964,PPO_LL,-7243.207944393158
10,-1016.5098907499993,PPO_LL,-7243.207944393158
10,-1040.7680513613948,PPO_LL,-7243.207944393158
10,-1019.6907301147579,PPO_LL,-7243.207944393158
11,-1225.0592496853283,PPO_LL,-7243.207944393158
11,-1219.9478072399977,PPO_LL,-7243.207944393158
11,-1215.8683619977758,PPO_LL,-7243.207944393158
12,-1150.617549774784,PPO_LL,-7243.207944393158
12,-1149.302301990008,PPO_LL,-7243.207944393158
12,-1166.8025605856142,PPO_LL,-7243.207944393158
13,-690.4584935179863,PPO_LL,-7243.207944393158
13,-626.2443728118795,PPO_LL,-7243.207944393158
13,-690.4760471190617,PPO_LL,-7243.207944393158
14,-960.4199486894445,PPO_LL,-7243.207944393158
14,-895.3542236792093,PPO_LL,-7243.207944393158
14,-898.4527072304725,PPO_LL,-7243.207944393158
15,-687.2854178026179,PPO_LL,-7243.207944393158
15,-687.237048438263,PPO_LL,-7243.207944393158
15,-687.5070787198712,PPO_LL,-7243.207944393158
16,-1242.1910772235312,PPO_LL,-7243.207944393158
16,-1468.281086712506,PPO_LL,-7243.207944393158
16,-1313.2347493357972,PPO_LL,-7243.207944393158
17,-1845.8998124088998,PPO_LL,-7243.207944393158
17,-1938.6792893609895,PPO_LL,-7243.207944393158
17,-1845.904007953675,PPO_LL,-7243.207944393158
18,-1699.4206201086065,PPO_LL,-7243.207944393158
18,-1738.8188414883175,PPO_LL,-7243.207944393158
18,-1699.4837158396874,PPO_LL,-7243.207944393158
19,-401.0437928299534,PPO_LL,-7243.207944393158
19,-400.9522900553901,PPO_LL,-7243.207944393158
19,-400.9664591294983,PPO_LL,-7243.207944393158
20,-1508.5044347200057,PPO_LL,-7243.207944393158
20,-1508.5044347200057,PPO_LL,-7243.207944393158
20,-1505.4740958173204,PPO_LL,-7243.207944393158
21,-2032.5548926285876,PPO_LL,-7243.207944393158
21,-2049.0477655147365,PPO_LL,-7243.207944393158
21,-1989.9487500511193,PPO_LL,-7243.207944393158
22,-885.1889259429786,PPO_LL,-7243.207944393158
22,-830.2507676076805,PPO_LL,-7243.207944393158
22,-826.4282369949927,PPO_LL,-7243.207944393158
23,-1062.3579486284964,PPO_LL,-7243.207944393158
23,-1188.032936755141,PPO_LL,-7243.207944393158
23,-1056.4528862448524,PPO_LL,-7243.207944393158
24,-766.6143667286634,PPO_LL,-7243.207944393158
24,-588.9895510606095,PPO_LL,-7243.207944393158
24,-770.7389709995479,PPO_LL,-7243.207944393158
25,-1436.2570832300134,PPO_LL,-7243.207944393158
25,-1431.9518225169475,PPO_LL,-7243.207944393158
25,-1454.8929903335973,PPO_LL,-7243.207944393158
26,-1829.6717626499917,PPO_LL,-7243.207944393158
26,-1829.6717626499917,PPO_LL,-7243.207944393158
26,-1897.0333163092298,PPO_LL,-7243.207944393158
27,-1236.2112816439521,PPO_LL,-7243.207944393158
27,-1126.5292601200008,PPO_LL,-7243.207944393158
27,-1129.7681045052475,PPO_LL,-7243.207944393158
28,-676.1290530117633,PPO_LL,-7243.207944393158
28,-674.6667729617143,PPO_LL,-7243.207944393158
28,-652.6894905831849,PPO_LL,-7243.207944393158
29,-1058.958681950002,PPO_LL,-7243.207944393158
29,-1277.3324814006448,PPO_LL,-7243.207944393158
29,-1148.675902485125,PPO_LL,-7243.207944393158
30,-739.3174042917781,PPO_LL,-7243.207944393158
30,-744.3022681401677,PPO_LL,-7243.207944393158
30,-730.6109517883208,PPO_LL,-7243.207944393158
