Date,Start,End,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,Other conventional [MWh] Original resolutions
01.07.2021,00:00:00,00:15:00,1056.5,61775,39225,2283,0,35,1657,2961.75,,1729,2375,35325
01.07.2021,00:15:00,00:30:00,1058,61925,40075,2353.75,0,35,1657.75,2967.75,1,1545.75,3175,35325
01.07.2021,00:30:00,00:45:00,1054.75,5905,43075,2365.5,0,35,1657.25,2963.25,99925,1444.25,27,35325
01.07.2021,00:45:00,01:00:00,1051.25,604,4295,2404.25,0,35,1656,2942.5,93875,1375,3025,35325
01.07.2021,01:00:00,01:15:00,1051.5,611,439,2437,0,35,1656.5,2947.5,90925,1168,4125,35375
01.07.2021,01:15:00,01:30:00,1050.5,5945,46075,2475.5,0,35,1656.5,2956.5,912,1109,4075,35275
01.07.2021,01:30:00,01:45:00,1052.25,60675,493,2463.5,0,35,1656.75,2945,9005,1095,4575,351
01.07.2021,01:45:00,02:00:00,1051.75,5695,51475,2497.5,0,35,1657.25,2952.75,8665,1097.5,2225,351
01.07.2021,02:00:00,02:15:00,1048.25,596,52625,2498.75,0,35,1657.25,2947.5,81175,1058.5,3025,344
01.07.2021,02:15:00,02:30:00,1048.25,56975,5455,2507.75,0,35,1657.25,2931.5,7895,1030.5,115,3495
01.07.2021,02:30:00,02:45:00,1052.5,5645,55425,2567.5,0,35,1656.25,2935.75,77475,1027.75,925,349
01.07.2021,02:45:00,03:00:00,1048.25,56225,555,2612.75,0,35,1656.5,2944,781,1043,875,34775
01.07.2021,03:00:00,03:15:00,1044,621,5565,2596.75,0,35,1656.75,2973.5,79225,1106,1025,34325
01.07.2021,03:15:00,03:30:00,1045,60275,55025,2620,0,35,1656.5,2979.25,79025,1114.5,105,34575
01.07.2021,03:30:00,03:45:00,1047.25,615,53225,2607.75,0,35,1657,2980,77925,1112,105,349
01.07.2021,03:45:00,04:00:00,1049.5,62875,535,2619.5,0,35,1656.25,2983,767,1090,1875,347
01.07.2021,04:00:00,04:15:00,1050.5,6165,545,2630.75,0,35,1656.5,2989.25,77625,1039.25,195,3475
01.07.2021,04:15:00,04:30:00,1052.75,605,57775,2680,0,35,1655.5,2980.75,80425,1035.25,2175,3485
01.07.2021,04:30:00,04:45:00,1055.5,58825,59725,2780.25,0.25,35,1655.5,2973.25,8365,1029.75,2225,3485
01.07.2021,04:45:00,05:00:00,1053,621,60425,2845.75,1.5,35,1656.25,2980.5,875,1040.25,295,34875
01.07.2021,05:00:00,05:15:00,1054,61125,59525,2947.75,12.5,35,1655.25,2983.75,90775,1096,34,3435
01.07.2021,05:15:00,05:30:00,1062.75,583,6015,3036.75,33,35,1655.5,2982.5,95275,1156.5,1675,348
01.07.2021,05:30:00,05:45:00,1058.5,59475,61375,3076.5,39.25,35,1657,2996,,1186,15,348
01.07.2021,05:45:00,06:00:00,1062.25,6015,60175,3193.75,57.5,35,1656.25,3016.25,1,1264.25,24,3435
01.07.2021,06:00:00,06:15:00,1077.5,56925,57875,3233.75,103.25,35,1656.75,3054.25,,1329,1475,34525
01.07.2021,06:15:00,06:30:00,1081.5,56075,540,3254.75,162.5,35,1658,3107,,1418,335,347
01.07.2021,06:30:00,06:45:00,1090,559,5155,3270.5,234.25,35,1657.5,3123.25,,1469,26,346
01.07.2021,06:45:00,07:00:00,1100.5,57725,523,3287,318.25,35,1657.25,3124.75,,1514.5,49,33975
01.07.2021,07:00:00,07:15:00,1117.75,58875,51225,3303.5,407.25,35,1657.75,3113.5,,1633,16025,347
01.07.2021,07:15:00,07:30:00,1130.5,61425,4785,3302.75,515.5,35,1659.5,3138.25,1,1694.25,3115,3475
01.07.2021,07:30:00,07:45:00,1129.25,61175,45975,3286.5,610.75,35,1660,3130,1,1789.25,48375,34275
01.07.2021,07:45:00,08:00:00,1132,61875,44775,3250.25,708.5,35,1660.25,3128.75,1,1818.75,5755,34175
01.07.2021,08:00:00,08:15:00,1137,6275,44575,3230.5,817.5,35,1659,3124.75,1,1855.25,592,3485
01.07.2021,08:15:00,08:30:00,1138,6205,431,3190.5,923,35,1657.25,3127.75,,1858.5,61225,34875
01.07.2021,08:30:00,08:45:00,1134,622,42025,3138.75,1032.25,35,1657.25,3122,,1859.5,654,3485
01.07.2021,08:45:00,09:00:00,1128.25,62425,430,3116.5,1135,35,1657.5,3130.25,,1850.25,5685,3485
01.07.2021,09:00:00,09:15:00,1127.25,6295,4405,3082.25,1239,35,1657.75,3125.75,,1856.25,52975,341
01.07.2021,09:15:00,09:30:00,1122.5,6255,43525,3053.75,1359.5,35,1657.25,3124.5,,1862.5,5065,34575
01.07.2021,09:30:00,09:45:00,1122,6245,43975,3039.75,1494.75,35,1656.25,3127.25,,1858.75,48875,3525
01.07.2021,09:45:00,10:00:00,1120.25,6265,4425,2982.25,1642.25,35,1656,3125,,1861.25,45525,3615
01.07.2021,10:00:00,10:15:00,1107.25,61375,4555,2958.75,1817.5,35,1656,3099.25,,1854.25,2045,3605
01.07.2021,10:15:00,10:30:00,1104.75,61075,4705,2934.5,1951,35,1655.25,3096,,1865,1585,35625
01.07.2021,10:30:00,10:45:00,1102.75,61625,46825,2931.75,2102.75,35,1655.25,3103.25,,1873.75,1435,3505
01.07.2021,10:45:00,11:00:00,1107.75,60125,44925,2923.75,2261,35,1655,3106.5,,1871,10075,33825
01.07.2021,11:00:00,11:15:00,1097.75,60975,426,2910,2406.5,345,1655.75,3110.5,,1866,12325,3445
01.07.2021,11:15:00,11:30:00,1093.5,6005,4345,2901.75,2524.75,345,1655.75,3095.25,,1872.25,69,34625
01.07.2021,11:30:00,11:45:00,1092.5,61075,427,2871.25,2602.25,345,1655.25,3088,,1874.25,715,35125
01.07.2021,11:45:00,12:00:00,1095.75,58175,446,2901,2753,3425,1654.5,3062,,1893.5,9225,351
01.07.2021,12:00:00,12:15:00,1076.5,62425,42775,2933.25,2817.25,345,1654.25,3104.75,,1882.5,1695,347
01.07.2021,12:15:00,12:30:00,1069.5,59875,43675,2971.25,2908,3425,1653.5,3094.5,,1856.25,6625,3485
01.07.2021,12:30:00,12:45:00,1073.75,59775,4485,2954.75,2959.25,3425,1653.25,3106.25,,1817.25,4825,348
01.07.2021,12:45:00,13:00:00,1070.25,58975,44425,2967.25,2977.75,3425,1653.5,3107.25,,1818.5,415,3495
01.07.2021,13:00:00,13:15:00,1067.5,64125,43925,2932.25,3015.75,3425,1653.25,3116,1,1876.75,21275,349
01.07.2021,13:15:00,13:30:00,1066,599,4125,2981.25,3034.5,3425,1653,3098,,1959.5,5725,349
01.07.2021,13:30:00,13:45:00,1065.25,59125,40325,2940,2961.25,3425,1653.25,3095.25,,1924,8425,3475
01.07.2021,13:45:00,14:00:00,1070,594,38825,2935.75,2976.5,3425,1652.5,3080.75,1,1914.25,875,346
01.07.2021,14:00:00,14:15:00,1069.75,62325,389,2926.75,2961.5,3425,1652,3075.25,,1911.75,150,344
01.07.2021,14:15:00,14:30:00,1068,639,39275,2907,2967.5,3425,1651.5,3075,,1922.25,22925,341
01.07.2021,14:30:00,14:45:00,1062,64925,375,2939.75,2923,3425,1651.5,3077,,1931,2365,34175
01.07.2021,14:45:00,15:00:00,1066.25,639,34825,2937.25,2867.5,3425,1651.25,3075,,1934.25,16625,34375
01.07.2021,15:00:00,15:15:00,1066.25,610,329,2940.25,2781.25,3425,1650.25,3054,1,1950.75,7025,344
01.07.2021,15:15:00,15:30:00,1069,611,31025,2946.25,2704.5,3425,1650.5,3072,,1924.5,7475,3425
01.07.2021,15:30:00,15:45:00,1067,62375,29275,2921.75,2608.5,3425,1650,3073,1,1961.5,6375,33875
01.07.2021,15:45:00,16:00:00,1069.25,625,279,2870,2575.75,3425,1649.75,3072.25,,1974.5,5625,34175
01.07.2021,16:00:00,16:15:00,1079.25,58925,267,2811.5,2480.5,3425,1648,3060.75,,2026.5,1775,33975
01.07.2021,16:15:00,16:30:00,1080.25,6175,26725,2734.25,2367.75,3425,1648.25,3071,,2029,2575,34075
01.07.2021,16:30:00,16:45:00,1081.25,601,26825,2690.75,2237,3475,1649.75,3074,,2070.25,42,34075
01.07.2021,16:45:00,17:00:00,1084.5,63125,26825,2611.5,2071.25,3475,1650.5,3061.75,,2097.75,8975,3395
01.07.2021,17:00:00,17:15:00,1091.75,608,269,2545.5,1929.75,35,1650,3054.25,,2068.25,2875,34275
01.07.2021,17:15:00,17:30:00,1103.25,62575,2445,2480.75,1793,35,1651,3057.5,,2100,705,3435
01.07.2021,17:30:00,17:45:00,1103.5,65175,22775,2387.5,1632.25,35,1651.25,3051.5,2,2112.5,2495,34225
01.07.2021,17:45:00,18:00:00,1105.75,6505,2305,2286,1486.5,35,1651,3051.75,,2137,29275,34375
01.07.2021,18:00:00,18:15:00,1115.5,574,224,2215.75,1342.75,35,1650.5,3045.25,,2141.75,22775,34425
01.07.2021,18:15:00,18:30:00,1120.5,62125,21775,2180.25,1205,35,1651,3079,,2114,25425,343
01.07.2021,18:30:00,18:45:00,1118.75,642,20975,2119.75,1066.75,35,1652.5,3101.25,2,2093.5,4645,34325
01.07.2021,18:45:00,19:00:00,1121.25,652,202,2031,930.75,35,1651,3119.5,,2079.75,58225,3415
01.07.2021,19:00:00,19:15:00,1121.75,6095,179,2001.75,785.75,35,1650.75,3140.25,,2047.5,31025,34275
01.07.2021,19:15:00,19:30:00,1128.5,63175,1885,1927,654.25,35,1651.75,3152.75,,2044,335,34175
01.07.2021,19:30:00,19:45:00,1121.75,624,17025,1842.5,535.25,35,1653,3144.75,2,2039.75,40375,3445
01.07.2021,19:45:00,20:00:00,1127.25,64075,1405,1840,420,35,1653.5,3143.75,,2035.5,46125,34275
01.07.2021,20:00:00,20:15:00,1129.25,6375,10675,1809.25,316.25,35,1653,3135.75,,2042.25,54625,343
01.07.2021,20:15:00,20:30:00,1125.25,608,955,1737.75,227,35,1653,3134.5,,2046,527,34375
01.07.2021,20:30:00,20:45:00,1124,6255,108,1632.25,152.25,35,1653.5,3125.75,,2032,4605,3425
01.07.2021,20:45:00,21:00:00,1121.5,6345,12225,1554.25,87,35,1654,3100.5,,2021.75,481,3385
01.07.2021,21:00:00,21:15:00,1117.5,65325,12625,1524.75,44.25,35,1654.5,3091.5,,2047.25,5855,33175
01.07.2021,21:15:00,21:30:00,1114.5,64175,13425,1507.25,16.5,35,1655.5,3064.25,,2050.75,52975,334
01.07.2021,21:30:00,21:45:00,1113.25,61275,139,1455.25,5.5,35,1655.25,3054.75,,2036.75,44375,3395
01.07.2021,21:45:00,22:00:00,1113.25,57025,13625,1405,1,35,1655.5,2995.5,2,2039,42125,34175
01.07.2021,22:00:00,22:15:00,1099,63725,13125,1375.5,0,35,1655.75,2983.25,2,2041.5,5255,34025
01.07.2021,22:15:00,22:30:00,1095.75,6295,12975,1376.5,0,35,1656.25,2979.75,,2045,31025,3365
01.07.2021,22:30:00,22:45:00,1095,6135,1225,1381.25,0,35,1656.5,2979,,2040.25,20725,33725
01.07.2021,22:45:00,23:00:00,1089.75,58575,135,1363.75,0,35,1656,2986,1,2038,82,34025
01.07.2021,23:00:00,23:15:00,1083.75,62875,14375,1367,0,35,1656.5,2989.25,,2022.5,34525,341
01.07.2021,23:15:00,23:30:00,1077.75,60425,149,1343,0,35,1655,2983.75,,1980.75,13625,3415
01.07.2021,23:30:00,23:45:00,1075.5,5935,16475,1331,0,35,1654,2982.5,,1974.25,8275,34275
01.07.2021,23:45:00,00:00:00,1071,5725,189,1306,0,35,1654,2981.75,,1953.5,4375,342
02.07.2021,00:00:00,00:15:00,1052.75,6145,1855,1298,0,35,1654.5,2996.75,,1915.75,4625,34375
02.07.2021,00:15:00,00:30:00,1059,61375,1935,1288.75,0,35,1654,2981.5,,1857.75,35,33875
02.07.2021,00:30:00,00:45:00,1054.5,6015,19825,1277.25,0,35,1654.25,2981,,1830.25,1025,33975
02.07.2021,00:45:00,01:00:00,1054.75,578,210,1253.5,0,35,1654,2990.75,,1773.5,1025,34575
02.07.2021,01:00:00,01:15:00,1054.25,62075,2195,1234,0,35,1655,2992.5,,1751,2275,34525
02.07.2021,01:15:00,01:30:00,1047.25,58825,22475,1216.75,0,35,1654.25,2977.5,,1736.25,4475,346
02.07.2021,01:30:00,01:45:00,1054,57575,2405,1221,0,35,1654,2982,,1730.75,2575,343
02.07.2021,01:45:00,02:00:00,1048,5765,237,1240.5,0,35,1654.25,2984.5,,1729.25,4375,3395
02.07.2021,02:00:00,02:15:00,1051.25,5775,22525,1251.5,0,35,1654.5,2996.25,,1734.25,2875,34325
02.07.2021,02:15:00,02:30:00,1048.5,57375,2205,1248.25,0,35,1653.75,2970.25,,1692.25,3125,3415
02.07.2021,02:30:00,02:45:00,1051.5,576,217,1224,0,35,1655.5,2983.5,,1682.5,1875,34575
02.07.2021,02:45:00,03:00:00,1050.5,574,22125,1188.25,0,35,1653.25,2986,,1689.25,1775,34675
02.07.2021,03:00:00,03:15:00,1046.75,5855,22625,1185.75,0,35,1655.25,2995,,1666.5,1475,34375
02.07.2021,03:15:00,03:30:00,1049.25,584,26075,1156.25,0,35,1654.75,2980.75,1,1669,145,34325
02.07.2021,03:30:00,03:45:00,1048.5,578,2655,1157.75,0,35,1653.25,2961,,1671.25,1625,34675
02.07.2021,03:45:00,04:00:00,1051.5,579,27075,1177,0,35,1653.25,2961.5,,1672.5,25,349
02.07.2021,04:00:00,04:15:00,1060.5,57175,27225,1206.25,0,35,1655,2984.5,,1653.75,2125,34725
02.07.2021,04:15:00,04:30:00,1059.5,556,27425,1207.75,0,35,1654.75,2977.5,,1641.75,16,345
02.07.2021,04:30:00,04:45:00,1058.5,556,25475,1216,0.25,35,1654,2989.25,1,1651.25,17,3445
02.07.2021,04:45:00,05:00:00,1060.5,564,23075,1222.5,1.75,35,1655.75,2983.75,1,1688.75,27,345
02.07.2021,05:00:00,05:15:00,1063.75,567,213,1251.25,13.75,35,1654.5,2982.25,,1827.75,21,345
02.07.2021,05:15:00,05:30:00,1065,56375,227,1236.75,38.25,35,1654.25,2984.25,,1828.25,2625,34625
02.07.2021,05:30:00,05:45:00,1068.25,56525,23675,1216.5,47.5,35,1656,2992.25,,1860.5,2075,34525
02.07.2021,05:45:00,06:00:00,1072.25,590,23825,1204,79,35,1656.5,2978.75,1,1915.25,1825,3445
02.07.2021,06:00:00,06:15:00,1089.25,58225,23525,1181.5,151.75,35,1655.25,2967,,1966.25,6975,32425
02.07.2021,06:15:00,06:30:00,1099.25,60875,22825,1142.75,247.25,35,1657.5,2998.5,,1986.75,15725,3255
02.07.2021,06:30:00,06:45:00,1095,59875,2255,1090.75,367,35,1656.75,3003.75,,1995.5,1745,3245
02.07.2021,06:45:00,07:00:00,1103,61075,22425,1072.75,510,35,1656.25,2995.25,,2021.5,365,32625
02.07.2021,07:00:00,07:15:00,1125.25,6235,22925,1072,682,35,1657.25,2967.5,,2034,371,3285
02.07.2021,07:15:00,07:30:00,1135,597,216,1064.25,867.75,35,1657.75,3001.5,,2053.5,50225,3265
02.07.2021,07:30:00,07:45:00,1138.25,59675,19575,1070.75,1079.75,35,1657.75,3059,,2072,55375,32625
02.07.2021,07:45:00,08:00:00,1137.25,59575,16325,1087.5,1326,35,1657.75,3080,,2081.5,5715,32975
02.07.2021,08:00:00,08:15:00,1143.25,6065,1625,1058.25,1589,35,1658.5,3095.5,,2063.25,5785,331
02.07.2021,08:15:00,08:30:00,1148.25,58475,169,1023,1858.25,35,1659.5,3107.75,,2040.5,569,3295
02.07.2021,08:30:00,08:45:00,1144,57025,17275,1037,2127.75,35,1659.25,3115.25,,2041.5,455,327
02.07.2021,08:45:00,09:00:00,1147.25,5535,18725,1038.5,2429.75,35,1659.25,3130.25,,2019,297,32625
02.07.2021,09:00:00,09:15:00,1145,56725,2155,1044.25,2703.25,35,1658.75,3149.75,,2024.75,5965,328
02.07.2021,09:15:00,09:30:00,1146,567,223,1045.25,2969.5,35,1659,3143.75,,2041,333,328
02.07.2021,09:30:00,09:45:00,1147.5,57125,217,1068.5,3223.75,35,1658.75,3139.25,,2047.25,299,328
02.07.2021,09:45:00,10:00:00,1141.25,55325,21475,1078,3485.5,3475,1660,3153.75,2,2028,2095,32825
02.07.2021,10:00:00,10:15:00,1127.25,5775,21125,1106,3720,3475,1659.75,3157.25,2,2040.25,319,32825
02.07.2021,10:15:00,10:30:00,1126.25,562,226,1090.75,3911.25,3475,1659,3148,2,2036.75,14725,33025
02.07.2021,10:30:00,10:45:00,1123,55625,2295,1081,4118.75,3475,1657.5,3142.75,,2029.5,120,32825
02.07.2021,10:45:00,11:00:00,1121.75,55575,22175,1088.25,4322.5,3475,1656,3146.75,,2036.25,1035,32775
02.07.2021,11:00:00,11:15:00,1115.25,568,220,1100,4502.25,3475,1656.25,3157.5,,2040.75,18975,32825
02.07.2021,11:15:00,11:30:00,1109.75,56725,19875,1131.75,4686.75,3475,1655.75,3149.5,,2032.25,1595,329
02.07.2021,11:30:00,11:45:00,1103.25,5665,185,1140.25,4841.75,3475,1655.75,3144.5,,2041.5,179,32925
02.07.2021,11:45:00,12:00:00,1105,5605,190,1128.75,5037,3475,1655.25,3133.75,,2044,11175,327
02.07.2021,12:00:00,12:15:00,1086.75,5905,197,1164.75,5177.25,3475,1655.5,3134,,2024.5,2885,32875
02.07.2021,12:15:00,12:30:00,1080.75,57025,1925,1213,5254.5,345,1654.75,3123.5,,2013.25,18725,32875
02.07.2021,12:30:00,12:45:00,1082,56875,18925,1272.25,5412.25,345,1654.5,3115.25,1,2015.75,14475,327
02.07.2021,12:45:00,13:00:00,1085.25,55825,18925,1324.25,5472,345,1654,3107.5,1,2009,455,32675
02.07.2021,13:00:00,13:15:00,1076,5885,19225,1382.25,5541.25,345,1654,3098.5,,2006,2335,32125
02.07.2021,13:15:00,13:30:00,1067.75,56475,18325,1440.25,5576.5,345,1653.5,3099.25,,2011.25,675,32225
02.07.2021,13:30:00,13:45:00,1065.25,5775,177,1452.75,5670.5,345,1651.75,3090.5,,2013.5,4325,326
02.07.2021,13:45:00,14:00:00,1068.5,561,17225,1478.5,5737.75,345,1652,3069,1,1962.5,2525,32725
02.07.2021,14:00:00,14:15:00,1070,59825,1615,1503.5,5720.75,345,1651,3066.5,,1846.25,225,327
02.07.2021,14:15:00,14:30:00,1069,58425,1455,1498.75,5719.25,345,1652.5,3069.25,,1849.5,405,328
02.07.2021,14:30:00,14:45:00,1057.5,577,145,1500,5687,345,1652.25,3060.75,,1856.5,395,3265
02.07.2021,14:45:00,15:00:00,1060.75,570,12775,1495.25,5690.5,345,1652.75,3055.25,1,1854.75,3625,31775
02.07.2021,15:00:00,15:15:00,1065.5,566,1215,1501.25,5615.75,345,1652.25,3059.75,,1789.25,2925,31375
02.07.2021,15:15:00,15:30:00,1062.25,56375,116,1516.75,5560.5,345,1652.5,3059.25,1,1778.75,2525,31675
02.07.2021,15:30:00,15:45:00,1067.75,56425,102,1525.5,5470.25,345,1652.25,3061,,1750.75,2325,325
02.07.2021,15:45:00,16:00:00,1067.25,55525,10275,1531.5,5283.5,345,1653,3070.25,,1756.5,1975,32825
02.07.2021,16:00:00,16:15:00,1074.75,55225,11225,1552.5,5125.5,345,1651.5,3050,,1736.25,115,34425
02.07.2021,16:15:00,16:30:00,1073.25,55425,13425,1520.75,4994.5,345,1651,3066.25,,1713.75,20,34325
02.07.2021,16:30:00,16:45:00,1075.25,568,13225,1523.5,4790,345,1650,3046,,1750.25,19,3435
02.07.2021,16:45:00,17:00:00,1073,5845,12775,1508.5,4556,345,1650.25,3059.5,1,1764.5,205,343
02.07.2021,17:00:00,17:15:00,1084.75,557,112,1503,4354,345,1649.75,3064,,1754.75,20,3455
02.07.2021,17:15:00,17:30:00,1088.5,58325,108,1477,4082.25,345,1649.25,3086.75,1,1744.75,2275,3465
02.07.2021,17:30:00,17:45:00,1086.5,58975,11425,1451.75,3784.75,345,1648.75,3094,1,1787,4125,346
02.07.2021,17:45:00,18:00:00,1089.75,591,1195,1400.5,3489.25,345,1648.75,3085.5,,1863.5,24425,345
02.07.2021,18:00:00,18:15:00,1097.5,552,12975,1365.25,3144.75,345,1649.5,3045.75,1,1916.5,77,345
02.07.2021,18:15:00,18:30:00,1096.5,57825,1285,1354,2784,345,1647.75,3047.75,,1876.25,1315,34675
02.07.2021,18:30:00,18:45:00,1099.75,6055,12725,1325.25,2397.75,345,1651,3069.75,,1885.75,124,34625
02.07.2021,18:45:00,19:00:00,1102.25,636,1235,1262.5,2041.25,345,1650.75,3075,,1937.75,301,3475
02.07.2021,19:00:00,19:15:00,1109,58825,11675,1224.75,1704,345,1650.25,3042.25,1,1962.25,231,350
02.07.2021,19:15:00,19:30:00,1111.75,614,106,1165.5,1389.75,345,1650.5,3054.75,,1960,3095,3505
02.07.2021,19:30:00,19:45:00,1105,62125,10925,1070.25,1107.25,345,1650.75,3066.5,,1979.5,41425,345
02.07.2021,19:45:00,20:00:00,1110.5,62825,1045,997,866.5,345,1650.75,3069.5,,1996,532,34625
02.07.2021,20:00:00,20:15:00,1113,5985,1015,925,653.25,345,1650.5,3062.5,,2007,618,349
02.07.2021,20:15:00,20:30:00,1118.25,58675,88,889.75,472,345,1652.25,3066.25,,2007.75,601,34875
02.07.2021,20:30:00,20:45:00,1116,5865,8375,847.25,314.5,3475,1655.5,3062.25,,2013,57525,345
02.07.2021,20:45:00,21:00:00,1118.25,60925,86,824.5,188.75,3475,1654.75,3067.5,,2006.5,5405,34075
02.07.2021,21:00:00,21:15:00,1114,6245,10225,825.5,97.5,3475,1654.75,3065.25,1,1988,5925,34075
02.07.2021,21:15:00,21:30:00,1112.5,61825,11575,840.5,36.5,3475,1655.5,3053,1,1994,465,3435
02.07.2021,21:30:00,21:45:00,1115,5905,12425,883,10.25,3475,1657,3039.75,1,1964.25,311,34325
02.07.2021,21:45:00,22:00:00,1112.75,58425,1415,896.25,2,3475,1656.5,3039.25,,1879.75,28025,3445
02.07.2021,22:00:00,22:15:00,1097.5,61675,1525,931.5,0,35,1657.25,3063,,1868,32425,34425
02.07.2021,22:15:00,22:30:00,1093,58225,1595,940,0,35,1658,3058,1,1860,1715,345
02.07.2021,22:30:00,22:45:00,1087.75,57275,143,951,0,35,1658.25,3058,,1821.25,2065,3445
02.07.2021,22:45:00,23:00:00,1084.75,5535,123,951.25,0,35,1658.5,3058.25,,1816.75,9675,343
02.07.2021,23:00:00,23:15:00,1076.25,61525,12175,929.75,0,35,1659.5,3057.75,,1858.5,4125,3445
02.07.2021,23:15:00,23:30:00,1073.5,609,12425,920,0,35,1658.5,3049.75,,1868.25,14425,34475
02.07.2021,23:30:00,23:45:00,1073.75,59975,1385,904.75,0,35,1657.75,3054.25,,1842.5,13225,34475
02.07.2021,23:45:00,00:00:00,1080,56475,1315,911.5,0,35,1657.75,3038,,1739.5,9125,3445
03.07.2021,00:00:00,00:15:00,1066,5725,126,918,0,35,1658.25,2997.5,,1411.75,1755,3475
03.07.2021,00:15:00,00:30:00,1061,59125,118,906.25,0,35,1658.75,2997.25,,1360.25,13675,34825
03.07.2021,00:30:00,00:45:00,1066,58375,11175,898,0,35,1658.5,2999,1,1233.25,1315,34825
03.07.2021,00:45:00,01:00:00,1061.75,551,10525,892.5,0,35,1657.75,3005.25,,1226.25,6575,3495
03.07.2021,01:00:00,01:15:00,1052.25,586,9625,894,0,35,1657.75,3003.5,,1195.5,635,347
03.07.2021,01:15:00,01:30:00,1050.5,56725,9275,873,0,35,1660.5,2994.75,,1190.25,665,344
03.07.2021,01:30:00,01:45:00,1055,54375,89,862.25,0,35,1660,2993.75,,1162.5,5825,34425
03.07.2021,01:45:00,02:00:00,1049.25,565,955,843.5,0,35,1659.5,2979.25,,1114.5,29,344
03.07.2021,02:00:00,02:15:00,1048.75,56625,10275,819,0,35,1660.5,2948.75,,1041,2225,344
03.07.2021,02:15:00,02:30:00,1038.75,5485,98,822.25,0,35,1660.75,2921,1,1037.5,2175,3425
03.07.2021,02:30:00,02:45:00,1042,5465,9925,815.25,0,35,1661,2908.5,,1038,1425,342
03.07.2021,02:45:00,03:00:00,1045.5,55125,93,813,0,35,1654.75,2905.5,,1001.75,8,33975
03.07.2021,03:00:00,03:15:00,1039.25,54225,865,790.75,0,35,1660,2907.75,961,941.75,285,33525
03.07.2021,03:15:00,03:30:00,1039.25,53975,835,758.5,0,35,1661.25,2901.75,94975,941.75,3675,340
03.07.2021,03:30:00,03:45:00,1034,55075,7575,731,0,35,1662,2901.25,94375,940.25,705,3435
03.07.2021,03:45:00,04:00:00,1048.25,54425,6925,703.25,0,3525,1662.25,2908.75,939,938.75,7375,34425
03.07.2021,04:00:00,04:15:00,1048.75,56625,6975,653,0,3525,1662,2917.75,95925,903.75,121,3435
03.07.2021,04:15:00,04:30:00,1051,564,67,613.5,0,3525,1662,2924.5,9595,911.25,12325,34125
03.07.2021,04:30:00,04:45:00,1051.75,58225,6075,583.5,0.5,3525,1662.5,2920.25,95825,905.25,14675,3425
03.07.2021,04:45:00,05:00:00,1052.75,56625,70,558.25,1.75,3525,1662.5,2929.5,958,904,11425,343
03.07.2021,05:00:00,05:15:00,1057.25,564,70,554.75,12,3525,1663.25,2934,9665,928.75,665,34225
03.07.2021,05:15:00,05:30:00,1056.25,5455,645,544.5,37,3525,1663.5,2935.25,9865,944.5,4925,344
03.07.2021,05:30:00,05:45:00,1057.25,5275,645,542.25,84.25,3525,1663.75,2926.75,9895,945.5,2775,3415
03.07.2021,05:45:00,06:00:00,1059,53575,62,543.5,180.75,3525,1663.75,2920.25,1,945.5,2275,33925
03.07.2021,06:00:00,06:15:00,1068.25,562,6375,536.25,319,3525,1664.5,2929.5,1,935.5,2075,35025
03.07.2021,06:15:00,06:30:00,1072.5,54925,6075,523.25,496.25,3525,1664.5,2931.25,,934.25,1975,35175
03.07.2021,06:30:00,06:45:00,1066,52975,5425,496.75,712.25,3525,1664,2926.5,9995,927.25,215,35125
03.07.2021,06:45:00,07:00:00,1093.75,52875,53,474.25,976.25,3525,1664.75,2927.25,9805,936.75,2225,3495
03.07.2021,07:00:00,07:15:00,1104.25,5665,49,457.25,1283,3525,1665.75,2938,,968.25,65,3495
03.07.2021,07:15:00,07:30:00,1107,52675,4225,409.75,1634.5,35,1666.25,2954.5,9895,960,4275,3505
03.07.2021,07:30:00,07:45:00,1111,523,4125,374.25,2010.5,35,1665.75,2952.5,9915,957.25,3975,350
03.07.2021,07:45:00,08:00:00,1112,52225,35,347.5,2403.75,35,1666,2956,98775,957.5,30,349
03.07.2021,08:00:00,08:15:00,1119.5,55575,27,341.75,2832.5,35,1653,2944.75,,941.25,1195,3525
03.07.2021,08:15:00,08:30:00,1126,5485,2325,325,3281.5,3475,1625.75,2945.75,,900.75,10275,35325
03.07.2021,08:30:00,08:45:00,1123.5,53775,225,330,3717.25,3475,1606.75,2945.25,,851.5,133,3535
03.07.2021,08:45:00,09:00:00,1125.25,53175,22,337.5,4191,3475,1603.5,2946,,835.75,96,35425
03.07.2021,09:00:00,09:15:00,1123.75,582,2225,345.75,4635.75,3475,1599.5,2940.75,,831.5,243,35425
03.07.2021,09:15:00,09:30:00,1119.25,530,23,361.75,5039.75,3475,1599.25,2928.25,,829.25,1465,35225
03.07.2021,09:30:00,09:45:00,1084.5,5275,25,373,5470.5,3475,1599.25,2923,,835,7075,35225
03.07.2021,09:45:00,10:00:00,1093.5,5435,2525,382.25,5807,3475,1599,2925,1,829.75,34,35175
