REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2018/07/28 18:30:00,9590.83,105.62,TRADE
NSW1,2018/07/28 19:00:00,9487.74,99.35,TRADE
NSW1,2018/07/28 19:30:00,9230.49,89.46,TRADE
NSW1,2018/07/28 20:00:00,9057.04,89.29,TRADE
NSW1,2018/07/28 20:30:00,8898.68,85.19,TRADE
NSW1,2018/07/28 21:00:00,8759.28,74.44,TRADE
NSW1,2018/07/28 21:30:00,8597.64,61.99,TRADE
NSW1,2018/07/28 22:00:00,8399.09,57.91,TRADE
NSW1,2018/07/28 22:30:00,8324.57,60.45,TRADE
NSW1,2018/07/28 23:00:00,8174.89,58.41,TRADE
NSW1,2018/07/28 23:30:00,8006.83,58.33,TRADE
NSW1,2018/07/29 00:00:00,7887.59,54.42,TRADE
NSW1,2018/07/29 00:30:00,7616.17,52.69,TRADE
NSW1,2018/07/29 01:00:00,7353.16,44.18,TRADE
NSW1,2018/07/29 01:30:00,7152.25,53.44,TRADE
NSW1,2018/07/29 02:00:00,6897.09,50.27,TRADE
NSW1,2018/07/29 02:30:00,6645.76,41.97,TRADE
NSW1,2018/07/29 03:00:00,6431.56,41.93,TRADE
NSW1,2018/07/29 03:30:00,6262.03,37.32,TRADE
NSW1,2018/07/29 04:00:00,6198.69,52.35,TRADE
NSW1,2018/07/29 04:30:00,6082.04,48.44,TRADE
NSW1,2018/07/29 05:00:00,6104.92,48.77,TRADE
NSW1,2018/07/29 05:30:00,6185.49,49.51,TRADE
NSW1,2018/07/29 06:00:00,6314.3,50.17,TRADE
NSW1,2018/07/29 06:30:00,6588.28,45.36,TRADE
NSW1,2018/07/29 07:00:00,6812.89,50.27,TRADE
NSW1,2018/07/29 07:30:00,7063.11,52.53,TRADE
NSW1,2018/07/29 08:00:00,7349.68,54.21,TRADE
NSW1,2018/07/29 08:30:00,7605.9,59.94,TRADE
NSW1,2018/07/29 09:00:00,7674.51,53.91,TRADE
NSW1,2018/07/29 09:30:00,7726.83,52.77,TRADE
NSW1,2018/07/29 10:00:00,7594.13,51.36,TRADE
NSW1,2018/07/29 10:30:00,7537.32,46.50,TRADE
NSW1,2018/07/29 11:00:00,7323.45,43.97,TRADE
NSW1,2018/07/29 11:30:00,7179.36,46.31,TRADE
NSW1,2018/07/29 12:00:00,7038.3,52.70,TRADE
NSW1,2018/07/29 12:30:00,6971.93,55.26,TRADE
NSW1,2018/07/29 13:00:00,6943.45,42.90,TRADE
NSW1,2018/07/29 13:30:00,6952.48,52.49,TRADE
NSW1,2018/07/29 14:00:00,6907.01,51.77,TRADE
NSW1,2018/07/29 14:30:00,6941.32,45.83,TRADE
NSW1,2018/07/29 15:00:00,7038.22,59.70,TRADE
NSW1,2018/07/29 15:30:00,7166.65,54,TRADE
NSW1,2018/07/29 16:00:00,7334.49,57.32,TRADE
NSW1,2018/07/29 16:30:00,7683.69,57.17,TRADE
NSW1,2018/07/29 17:00:00,7933.54,60.40,TRADE
NSW1,2018/07/29 17:30:00,8374.67,63.83,TRADE
NSW1,2018/07/29 18:00:00,8971.13,89,TRADE
NSW1,2018/07/29 18:30:00,9137.13,93.31,TRADE
NSW1,2018/07/29 19:00:00,9081.35,90.78,TRADE
NSW1,2018/07/29 19:30:00,8924.77,82.40,TRADE
NSW1,2018/07/29 20:00:00,8717.49,71.72,TRADE
NSW1,2018/07/29 20:30:00,8604.96,75.33,TRADE
NSW1,2018/07/29 21:00:00,8412.82,65.32,TRADE
NSW1,2018/07/29 21:30:00,8286.47,63.33,TRADE
NSW1,2018/07/29 22:00:00,8086.16,57.40,TRADE
NSW1,2018/07/29 22:30:00,7959.39,56.74,TRADE
NSW1,2018/07/29 23:00:00,7710.61,52.73,TRADE
NSW1,2018/07/29 23:30:00,7622.36,51.02,TRADE
NSW1,2018/07/30 00:00:00,7499.11,52.53,TRADE
NSW1,2018/07/30 00:30:00,7308.84,53.20,TRADE
NSW1,2018/07/30 01:00:00,7126.21,50.61,TRADE
NSW1,2018/07/30 01:30:00,6988.08,42.67,TRADE
NSW1,2018/07/30 02:00:00,6845.35,46.82,TRADE
NSW1,2018/07/30 02:30:00,6576.31,29.93,TRADE
NSW1,2018/07/30 03:00:00,6423.55,34.76,TRADE
NSW1,2018/07/30 03:30:00,6332.54,42.65,TRADE
NSW1,2018/07/30 04:00:00,6260.7,39.57,TRADE
NSW1,2018/07/30 04:30:00,6398.02,50.61,TRADE
NSW1,2018/07/30 05:00:00,6539.18,45.93,TRADE
NSW1,2018/07/30 05:30:00,6942.21,58.74,TRADE
NSW1,2018/07/30 06:00:00,7409.92,53.26,TRADE
NSW1,2018/07/30 06:30:00,8249.68,76.41,TRADE
NSW1,2018/07/30 07:00:00,9052.53,169.39,TRADE
NSW1,2018/07/30 07:30:00,9529.36,138.03,TRADE
NSW1,2018/07/30 08:00:00,9711.7,172.69,TRADE
NSW1,2018/07/30 08:30:00,9554.94,91.05,TRADE
NSW1,2018/07/30 09:00:00,9163.27,68.34,TRADE
NSW1,2018/07/30 09:30:00,8910.7,62.99,TRADE
NSW1,2018/07/30 10:00:00,8679.16,60.25,TRADE
NSW1,2018/07/30 10:30:00,8444.79,60.21,TRADE
NSW1,2018/07/30 11:00:00,8293.17,59.83,TRADE
NSW1,2018/07/30 11:30:00,8084.6,53.34,TRADE
NSW1,2018/07/30 12:00:00,7954.52,54.40,TRADE
NSW1,2018/07/30 12:30:00,7852.55,51.02,TRADE
NSW1,2018/07/30 13:00:00,7729.07,50.26,TRADE
NSW1,2018/07/30 13:30:00,7716.82,53.86,TRADE
NSW1,2018/07/30 14:00:00,7719.04,53.54,TRADE
NSW1,2018/07/30 14:30:00,7774.13,57.38,TRADE
NSW1,2018/07/30 15:00:00,7821.71,54.36,TRADE
NSW1,2018/07/30 15:30:00,7925.93,56.54,TRADE
NSW1,2018/07/30 16:00:00,8156.66,58.64,TRADE
NSW1,2018/07/30 16:30:00,8415.47,60.75,TRADE
NSW1,2018/07/30 17:00:00,8910.56,63.06,TRADE
NSW1,2018/07/30 17:30:00,9525.5,77.87,TRADE
NSW1,2018/07/30 18:00:00,10345.46,92.09,TRADE
NSW1,2018/07/30 18:30:00,10607.55,94.60,TRADE
NSW1,2018/07/30 19:00:00,10649.38,91.52,TRADE
NSW1,2018/07/30 19:30:00,10454.96,82.41,TRADE
NSW1,2018/07/30 20:00:00,10306.31,85.88,TRADE
NSW1,2018/07/30 20:30:00,10180.68,81.73,TRADE
NSW1,2018/07/30 21:00:00,9957.01,66.16,TRADE
NSW1,2018/07/30 21:30:00,9656.3,66.47,TRADE
NSW1,2018/07/30 22:00:00,9353.33,64.07,TRADE
NSW1,2018/07/30 22:30:00,9171.94,76.51,TRADE
NSW1,2018/07/30 23:00:00,8810.37,65.19,TRADE
NSW1,2018/07/30 23:30:00,8655.42,64.22,TRADE
NSW1,2018/07/31 00:00:00,8548.28,60.20,TRADE
NSW1,2018/07/31 00:30:00,8283.05,55.35,TRADE
NSW1,2018/07/31 01:00:00,8145.52,53.41,TRADE
NSW1,2018/07/31 01:30:00,7914.43,55.46,TRADE
NSW1,2018/07/31 02:00:00,7794.47,50.27,TRADE
NSW1,2018/07/31 02:30:00,7472.26,50.27,TRADE
NSW1,2018/07/31 03:00:00,7200.29,53.36,TRADE
NSW1,2018/07/31 03:30:00,7013.82,51.33,TRADE
NSW1,2018/07/31 04:00:00,6920.05,47.68,TRADE
NSW1,2018/07/31 04:30:00,6940.84,52.97,TRADE
NSW1,2018/07/31 05:00:00,7051.24,51.83,TRADE
NSW1,2018/07/31 05:30:00,7447.76,54.47,TRADE
NSW1,2018/07/31 06:00:00,7952.05,58.19,TRADE
NSW1,2018/07/31 06:30:00,8864.57,89.85,TRADE
NSW1,2018/07/31 07:00:00,9721.93,171.65,TRADE
NSW1,2018/07/31 07:30:00,10171.16,188.92,TRADE
NSW1,2018/07/31 08:00:00,10295.84,90.49,TRADE
NSW1,2018/07/31 08:30:00,10146.66,88.33,TRADE
NSW1,2018/07/31 09:00:00,9719.09,68.01,TRADE
NSW1,2018/07/31 09:30:00,9433.79,60.52,TRADE
NSW1,2018/07/31 10:00:00,9001.59,47.16,TRADE
NSW1,2018/07/31 10:30:00,8704.84,64.81,TRADE
NSW1,2018/07/31 11:00:00,8485.83,43.37,TRADE
NSW1,2018/07/31 11:30:00,8206.66,51.75,TRADE
NSW1,2018/07/31 12:00:00,8055.76,52.14,TRADE
NSW1,2018/07/31 12:30:00,7982.82,48.97,TRADE
NSW1,2018/07/31 13:00:00,7811.89,46.97,TRADE
NSW1,2018/07/31 13:30:00,7720.65,51.39,TRADE
NSW1,2018/07/31 14:00:00,7729.47,51.43,TRADE
NSW1,2018/07/31 14:30:00,7788.79,47.88,TRADE
NSW1,2018/07/31 15:00:00,7866.29,51.98,TRADE
NSW1,2018/07/31 15:30:00,7957.81,52.22,TRADE
NSW1,2018/07/31 16:00:00,8207.43,56.97,TRADE
NSW1,2018/07/31 16:30:00,8455.04,57.74,TRADE
NSW1,2018/07/31 17:00:00,8857.56,64.07,TRADE
NSW1,2018/07/31 17:30:00,9478.86,83.43,TRADE
NSW1,2018/07/31 18:00:00,10241,190.16,TRADE
NSW1,2018/07/31 18:30:00,10517.81,112.87,TRADE
NSW1,2018/07/31 19:00:00,10496.53,115.75,TRADE
NSW1,2018/07/31 19:30:00,10411.13,100.97,TRADE
NSW1,2018/07/31 20:00:00,10083.06,100,TRADE
NSW1,2018/07/31 20:30:00,9981.34,91.05,TRADE
NSW1,2018/07/31 21:00:00,9770.67,90.31,TRADE
NSW1,2018/07/31 21:30:00,9551.03,69.02,TRADE
NSW1,2018/07/31 22:00:00,9257.4,62.48,TRADE
NSW1,2018/07/31 22:30:00,9093.58,63.56,TRADE
NSW1,2018/07/31 23:00:00,8734.1,60.75,TRADE
NSW1,2018/07/31 23:30:00,8506.55,55.81,TRADE
NSW1,2018/08/01 00:00:00,8427.25,57.03,TRADE
NSW1,2018/08/01 00:30:00,8194.58,54.08,TRADE
NSW1,2018/08/01 01:00:00,8013.31,61.69,TRADE
NSW1,2018/08/01 01:30:00,7804.19,62.68,TRADE
NSW1,2018/08/01 02:00:00,7624.18,61.73,TRADE
NSW1,2018/08/01 02:30:00,7221.2,55.96,TRADE
NSW1,2018/08/01 03:00:00,6968.64,51.10,TRADE
NSW1,2018/08/01 03:30:00,6796.92,52.08,TRADE
NSW1,2018/08/01 04:00:00,6707.5,46.04,TRADE
NSW1,2018/08/01 04:30:00,6706.04,53.70,TRADE
NSW1,2018/08/01 05:00:00,6828.3,55.92,TRADE
NSW1,2018/08/01 05:30:00,7217.47,58.13,TRADE
NSW1,2018/08/01 06:00:00,7666.91,58.94,TRADE
NSW1,2018/08/01 06:30:00,8553.34,82.78,TRADE
NSW1,2018/08/01 07:00:00,9343.03,102.58,TRADE
NSW1,2018/08/01 07:30:00,9771.47,102.06,TRADE
NSW1,2018/08/01 08:00:00,9844.13,107.69,TRADE
NSW1,2018/08/01 08:30:00,9565.31,76.54,TRADE
NSW1,2018/08/01 09:00:00,9106.82,68.78,TRADE
NSW1,2018/08/01 09:30:00,8807.67,59.94,TRADE
NSW1,2018/08/01 10:00:00,8522.95,58.44,TRADE
NSW1,2018/08/01 10:30:00,8291.38,60.24,TRADE
NSW1,2018/08/01 11:00:00,8059.19,59.29,TRADE
NSW1,2018/08/01 11:30:00,7875.89,58.45,TRADE
NSW1,2018/08/01 13:30:00,7587.53,57.02,TRADE
NSW1,2018/08/01 12:00:00,7671.57,60.47,TRADE
NSW1,2018/08/01 12:30:00,7637.41,59.43,TRADE
NSW1,2018/08/01 13:00:00,7580.05,58,TRADE
NSW1,2018/08/01 14:00:00,7636.83,57.18,TRADE
NSW1,2018/08/01 14:30:00,7708.84,61.67,TRADE
NSW1,2018/08/01 15:00:00,7767.75,61.35,TRADE
NSW1,2018/08/01 15:30:00,7857.13,61.38,TRADE
NSW1,2018/08/01 17:30:00,9251.78,78.99,TRADE
NSW1,2018/08/01 16:00:00,8075.85,66.18,TRADE
NSW1,2018/08/01 16:30:00,8275.24,68.67,TRADE
NSW1,2018/08/01 17:00:00,8700.73,74.23,TRADE
NSW1,2018/08/01 19:30:00,10097.01,108.78,TRADE
NSW1,2018/08/01 18:00:00,9976.96,104.56,TRADE
NSW1,2018/08/01 18:30:00,10217.56,192.83,TRADE
NSW1,2018/08/01 19:00:00,10220.43,260.91,TRADE
NSW1,2018/08/01 21:30:00,9468.76,92.14,TRADE
NSW1,2018/08/01 20:00:00,9984.52,99.67,TRADE
NSW1,2018/08/01 20:30:00,9859.1,106.17,TRADE
NSW1,2018/08/01 21:00:00,9704.38,99.39,TRADE
NSW1,2018/08/01 22:00:00,9184.01,103.18,TRADE
NSW1,2018/08/01 22:30:00,9073.95,91.06,TRADE
NSW1,2018/08/01 23:00:00,8763.86,73.67,TRADE
NSW1,2018/08/01 23:30:00,8622.54,73.70,TRADE
NSW1,2018/08/02 00:00:00,8552.59,75.20,TRADE
NSW1,2018/08/02 02:00:00,7739.78,59.13,TRADE
NSW1,2018/08/02 00:30:00,8380.54,71.61,TRADE
NSW1,2018/08/02 01:00:00,8202.55,63.45,TRADE
NSW1,2018/08/02 01:30:00,7982.71,60.46,TRADE
NSW1,2018/08/02 02:30:00,7419.58,59.41,TRADE
NSW1,2018/08/02 03:00:00,7221.96,60.21,TRADE
NSW1,2018/08/02 03:30:00,7036.99,59.04,TRADE
NSW1,2018/08/02 04:00:00,6955.83,58.91,TRADE
NSW1,2018/08/02 07:00:00,9564.89,139.75,TRADE
NSW1,2018/08/02 04:30:00,7010.72,61.50,TRADE
NSW1,2018/08/02 05:00:00,7100.47,59.60,TRADE
NSW1,2018/08/02 05:30:00,7474.52,60.23,TRADE
NSW1,2018/08/02 06:00:00,7955.69,58.14,TRADE
NSW1,2018/08/02 06:30:00,8765.53,81.47,TRADE
NSW1,2018/08/02 07:30:00,9961.62,98.13,TRADE
NSW1,2018/08/02 08:00:00,10113.4,97.84,TRADE
NSW1,2018/08/02 10:00:00,8937.48,62.97,TRADE
NSW1,2018/08/02 08:30:00,9877.18,86.25,TRADE
NSW1,2018/08/02 09:00:00,9478.19,69.02,TRADE
NSW1,2018/08/02 09:30:00,9211.38,65.50,TRADE
NSW1,2018/08/02 10:30:00,8612.51,58.40,TRADE
NSW1,2018/08/02 11:00:00,8372.8,53.79,TRADE
NSW1,2018/08/02 11:30:00,8107.38,53.84,TRADE
NSW1,2018/08/02 12:00:00,7854.04,40.82,TRADE
NSW1,2018/08/02 14:00:00,7852.46,49.95,TRADE
NSW1,2018/08/02 12:30:00,7645.69,45.91,TRADE
NSW1,2018/08/02 13:00:00,7847.86,52.93,TRADE
NSW1,2018/08/02 13:30:00,7843.23,52.86,TRADE
NSW1,2018/08/02 14:30:00,7824.01,55.58,TRADE
NSW1,2018/08/02 15:00:00,7845.35,56.05,TRADE
NSW1,2018/08/02 15:30:00,7977.23,58.27,TRADE
NSW1,2018/08/02 16:00:00,8191.21,61.78,TRADE
NSW1,2018/08/02 17:30:00,9469.1,83.82,TRADE
NSW1,2018/08/02 19:00:00,10518.93,137,TRADE
NSW1,2018/08/02 16:30:00,8502.28,62.96,TRADE
NSW1,2018/08/02 17:00:00,8901.98,68.22,TRADE
NSW1,2018/08/02 18:00:00,10278.38,170.13,TRADE
NSW1,2018/08/02 18:30:00,10509.93,217.38,TRADE
NSW1,2018/08/02 19:30:00,10362.65,98.28,TRADE
NSW1,2018/08/02 20:00:00,10203.27,104.94,TRADE
NSW1,2018/08/02 20:30:00,10071.67,105.97,TRADE
NSW1,2018/08/02 22:30:00,9197,90.08,TRADE
NSW1,2018/08/02 21:00:00,9906.92,110.19,TRADE
NSW1,2018/08/02 21:30:00,9625.42,94.37,TRADE
NSW1,2018/08/02 22:00:00,9295.09,82.63,TRADE
NSW1,2018/08/02 23:00:00,8875.74,81.34,TRADE
NSW1,2018/08/02 23:30:00,8762.45,88.45,TRADE
NSW1,2018/08/03 00:00:00,8607.12,83.03,TRADE
NSW1,2018/08/03 00:30:00,8372.38,78,TRADE
NSW1,2018/08/03 02:30:00,7466.98,68.45,TRADE
NSW1,2018/08/03 01:00:00,8210.05,76.15,TRADE
NSW1,2018/08/03 01:30:00,8028.39,80.85,TRADE
NSW1,2018/08/03 02:00:00,7817.56,72.38,TRADE
NSW1,2018/08/03 03:00:00,7171.55,75,TRADE
NSW1,2018/08/03 03:30:00,7021.19,68.52,TRADE
NSW1,2018/08/03 04:00:00,6912.47,63.87,TRADE
NSW1,2018/08/03 04:30:00,6948.35,66.74,TRADE
NSW1,2018/08/03 07:30:00,9759.41,116.16,TRADE
NSW1,2018/08/03 05:00:00,7033.22,64.10,TRADE
NSW1,2018/08/03 05:30:00,7371.4,63.01,TRADE
NSW1,2018/08/03 06:00:00,7829.78,66.19,TRADE
NSW1,2018/08/03 06:30:00,8589.83,85.08,TRADE
NSW1,2018/08/03 07:00:00,9343.98,102.79,TRADE
NSW1,2018/08/03 08:00:00,9978.08,117.95,TRADE
NSW1,2018/08/03 08:30:00,9801.49,92.69,TRADE
NSW1,2018/08/03 09:00:00,9403.28,83.90,TRADE
NSW1,2018/08/03 11:00:00,8263.49,58.45,TRADE
NSW1,2018/08/03 09:30:00,9071.36,69.57,TRADE
NSW1,2018/08/03 10:00:00,8789.43,63.06,TRADE
NSW1,2018/08/03 10:30:00,8536.82,59.39,TRADE
NSW1,2018/08/03 11:30:00,8080.67,61.83,TRADE
NSW1,2018/08/03 12:00:00,7884.63,57.23,TRADE
NSW1,2018/08/03 12:30:00,7769.59,51.56,TRADE
NSW1,2018/08/03 13:00:00,7703.21,61.01,TRADE
NSW1,2018/08/03 15:00:00,7717.56,64.07,TRADE
NSW1,2018/08/03 13:30:00,7639.92,62.48,TRADE
NSW1,2018/08/03 14:00:00,7700.13,70.05,TRADE
NSW1,2018/08/03 14:30:00,7693.29,64.38,TRADE
NSW1,2018/08/03 15:30:00,7836.06,69.89,TRADE
NSW1,2018/08/03 16:00:00,8067.96,85.66,TRADE
NSW1,2018/08/03 16:30:00,8400.97,82.65,TRADE
NSW1,2018/08/03 17:00:00,8627.31,91.91,TRADE
NSW1,2018/08/03 20:00:00,9055.41,85.19,TRADE
NSW1,2018/08/03 17:30:00,9004.7,91.33,TRADE
NSW1,2018/08/03 18:00:00,9543.06,144.56,TRADE
NSW1,2018/08/03 18:30:00,9556.87,134.43,TRADE
NSW1,2018/08/03 19:00:00,9498.11,94.16,TRADE
NSW1,2018/08/03 19:30:00,9241.28,83.87,TRADE
NSW1,2018/08/03 20:30:00,8901.24,83.45,TRADE
NSW1,2018/08/03 21:00:00,8812.36,84.37,TRADE
NSW1,2018/08/03 23:00:00,8328.42,72.98,TRADE
NSW1,2018/08/03 21:30:00,8699.14,83.15,TRADE
NSW1,2018/08/03 22:00:00,8445.75,71.43,TRADE
NSW1,2018/08/03 22:30:00,8542.93,85.63,TRADE
NSW1,2018/08/03 23:30:00,8214.85,73.09,TRADE
NSW1,2018/08/04 00:00:00,8204.57,79.99,TRADE
NSW1,2018/08/04 00:30:00,7969.58,62.64,TRADE
NSW1,2018/08/04 01:00:00,7780.27,59.47,TRADE
NSW1,2018/08/04 01:30:00,7524.96,61.99,TRADE
NSW1,2018/08/04 03:30:00,6515.59,50.10,TRADE
NSW1,2018/08/04 02:00:00,7248.74,45.02,TRADE
NSW1,2018/08/04 02:30:00,6959.79,51.60,TRADE
NSW1,2018/08/04 03:00:00,6641.67,38.03,TRADE
NSW1,2018/08/04 04:00:00,6381.38,49.87,TRADE
NSW1,2018/08/04 04:30:00,6340.68,49.73,TRADE
NSW1,2018/08/04 05:00:00,6367.8,52.78,TRADE
NSW1,2018/08/04 05:30:00,6496.43,56.44,TRADE
NSW1,2018/08/04 07:30:00,7707.94,63.97,TRADE
NSW1,2018/08/04 06:00:00,6706.94,52.16,TRADE
NSW1,2018/08/04 06:30:00,7084.04,61.35,TRADE
NSW1,2018/08/04 07:00:00,7405.22,61.78,TRADE
NSW1,2018/08/04 08:00:00,8010.42,63.69,TRADE
NSW1,2018/08/04 08:30:00,8153.13,65.18,TRADE
NSW1,2018/08/04 09:00:00,8188.16,63.69,TRADE
NSW1,2018/08/04 09:30:00,8143.1,59.42,TRADE
NSW1,2018/08/04 11:30:00,7297.73,45.54,TRADE
NSW1,2018/08/04 10:00:00,7940.26,56.40,TRADE
NSW1,2018/08/04 10:30:00,7740.05,51.82,TRADE
NSW1,2018/08/04 11:00:00,7481.45,52.85,TRADE
NSW1,2018/08/04 12:00:00,7176.98,50.92,TRADE
NSW1,2018/08/04 12:30:00,7035.8,52.14,TRADE
NSW1,2018/08/04 13:00:00,7003.89,57.84,TRADE
NSW1,2018/08/04 13:30:00,7014.37,58.45,TRADE
NSW1,2018/08/04 15:30:00,7199.1,62.37,TRADE
NSW1,2018/08/04 14:00:00,7001.95,60.44,TRADE
NSW1,2018/08/04 14:30:00,7039.08,60.35,TRADE
NSW1,2018/08/04 15:00:00,7092.25,62.18,TRADE
NSW1,2018/08/04 16:00:00,7465.19,63.01,TRADE
NSW1,2018/08/04 16:30:00,7808.58,69.51,TRADE
NSW1,2018/08/04 17:00:00,8166.25,74.40,TRADE
NSW1,2018/08/04 17:30:00,8561.5,76.60,TRADE
NSW1,2018/08/04 19:00:00,9412.8,105.17,TRADE
NSW1,2018/08/04 19:30:00,9258.32,93.92,TRADE
NSW1,2018/08/04 18:00:00,9296.62,105.89,TRADE
NSW1,2018/08/04 18:30:00,9471.57,110.53,TRADE
NSW1,2018/08/04 20:00:00,9107.99,92.20,TRADE
NSW1,2018/08/04 20:30:00,8998.86,95.43,TRADE
NSW1,2018/08/04 21:00:00,8874.76,84.45,TRADE
NSW1,2018/08/04 21:30:00,8725.26,80.99,TRADE
NSW1,2018/08/04 22:00:00,8616.31,67.66,TRADE
NSW1,2018/08/05 00:00:00,8015.02,67.07,TRADE
NSW1,2018/08/04 22:30:00,8584.01,84.51,TRADE
NSW1,2018/08/04 23:00:00,8387.18,83.43,TRADE
NSW1,2018/08/04 23:30:00,8216.86,74.50,TRADE
NSW1,2018/08/05 00:30:00,7785.21,61.43,TRADE
NSW1,2018/08/05 01:00:00,7545.22,61.88,TRADE
NSW1,2018/08/05 01:30:00,7347.88,53.74,TRADE
NSW1,2018/08/05 02:00:00,7186.97,58.24,TRADE
NSW1,2018/08/05 04:00:00,6455.79,50.10,TRADE
NSW1,2018/08/05 02:30:00,6878.4,45.84,TRADE
NSW1,2018/08/05 03:00:00,6692.62,47.66,TRADE
NSW1,2018/08/05 03:30:00,6568.14,48.74,TRADE
NSW1,2018/08/05 04:30:00,6466.15,61.80,TRADE
NSW1,2018/08/05 05:00:00,6485.21,60.36,TRADE
NSW1,2018/08/05 05:30:00,6589.55,54.19,TRADE
NSW1,2018/08/05 06:00:00,6740.96,55.09,TRADE
NSW1,2018/08/05 08:00:00,8027.04,61.45,TRADE
NSW1,2018/08/05 07:30:00,7704,58.94,TRADE
NSW1,2018/08/05 06:30:00,7055.24,60.69,TRADE
NSW1,2018/08/05 07:00:00,7332.05,60.89,TRADE
NSW1,2018/08/05 08:30:00,8282.04,61.76,TRADE
NSW1,2018/08/05 09:00:00,8272.82,60.17,TRADE
NSW1,2018/08/05 09:30:00,8249.66,55.22,TRADE
NSW1,2018/08/05 10:00:00,8041.8,52.89,TRADE
NSW1,2018/08/05 12:00:00,7010.98,51.67,TRADE
NSW1,2018/08/05 10:30:00,7824.63,49.21,TRADE
NSW1,2018/08/05 11:00:00,7463.78,41.66,TRADE
NSW1,2018/08/05 11:30:00,7175.71,29.96,TRADE
NSW1,2018/08/05 12:30:00,6870.85,51.68,TRADE
NSW1,2018/08/05 13:00:00,6766.96,50.54,TRADE
NSW1,2018/08/05 13:30:00,6741.82,40.41,TRADE
NSW1,2018/08/05 14:00:00,6677.74,54.86,TRADE
NSW1,2018/08/05 14:30:00,6716.81,40.59,TRADE
NSW1,2018/08/05 16:30:00,7518.61,63.83,TRADE
NSW1,2018/08/05 15:00:00,6805.69,55.53,TRADE
NSW1,2018/08/05 15:30:00,6967.81,58.66,TRADE
NSW1,2018/08/05 16:00:00,7185.65,72.13,TRADE
NSW1,2018/08/05 17:00:00,7907.94,78.54,TRADE
NSW1,2018/08/05 17:30:00,8400.05,87.60,TRADE
NSW1,2018/08/05 18:00:00,9167.49,93.22,TRADE
NSW1,2018/08/05 18:30:00,9531.06,119.35,TRADE
NSW1,2018/08/05 20:30:00,8991.89,92.24,TRADE
NSW1,2018/08/05 19:30:00,9287.79,95.80,TRADE
NSW1,2018/08/05 19:00:00,9499.64,233.95,TRADE
NSW1,2018/08/05 20:00:00,9110.74,90.01,TRADE
NSW1,2018/08/05 21:00:00,8840.36,92.21,TRADE
NSW1,2018/08/05 21:30:00,8640.04,83.73,TRADE
NSW1,2018/08/05 22:00:00,8404.03,73.14,TRADE
NSW1,2018/08/05 22:30:00,8256.7,64.52,TRADE
NSW1,2018/08/06 00:30:00,7414.81,57.02,TRADE
NSW1,2018/08/05 23:00:00,7961.98,61.87,TRADE
NSW1,2018/08/05 23:30:00,7812.32,61.91,TRADE
NSW1,2018/08/06 00:00:00,7654.76,60.55,TRADE
NSW1,2018/08/06 01:00:00,7292.99,59.05,TRADE
NSW1,2018/08/06 01:30:00,7093.79,59.91,TRADE
NSW1,2018/08/06 02:00:00,6943.29,49.47,TRADE
NSW1,2018/08/06 02:30:00,6675.24,50.88,TRADE
NSW1,2018/08/06 04:30:00,6306.53,52.80,TRADE
NSW1,2018/08/06 03:00:00,6507.5,48.35,TRADE
NSW1,2018/08/06 03:30:00,6392.12,49.49,TRADE
NSW1,2018/08/06 04:00:00,6279.93,49.85,TRADE
NSW1,2018/08/06 05:00:00,6433.52,53.16,TRADE
NSW1,2018/08/06 05:30:00,6813.85,54.31,TRADE
NSW1,2018/08/06 06:00:00,7287.25,57.13,TRADE
NSW1,2018/08/06 06:30:00,8046.08,75.75,TRADE
NSW1,2018/08/06 07:00:00,8777.48,86.02,TRADE
NSW1,2018/08/06 09:00:00,9620.48,96.08,TRADE
NSW1,2018/08/06 07:30:00,9251.29,90.15,TRADE
NSW1,2018/08/06 08:00:00,9574.23,109.90,TRADE
NSW1,2018/08/06 08:30:00,9641.06,102.41,TRADE
NSW1,2018/08/06 09:30:00,9596.34,96.94,TRADE
NSW1,2018/08/06 10:00:00,9526.72,118.93,TRADE
NSW1,2018/08/06 10:30:00,9551.45,154.14,TRADE
NSW1,2018/08/06 11:00:00,9341.45,103.46,TRADE
NSW1,2018/08/06 13:00:00,8704.68,79.51,TRADE
NSW1,2018/08/06 11:30:00,9110.74,94.38,TRADE
NSW1,2018/08/06 12:00:00,8976.03,92.76,TRADE
NSW1,2018/08/06 12:30:00,8825.58,89.76,TRADE
NSW1,2018/08/06 13:30:00,8469.98,72.71,TRADE
NSW1,2018/08/06 14:00:00,8413.53,67.09,TRADE
NSW1,2018/08/06 14:30:00,8323.34,69.23,TRADE
NSW1,2018/08/06 15:00:00,8297.43,74.15,TRADE
NSW1,2018/08/06 17:00:00,9214.12,94.23,TRADE
NSW1,2018/08/06 15:30:00,8275.99,87.03,TRADE
NSW1,2018/08/06 16:00:00,8520.37,91.14,TRADE
NSW1,2018/08/06 16:30:00,8813.55,93.28,TRADE
NSW1,2018/08/06 17:30:00,9802.07,96.51,TRADE
NSW1,2018/08/06 19:30:00,10474.34,101.19,TRADE
NSW1,2018/08/06 18:00:00,10599.97,173.20,TRADE
NSW1,2018/08/06 18:30:00,10786.16,167.27,TRADE
NSW1,2018/08/06 19:00:00,10744.93,244.95,TRADE
NSW1,2018/08/06 21:30:00,9400.96,96.47,TRADE
