Date,Start,End,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,Other conventional [MWh] Original resolutions
31.07.2020,11:15:00,11:30:00,1107,4695,13775,386.5,7062,3575,1614.75,2592.75,22425,2122.5,9625,3685
31.07.2020,11:30:00,11:45:00,1105.75,458,1295,377.75,7250.25,3575,1614.75,2592.25,22325,2113,585,3675
31.07.2020,11:45:00,12:00:00,1107.25,4645,1255,367.75,7412,3575,1612.75,2556.75,2205,2081.25,3675,36775
31.07.2020,12:00:00,12:15:00,1086.5,4605,11875,357,7542.5,355,1612.75,2536.25,218,2072.5,13225,3675
31.07.2020,12:15:00,12:30:00,1082.25,44175,11375,349,7649.5,355,1611.5,2527.25,21325,2082,9125,367
31.07.2020,12:30:00,12:45:00,1081.5,44375,12725,329.75,7718.5,355,1611,2521,20725,2091.25,8025,3675
31.07.2020,12:45:00,13:00:00,1084.75,44875,12175,325,7772.25,355,1610.25,2521.75,20875,2089.25,1705,370
31.07.2020,13:00:00,13:15:00,1080.25,4785,1215,308,7788.25,355,1610.25,2519.75,212,2050.25,424,3685
31.07.2020,13:15:00,13:30:00,1083.5,47375,11225,310,7791.25,355,1608,2511.25,21175,2053.75,40975,36875
31.07.2020,13:30:00,13:45:00,1079.75,4635,115,290,7767,355,1605.25,2517.75,208,2054.75,41725,370
31.07.2020,13:45:00,14:00:00,1075.5,460,1245,273.25,7712.5,355,1604.25,2525.25,208,2049,4125,3705
31.07.2020,14:00:00,14:15:00,1078,46025,13425,270.5,7642,355,1604,2551.75,21275,2034.5,49675,36925
31.07.2020,14:15:00,14:30:00,1075.5,46275,1545,255.75,7527.25,355,1604,2555.5,210,2020.5,49675,36825
31.07.2020,14:30:00,14:45:00,1069.5,48275,19025,238.25,7401.75,355,1604.25,2548,21075,2010.25,502,364
31.07.2020,14:45:00,15:00:00,1067,49125,210,240,7260.75,355,1603.75,2554.75,20975,2019.75,50975,3685
31.07.2020,15:00:00,15:15:00,1071,46875,22075,245.75,7091.5,355,1603.75,2586.5,2055,2020.5,1455,37275
31.07.2020,15:15:00,15:30:00,1074.25,4645,21825,243,6885.5,3525,1602.5,2601.75,204,2021.5,16525,37225
31.07.2020,15:30:00,15:45:00,1075.75,48175,21575,231.5,6653.5,3525,1603,2601.75,205,2006,14775,375
31.07.2020,15:45:00,16:00:00,1071.25,493,222,242.5,6403.5,355,1602.75,2596,30675,2152.25,18175,3925
31.07.2020,16:00:00,16:15:00,1080.5,467,2255,243.75,6118.5,355,1602,2601.75,311,2052.25,5375,392
31.07.2020,16:15:00,16:30:00,1086.75,46725,24575,246.5,5825.5,355,1602,2604,3185,2052.25,4375,38875
31.07.2020,16:30:00,16:45:00,1082,495,26225,245.25,5490,355,1602.25,2606.75,3345,2104.5,4075,38675
31.07.2020,16:45:00,17:00:00,1085.5,490,283,251.75,5145.5,3525,1600.75,2608,34875,2164.75,835,38875
31.07.2020,17:00:00,17:15:00,1093.5,4555,29275,251.25,4764.25,3525,1597.75,2602.5,3705,2171.25,315,38825
31.07.2020,17:15:00,17:30:00,1094.75,4935,31025,260,4353,3525,1599.75,2612.75,39025,2167.5,1185,388
31.07.2020,17:30:00,17:45:00,1099.25,511,32075,271,3928.75,355,1599.5,2600.5,39375,2179.5,3245,38725
31.07.2020,17:45:00,18:00:00,1104,518,32075,271.25,3504.75,355,1599.5,2586.5,40275,2183,42825,38675
31.07.2020,18:00:00,18:15:00,1117,470,33125,300.25,3056.5,355,1597.75,2590.5,40925,2191.25,33525,388
31.07.2020,18:15:00,18:30:00,1121.5,5095,32975,306.75,2605,355,1599.5,2610.5,40825,2195.5,49475,387
31.07.2020,18:30:00,18:45:00,1121.25,515,33875,329,2157,355,1599.5,2613.75,408,2178.75,85775,38725
31.07.2020,18:45:00,19:00:00,1123.75,510,34725,348.75,1738.25,355,1598.75,2605.5,409,2174.5,1,3865
31.07.2020,19:00:00,19:15:00,1130,46625,3555,387,1347.25,355,1597.75,2596.75,42225,2182.25,924,3875
31.07.2020,19:15:00,19:30:00,1131,4865,3595,416.5,1003.75,355,1598.25,2602,423,2196,1,3875
31.07.2020,19:30:00,19:45:00,1129.25,50725,381,443,725.25,355,1598.5,2604,4235,2214.25,,387
31.07.2020,19:45:00,20:00:00,1132.75,543,3605,475.25,499,355,1599.5,2602.5,4185,2231.75,1,386
31.07.2020,20:00:00,20:15:00,1135.75,54725,380,510.75,328.5,3575,1600.25,2602.75,42075,2239,,389
31.07.2020,20:15:00,20:30:00,1133.5,52975,42175,546.75,190.75,3575,1601,2596.75,41875,2255,1,387
31.07.2020,20:30:00,20:45:00,1134.5,5155,44575,635.25,90.25,3575,1600.75,2602.5,42375,2265.5,8945,38775
31.07.2020,20:45:00,21:00:00,1136,4815,445,786.25,28.75,3575,1601,2612,424,2262.75,59425,38625
31.07.2020,21:00:00,21:15:00,1133.25,5155,4625,946,5.25,36,1601,2610.75,43425,2270.25,93325,3885
31.07.2020,21:15:00,21:30:00,1131.5,49775,5005,1061.5,0.75,36,1599.25,2608,44025,2192.25,84675,39075
31.07.2020,21:30:00,21:45:00,1132,47875,533,1249,0,36,1599.5,2608.25,437,2047.25,808,390
31.07.2020,21:45:00,22:00:00,1131.5,46575,58225,1491,0,36,1599.5,2596,43075,1989,549,3895
31.07.2020,22:00:00,22:15:00,1124.25,46525,62975,1677.75,0,36,1601,2610.25,43675,1995.75,57575,389
31.07.2020,22:15:00,22:30:00,1120,44525,68475,1859,0,3625,1599.5,2599.75,437,2002,41325,38925
31.07.2020,22:30:00,22:45:00,1118.5,45025,748,2009.25,0,3625,1600.25,2579.5,4365,1995,17075,38875
31.07.2020,22:45:00,23:00:00,1117.5,4375,80125,2151,0,3625,1601.25,2556.5,42775,1979.25,117,39025
31.07.2020,23:00:00,23:15:00,1106,45875,84725,2302.5,0,3625,1603.75,2588.25,4245,1993.25,28175,3865
31.07.2020,23:15:00,23:30:00,1101.75,4445,92175,2434.25,0,3625,1600.5,2553,416,1994,5675,39075
31.07.2020,23:30:00,23:45:00,1096.75,435,990,2552.5,0,3625,1601.25,2507.5,38775,1979.5,265,39225
31.07.2020,23:45:00,00:00:00,1104.75,43875,,2656.25,0,3625,1600.75,2438.5,36775,1965.75,2925,39075
01.08.2020,00:00:00,00:15:00,1090.5,482,,2759.25,0,36,1603.25,2374.75,3435,1806,1175,3685
01.08.2020,00:15:00,00:30:00,1088,46125,,2819.75,0,36,1604,2297.25,34625,1814.25,6225,37525
01.08.2020,00:30:00,00:45:00,1085.5,4535,,2856.25,0,36,1605.25,2201,3355,1790.75,5575,3765
01.08.2020,00:45:00,01:00:00,1088.5,44775,,2884,0,36,1604,2077,33225,1733,545,375
01.08.2020,01:00:00,01:15:00,1080.5,454,1,2900.5,0,36,1605.75,1986,32875,1710.5,955,376
01.08.2020,01:15:00,01:30:00,1082,45325,1,2911.5,0,36,1605.75,1916.5,3135,1718.75,8225,37625
01.08.2020,01:30:00,01:45:00,1081.5,44725,1,2927,0,36,1606.25,1901.75,278,1722.25,7625,37825
01.08.2020,01:45:00,02:00:00,1083.25,4445,,2961.25,0,36,1607,1842,27525,1720.75,8175,3765
01.08.2020,02:00:00,02:15:00,1082,449,,2999.25,0,36,1608.5,1754.75,27675,1728,795,37525
01.08.2020,02:15:00,02:30:00,1082.25,4485,,2983,0,36,1609,1702.25,275,1728.75,7675,37475
01.08.2020,02:30:00,02:45:00,1085,44825,,2944.25,0,36,1609,1693,2745,1728,7675,375
01.08.2020,02:45:00,03:00:00,1085,4475,,2930.75,0,36,1608.5,1688.25,27425,1694,815,3755
01.08.2020,03:00:00,03:15:00,1083.75,460,,2929.25,0,36,1608.25,1709,27525,1728,210,37475
01.08.2020,03:15:00,03:30:00,1079.5,4595,,2911.25,0,36,1608.25,1698.75,27475,1723.25,201,375
01.08.2020,03:30:00,03:45:00,1078.75,4615,,2908.25,0,36,1608.75,1704.25,27725,1712.5,201,37275
01.08.2020,03:45:00,04:00:00,1077,4595,,2875.25,0,36,1609,1717.75,28825,1706.5,20325,37175
01.08.2020,04:00:00,04:15:00,1079.75,4585,,2828.75,0,36,1608.75,1768.75,2995,1694.5,18825,371
01.08.2020,04:15:00,04:30:00,1079.25,4535,,2791.25,0,3625,1609.5,1758.5,32075,1686.75,19325,37325
01.08.2020,04:30:00,04:45:00,1078.5,452,1,2765.75,0,3625,1610,1743.5,3245,1680.5,19325,37475
01.08.2020,04:45:00,05:00:00,1081.5,452,,2702,0,3625,1610.5,1755,322,1684,18475,376
01.08.2020,05:00:00,05:15:00,1086.5,453,1,2622.75,0,36,1611,1759.75,3205,1682.5,15725,37475
01.08.2020,05:15:00,05:30:00,1084.75,4435,,2589.5,1.5,36,1611,1781.75,320,1682.5,174,37475
01.08.2020,05:30:00,05:45:00,1084,43425,,2523.25,6.25,36,1611.75,1822.5,321,1678.75,18025,3735
01.08.2020,05:45:00,06:00:00,1086,43775,,2460.75,26.5,36,1611.5,1856.25,33625,1679,176,3735
01.08.2020,06:00:00,06:15:00,1094.75,441,1,2399.25,78,36,1612.75,1933.75,352,1676,1105,37375
01.08.2020,06:15:00,06:30:00,1103.25,4465,1,2270.25,174.25,36,1614.5,1970,35375,1670.25,17275,37375
01.08.2020,06:30:00,06:45:00,1104.25,4455,,2172.5,318.25,36,1615.5,2018.25,3545,1764,2935,3885
01.08.2020,06:45:00,07:00:00,1106.75,4505,99575,2059.25,516.25,36,1615.75,2068.5,354,1761.75,25675,38825
01.08.2020,07:00:00,07:15:00,1116.75,43575,,1959.25,769.75,36,1614.25,2154,3385,1772.25,17675,389
01.08.2020,07:15:00,07:30:00,1120.5,44825,,1826.75,1075.75,36,1614.5,2188,3285,1775.75,885,389
01.08.2020,07:30:00,07:45:00,1120.25,4615,983,1602.5,1414.25,36,1615.25,2187.25,33375,1776.5,86,39025
01.08.2020,07:45:00,08:00:00,1122.75,463,941,1390.5,1777.5,36,1615,2185.75,3335,1780.75,10925,39025
01.08.2020,08:00:00,08:15:00,1131.5,45875,84925,1249.5,2147,3575,1614,2191.25,335,1781,905,38775
01.08.2020,08:15:00,08:30:00,1133.5,44175,856,1155.5,2558,3575,1614.25,2190,3435,1780,11175,38875
01.08.2020,08:30:00,08:45:00,1135.25,44225,85725,1041,2970.25,3575,1613.5,2189.25,34525,1789.5,7625,3895
01.08.2020,08:45:00,09:00:00,1136.75,4435,701,972.75,3366,3575,1612.75,2160.75,35225,1784.5,12625,3885
01.08.2020,09:00:00,09:15:00,1132,46925,681,925.25,3741.25,3575,1612.25,2154.5,35175,1815,1835,3895
01.08.2020,09:15:00,09:30:00,1132.5,45325,654,907.5,4086.75,355,1611.25,2129.75,359,1828.5,9225,3885
01.08.2020,09:30:00,09:45:00,1135,46275,5615,882.5,4389.75,355,1611,2126,3615,1823.25,19925,387
01.08.2020,09:45:00,10:00:00,1134.25,45325,50825,867,4680.25,355,1609,2132.75,36525,1819.5,15275,387
01.08.2020,10:00:00,10:15:00,1130.25,47025,474,878.25,4947,355,1608,2148.75,366,1768.25,38725,38575
01.08.2020,10:15:00,10:30:00,1126.25,45175,466,925.25,5202.75,355,1606.5,2140.75,36575,1768,2895,3855
01.08.2020,10:30:00,10:45:00,1126.25,438,47075,981,5430.5,355,1605.75,2131.75,361,1770.25,246,386
01.08.2020,10:45:00,11:00:00,1122.75,43625,467,1031.75,5590.5,3525,1604,2145,350,1768.5,20075,38625
01.08.2020,11:00:00,11:15:00,1115.5,45725,4665,1086.5,5730.5,3525,1604,2175.75,3145,1767.25,5755,38525
01.08.2020,11:15:00,11:30:00,1108.75,44075,49225,1124.25,5884.25,3525,1602.25,2171.75,31825,1764,522,38475
01.08.2020,11:30:00,11:45:00,1107.75,43475,52475,1161.75,6027,3525,1597,2164.75,31625,1759.25,525,38525
01.08.2020,11:45:00,12:00:00,1107.75,440,517,1212.75,6134.75,3525,1594.25,2131,31475,1735.75,51625,3845
01.08.2020,12:00:00,12:15:00,1098,46025,49775,1208.25,6212,3525,1595,2090.75,3165,1707.25,51425,38575
01.08.2020,12:15:00,12:30:00,1090,43375,49825,1178.75,6275.75,3525,1597.25,2087.25,31075,1720.75,48875,384
01.08.2020,12:30:00,12:45:00,1090.25,43275,529,1197,6350.5,3525,1595,2042.75,313,1723.5,492,38425
01.08.2020,12:45:00,13:00:00,1087.5,435,5315,1199.75,6393.75,3525,1594.25,2012,3195,1714,5025,38375
01.08.2020,13:00:00,13:15:00,1087.5,47675,550,1198.25,6379.75,3525,1595.5,1976.5,31825,1716.75,49425,38425
01.08.2020,13:15:00,13:30:00,1086,44725,546,1194.25,6342,3525,1594.75,1970.75,316,1715.25,4935,3845
01.08.2020,13:30:00,13:45:00,1081.75,4355,55975,1188.25,6297.25,35,1595.75,1983.25,3135,1717.5,4965,38425
01.08.2020,13:45:00,14:00:00,1079.5,43425,5395,1206.25,6265.5,35,1591.25,1959,31075,1720.75,50025,38425
01.08.2020,14:00:00,14:15:00,1077.75,4365,51575,1169,6179,35,1591.5,1900.25,30675,1747.25,49025,38525
01.08.2020,14:15:00,14:30:00,1076,432,535,1132,6121.25,35,1591.5,1894.25,30325,1749.75,4955,3865
01.08.2020,14:30:00,14:45:00,1073.25,43925,5905,1061.75,5961.5,35,1592.25,1901,2935,1747.75,49225,384
01.08.2020,14:45:00,15:00:00,1072,44125,59125,1003.75,5806.25,35,1593,1908.5,293,1745.25,5125,38325
01.08.2020,15:00:00,15:15:00,1073.75,44875,568,960,5652.5,35,1593.5,1929.25,29425,1780.5,47675,381
01.08.2020,15:15:00,15:30:00,1073.5,46425,55875,936.25,5382.75,35,1592.5,1934.25,2955,1807,49675,380
01.08.2020,15:30:00,15:45:00,1075.25,4685,53075,931.25,5140.75,35,1591,1932.25,29425,1806.75,49875,3815
01.08.2020,15:45:00,16:00:00,1076,46425,497,945.5,4859.25,35,1591.75,1966,293,1806.5,48625,383
01.08.2020,16:00:00,16:15:00,1081.25,44075,4985,946.25,4633.25,35,1592,2042.75,30475,1774.25,175,38075
01.08.2020,16:15:00,16:30:00,1083.75,43575,54425,951.5,4349,35,1594,2076,310,1785.5,16025,38175
01.08.2020,16:30:00,16:45:00,1086.25,4515,56075,932.25,4037,35,1594.75,2095.25,3255,1687.25,1875,382
01.08.2020,16:45:00,17:00:00,1083.75,44825,5835,949.75,3753.75,35,1594.75,2140.5,3335,1697.75,339,38275
01.08.2020,17:00:00,17:15:00,1092.75,43425,60125,992.25,3454.25,35,1593.25,2183.75,34225,1688,8975,38125
01.08.2020,17:15:00,17:30:00,1096,44075,618,1074.25,3144,35,1585.25,2294.75,34675,1638.5,16675,3835
01.08.2020,17:30:00,17:45:00,1097.25,44875,640,1148,2825.75,35,1591.25,2386.25,3475,1630.25,260,38175
01.08.2020,17:45:00,18:00:00,1100,444,674,1174.5,2507,35,1594,2458.25,34675,1680.25,443,3825
01.08.2020,18:00:00,18:15:00,1110,43525,679,1212,2156,35,1592.25,2499.25,3455,1684,11325,38025
01.08.2020,18:15:00,18:30:00,1113.5,434,65975,1226,1793,35,1593,2573.5,33525,1699.75,33925,38125
01.08.2020,18:30:00,18:45:00,1113.5,44575,67225,1186.75,1475,3525,1594.25,2605.75,32475,1705.25,406,38075
01.08.2020,18:45:00,19:00:00,1117,4485,65675,1156.5,1219.5,3525,1595.5,2618,325,1712,55475,38125
01.08.2020,19:00:00,19:15:00,1121.5,415,65225,1169.25,999.75,3525,1594.75,2635.25,3225,1756.75,5325,3815
01.08.2020,19:15:00,19:30:00,1128.5,43475,65825,1148.25,791.25,3525,1595.75,2656.25,32275,1772.75,62225,38175
01.08.2020,19:30:00,19:45:00,1127.75,442,6245,1127.5,607,355,1596,2661.25,31825,1774.75,67775,3815
01.08.2020,19:45:00,20:00:00,1130.25,44025,6015,1136.75,449.25,355,1596,2663.25,31325,1771.5,757,3825
01.08.2020,20:00:00,20:15:00,1128.25,43425,57425,1125,302,355,1596.25,2658,30925,1798.75,62375,38425
01.08.2020,20:15:00,20:30:00,1134,431,53575,1116.5,182.75,3575,1596.75,2667,328,1801,56925,38625
01.08.2020,20:30:00,20:45:00,1134.75,4295,48925,1174.25,88.5,355,1597.75,2668.75,3315,1927.5,593,38675
01.08.2020,20:45:00,21:00:00,1134.25,43525,464,1230,29.75,355,1599,2672,328,1925,5765,38475
01.08.2020,21:00:00,21:15:00,1132,469,4385,1296.25,8.5,355,1599.75,2670,33725,1959.75,7615,387
01.08.2020,21:15:00,21:30:00,1130,47825,413,1293,1.25,355,1600.5,2670.25,330,1963.25,73275,38775
01.08.2020,21:30:00,21:45:00,1125.5,463,41625,1312.5,0.25,355,1600.75,2675.25,3415,1959.25,7995,38675
01.08.2020,21:45:00,22:00:00,1122.5,4555,443,1347.25,0,355,1601.25,2675.75,342,1960.75,7915,388
01.08.2020,22:00:00,22:15:00,1116.25,48625,4275,1309.75,0,355,1602,2687.5,3635,2035,,38775
01.08.2020,22:15:00,22:30:00,1117,4845,41575,1286.5,0,3575,1603,2690.75,36725,2029,8715,3875
01.08.2020,22:30:00,22:45:00,1117,46425,43875,1274.5,0,3575,1604,2693,3685,2025.75,67425,387
01.08.2020,22:45:00,23:00:00,1117.75,42875,45025,1233,0,3575,1605.75,2689.25,361,2030.75,510,388
01.08.2020,23:00:00,23:15:00,1108.25,48225,44025,1198.5,0,3575,1606.5,2694,347,2055,29075,385
01.08.2020,23:15:00,23:30:00,1103.25,4365,4255,1208.75,0,3575,1606.5,2659.5,339,2054.25,20125,38675
01.08.2020,23:30:00,23:45:00,1101.75,405,420,1191.5,0,3575,1606.5,2614.75,33375,2003.25,1725,38825
01.08.2020,23:45:00,00:00:00,1103.5,40125,43425,1143.75,0,36,1605.75,2509.25,331,1999.25,21175,38775
02.08.2020,00:00:00,00:15:00,1090.25,45775,42975,1106.75,0,3625,1607.5,2378,34975,1863.5,11125,34875
02.08.2020,00:15:00,00:30:00,1086.75,418,4125,1071.75,0,365,1607.75,2298.5,3815,1876.25,4975,3515
02.08.2020,00:30:00,00:45:00,1087.25,42275,41025,1035.25,0,3625,1608,2265.25,38525,1877,1425,34875
02.08.2020,00:45:00,01:00:00,1089.5,42775,41825,1006.75,0,3625,1608.25,2208.5,38925,1875,1325,3475
02.08.2020,01:00:00,01:15:00,1083.75,459,424,972.75,0,365,1609,2174.5,39525,1874.25,9025,34575
02.08.2020,01:15:00,01:30:00,1083.75,423,417,965.75,0,365,1610.25,2144.75,4055,1864.5,8025,350
02.08.2020,01:30:00,01:45:00,1082.75,43225,40675,945,0,365,1610.5,2138.25,40725,1862,8275,3495
02.08.2020,01:45:00,02:00:00,1087.25,40875,376,926.25,0,365,1610.75,2109.75,4035,1865.25,6375,3485
02.08.2020,02:00:00,02:15:00,1082.5,429,35225,905.25,0,365,1611.75,2077.5,40225,1869,6725,3505
02.08.2020,02:15:00,02:30:00,1080.25,414,333,872.25,0,365,1612.5,2049.25,40825,1870,63,34925
02.08.2020,02:30:00,02:45:00,1078.5,4185,320,821.75,0,365,1613,2035.25,417,1870,59,350
02.08.2020,02:45:00,03:00:00,1077.25,4155,27225,827,0,365,1613.25,2001.5,41775,1863.5,645,3455
02.08.2020,03:00:00,03:15:00,1076.25,42625,24825,782.25,0,365,1614,1976,417,1855,1715,351
02.08.2020,03:15:00,03:30:00,1076.25,421,24625,795.25,0,365,1613.75,1960.5,3995,1853.5,18525,3495
02.08.2020,03:30:00,03:45:00,1075.5,43225,23825,784.25,0,3675,1603.5,1963,390,1858.5,19675,349
02.08.2020,03:45:00,04:00:00,1071.75,45375,23475,775.25,0,3675,1583.75,1960.5,39025,1850.25,1955,3505
02.08.2020,04:00:00,04:15:00,1079.5,457,2475,795.5,0,365,1567.5,1959.5,39025,1850.75,22175,350
02.08.2020,04:15:00,04:30:00,1077.5,45625,2235,803.75,0,365,1550,1965.25,3895,1827.25,22075,350
02.08.2020,04:30:00,04:45:00,1077,46325,19175,817.75,0,3675,1532.75,1955.5,390,1790.75,2255,3505
02.08.2020,04:45:00,05:00:00,1077.5,45325,16775,816.5,0,365,1515,1956.5,3885,1797.75,228,34975
02.08.2020,05:00:00,05:15:00,1079,47275,13525,861.25,0,365,1497,1934.25,388,1774.75,164,34825
02.08.2020,05:15:00,05:30:00,1077.5,429,10525,900.75,0.75,365,1478.75,1922.5,38875,1771,1775,3475
02.08.2020,05:30:00,05:45:00,1076.25,42625,825,862.5,3.5,365,1461,1926.75,38875,1761.5,17625,350
02.08.2020,05:45:00,06:00:00,1078.75,42275,5825,852.5,15.75,365,1442.5,1923,3885,1773.25,178,34925
02.08.2020,06:00:00,06:15:00,1085.5,43825,605,872.5,46.5,365,1424,1955.5,38875,1790.5,26375,34875
02.08.2020,06:15:00,06:30:00,1086,438,41,890.75,107.25,365,1406,1952.25,38975,1781.5,2655,34725
02.08.2020,06:30:00,06:45:00,1088,434,465,909.75,212.75,365,1400,1926.25,389,1787.75,2675,34875
02.08.2020,06:45:00,07:00:00,1086,43425,43,941.5,330,365,1397.75,1918.75,38775,1791.5,2745,34875
02.08.2020,07:00:00,07:15:00,1097.25,48925,29,942.5,470.5,365,1395.25,1973,38775,1837.75,2765,352
02.08.2020,07:15:00,07:30:00,1101,49225,255,948,630.25,365,1399,1990.5,387,1827.75,2865,353
02.08.2020,07:30:00,07:45:00,1104.25,4665,4425,919,798.75,365,1399.25,1982,37975,1827.25,28625,3495
02.08.2020,07:45:00,08:00:00,1108.25,461,5125,858,984.75,365,1397.25,1984.5,363,1843.25,28325,34775
02.08.2020,08:00:00,08:15:00,1116.25,44925,365,827.5,1170.5,365,1395,2001.25,33075,1842,1945,3445
02.08.2020,08:15:00,08:30:00,1121.25,43975,33,759.75,1402.25,365,1395,2002,3335,1845.25,19475,348
02.08.2020,08:30:00,08:45:00,1120.75,4415,34,725.5,1621.25,365,1397.25,2003.5,3325,1856.25,19175,350
02.08.2020,08:45:00,09:00:00,1121,439,40,713,1860.25,365,1397,2005.25,332,1866.5,1905,351
02.08.2020,09:00:00,09:15:00,1119.25,4705,53,663.5,2064.25,365,1394.25,2026.5,33325,1868.5,191,3485
02.08.2020,09:15:00,09:30:00,1120.5,46275,5175,681.5,2281.5,365,1389.75,2038,3325,1859,18875,34475
02.08.2020,09:30:00,09:45:00,1123.25,46425,5125,701,2478.5,365,1389,2042.25,33125,1854.75,177,3495
02.08.2020,09:45:00,10:00:00,1119.75,454,70,705.75,2653,365,1389.75,2044.25,33275,1854.75,17825,34925
02.08.2020,10:00:00,10:15:00,1117.5,45325,10875,744.75,2786.75,365,1392,2029.25,28675,1846.75,265,34675
02.08.2020,10:15:00,10:30:00,1118.25,47375,11175,745.75,2892,365,1400.75,2039.25,2795,1847.5,23575,346
02.08.2020,10:30:00,10:45:00,1117.25,45775,1205,747.5,2961.75,365,1416,2046.5,27975,1854,24375,34575
02.08.2020,10:45:00,11:00:00,1114.75,47725,1415,744.5,3045.75,365,1433,2045.5,28275,1849.5,2395,34575
02.08.2020,11:00:00,11:15:00,1113,4425,17275,764.75,3126.75,365,1454,2072.25,2865,1835.25,36075,34875
02.08.2020,11:15:00,11:30:00,1112,437,195,844.25,3177.25,365,1468.5,2080.5,2875,1831.25,34025,3475
02.08.2020,11:30:00,11:45:00,1110.75,4485,2295,836,3204.75,365,1486,2081.75,2875,1831.75,3345,3465
02.08.2020,11:45:00,12:00:00,1111,443,27525,823.25,3188.25,365,1502.75,2056.75,28825,1842.75,33975,346
02.08.2020,12:00:00,12:15:00,1104.25,486,338,816.5,3210.5,3675,1504.75,2052.75,28575,1832.5,51375,3455
02.08.2020,12:15:00,12:30:00,1103.5,44775,39225,872,3249.75,3675,1506,2061.25,28525,1827.75,52425,3455
02.08.2020,12:30:00,12:45:00,1097.5,43225,4045,859.75,3256.75,3675,1506.75,2086.75,281,1828.25,5345,34575
02.08.2020,12:45:00,13:00:00,1099.5,43225,42525,915,3331.5,3675,1506.25,2100,28025,1824.25,52625,34925
02.08.2020,13:00:00,13:15:00,1096.75,45975,47725,945,3372.5,3675,1506,2079,276,1816,5255,35075
02.08.2020,13:15:00,13:30:00,1099.75,437,4885,1036.25,3358.75,3675,1505,2058.75,2775,1827.5,5225,3495
02.08.2020,13:30:00,13:45:00,1099.5,45375,51175,1079,3356.75,3675,1505.5,2060.5,27675,1827.5,5285,351
02.08.2020,13:45:00,14:00:00,1097.5,433,528,1081.25,3373.25,3675,1505.5,2046,2795,1833.75,52325,352
02.08.2020,14:00:00,14:15:00,1097.5,478,54425,1083.5,3348.75,365,1504.75,2038.75,288,1800.25,566,3535
02.08.2020,14:15:00,14:30:00,1092.5,45825,55575,1050.75,3305.5,365,1505.5,2038.5,28825,1786.75,564,353
02.08.2020,14:30:00,14:45:00,1087.25,46125,56325,1100,3230,365,1504.5,2043.5,28825,1787.5,55575,35225
02.08.2020,14:45:00,15:00:00,1085.5,45175,60625,1160,3163,365,1504,2034.75,29425,1787.75,545,35025
02.08.2020,15:00:00,15:15:00,1085.25,477,669,1192,3016.25,365,1500.5,2070,29225,1755.75,606,35125
02.08.2020,15:15:00,15:30:00,1089.75,4375,67225,1235.25,2823,365,1502.5,2046.25,29175,1754.25,54825,3535
02.08.2020,15:30:00,15:45:00,1064,457,66375,1273.5,2661.75,365,1502.25,2048,29125,1748.25,548,35275
02.08.2020,15:45:00,16:00:00,1083.25,440,6745,1294.5,2537.25,365,1499.5,2050.5,2925,1751.25,5445,3535
02.08.2020,16:00:00,16:15:00,1099.25,45725,659,1334.5,2432.75,365,1503.75,2055.75,29175,1763.25,40775,3525
02.08.2020,16:15:00,16:30:00,1098.75,460,7235,1376,2326.5,365,1503.75,2062.75,292,1788.25,39475,35025
02.08.2020,16:30:00,16:45:00,1099.75,44025,75275,1474,2209.5,365,1503.25,2078.25,2905,1790.75,38775,35375
02.08.2020,16:45:00,17:00:00,1105.5,46875,713,1507.75,2099,365,1503.5,2145.5,29125,1789.5,42075,3535
02.08.2020,17:00:00,17:15:00,1109.25,432,7145,1550.25,1981.25,365,1502.25,2211.75,293,1782.75,83,35075
02.08.2020,17:15:00,17:30:00,1106.75,46475,70575,1581.75,1812.5,365,1504.25,2247.5,29275,1774.5,7775,352
02.08.2020,17:30:00,17:45:00,1104.25,482,663,1608,1627.25,365,1504.25,2282.75,294,1791,9475,3515
02.08.2020,17:45:00,18:00:00,1116,49925,66575,1639.75,1466.5,365,1503.75,2323.75,30275,1810.5,170,35025
02.08.2020,18:00:00,18:15:00,1125.5,43825,65825,1649,1317.5,365,1500,2416.5,30675,1826.25,1795,349
02.08.2020,18:15:00,18:30:00,1132.75,448,6425,1667.75,1179.75,365,1503.5,2496.5,309,1822.5,17175,35075
02.08.2020,18:30:00,18:45:00,1133.25,4595,60825,1657,1020.25,365,1504.25,2551.75,30975,1873,154,34925
02.08.2020,18:45:00,19:00:00,1132.5,4825,57325,1561,862.25,3625,1504.5,2616.75,31225,1883.25,21875,34825
02.08.2020,19:00:00,19:15:00,1139.5,42625,55175,1505.75,722.75,36,1500.25,2629,3135,1888.25,3975,3495
02.08.2020,19:15:00,19:30:00,1143,4415,53325,1492.5,579,36,1503.5,2689.25,313,1862.25,2875,34925
02.08.2020,19:30:00,19:45:00,1136.25,444,5105,1421.25,450.5,3625,1504.5,2711,31325,1882.25,19675,349
02.08.2020,19:45:00,20:00:00,1137.5,464,48525,1349.75,336.75,365,1504.25,2736.75,313,1902.75,304,34825
