Date,Start,End,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,Other conventional [MWh] Original resolutions
10.07.2022,17:45:00,18:00:00,1095,36375,41575,3644.25,3220.75,2575,929,2844.25,1,556.25,142,32525
10.07.2022,18:00:00,18:15:00,1112.5,3585,40725,3540.75,2872.25,2575,943,2878.25,,584.75,8875,32575
10.07.2022,18:15:00,18:30:00,1122,3775,39225,3413.75,2528.25,2575,978.5,2940,,587.75,75,32525
10.07.2022,18:30:00,18:45:00,1123.75,392,38725,3292.5,2174.75,2575,990.5,2978.5,,592.5,2355,326
10.07.2022,18:45:00,19:00:00,1127.5,407,38975,3184.25,1832.5,2575,997.25,3012.75,1,600,34875,32525
10.07.2022,19:00:00,19:15:00,1131,34575,39975,3086.25,1510,2575,989,3032.5,,651,1515,33375
10.07.2022,19:15:00,19:30:00,1137,3735,38125,2946.75,1203,2575,979.5,3042.5,,667.25,3065,334
10.07.2022,19:30:00,19:45:00,1140.25,39125,37225,2769,944.75,26,978.75,3053,,669.5,4945,33525
10.07.2022,19:45:00,20:00:00,1142.5,42275,36575,2620.75,736,26,980.25,3064.25,,687,78375,334
10.07.2022,20:00:00,20:15:00,1146.25,346,3835,2419.75,541,26,978.75,3077.5,,712,195,3345
10.07.2022,20:15:00,20:30:00,1154.5,3765,400,2251,379,26,980,3086.75,,710.5,27525,33225
10.07.2022,20:30:00,20:45:00,1155.25,38925,39825,2089,234.75,26,981.25,3082.75,,714,36675,334
10.07.2022,20:45:00,21:00:00,1153.5,40775,37875,1951.75,126.5,26,982,3089,,722.25,521,332
10.07.2022,21:00:00,21:15:00,1152.75,376,38825,1871,52,26,981.75,3084,2,729,65575,33175
10.07.2022,21:15:00,21:30:00,1154.5,3645,42525,1807.75,13.25,26,981.5,3083.25,,732.5,60575,333
10.07.2022,21:30:00,21:45:00,1154.5,37325,44075,1772.5,3,2625,982.25,3088.25,2,730.25,63125,33275
10.07.2022,21:45:00,22:00:00,1155.25,39325,4205,1726.75,0.75,2625,981.5,3088.25,,723.25,73025,333
10.07.2022,22:00:00,22:15:00,1147,411,42975,1723.5,0.25,2625,983.25,3097.25,2,723,,333
10.07.2022,22:15:00,22:30:00,1143.5,406,4375,1715.5,0,2625,983,3097.75,2,719.5,9465,33275
10.07.2022,22:30:00,22:45:00,1141.75,386,433,1720.75,0,2625,982.75,3093,,713.5,78525,333
10.07.2022,22:45:00,23:00:00,1141,3625,39525,1756.5,0,2625,982.25,3089.5,,688.5,58125,332
10.07.2022,23:00:00,23:15:00,1126.5,380,3615,1768.25,0,265,983.25,3101.5,,713.5,49125,332
10.07.2022,23:15:00,23:30:00,1119,37125,353,1792.5,0,265,982.75,3096.25,,718.25,375,33425
10.07.2022,23:30:00,23:45:00,1112.5,3485,33725,1796.25,0,265,982,3089,,696.75,18925,3345
10.07.2022,23:45:00,00:00:00,1109.25,3675,32925,1765.5,0,265,980,3091,,698.75,905,3345
11.07.2022,00:00:00,00:15:00,1070.5,35925,33425,1719,0,265,995,3097.25,,679.75,5275,31175
11.07.2022,00:15:00,00:30:00,1064.5,325,31825,1694.75,0,265,1003.25,3087,,674.25,1075,3115
11.07.2022,00:30:00,00:45:00,1063.5,31875,31775,1656,0,265,1003.75,3088,,676,14,3105
11.07.2022,00:45:00,01:00:00,1064.5,31775,3185,1595,0,265,1004,3086.75,,670,155,31175
11.07.2022,01:00:00,01:15:00,1055.75,3595,3135,1555.5,0,265,998,3090.25,,684.25,60,30925
11.07.2022,01:15:00,01:30:00,1055,361,3035,1540.25,0,265,984.25,3092.75,,693.5,465,3075
11.07.2022,01:30:00,01:45:00,1054.25,34775,2985,1534.5,0,265,983.25,3081.5,,694.25,725,3085
11.07.2022,01:45:00,02:00:00,1051.25,33825,3055,1516.75,0,265,983,3080.75,2,695.5,3575,3095
11.07.2022,02:00:00,02:15:00,1049.5,350,3065,1467,0,265,985.5,3099,,696,3875,30875
11.07.2022,02:15:00,02:30:00,1049.5,35975,32375,1418.5,0,265,983,3085.25,,707,725,30825
11.07.2022,02:30:00,02:45:00,1049.75,35875,33275,1380.5,0,265,983.75,3090,2,710,125,31025
11.07.2022,02:45:00,03:00:00,1051,34725,35175,1384.5,0,265,987.75,3082.25,,724.5,25,3095
11.07.2022,03:00:00,03:15:00,1048.75,32825,37225,1358.25,0,265,995,3082.75,,731.75,15,3105
11.07.2022,03:15:00,03:30:00,1048.25,323,3905,1336.5,0,265,994,3083.25,2,745,0,311
11.07.2022,03:30:00,03:45:00,1048,31475,4005,1316.5,0,265,995.5,3094,,755.75,0,31175
11.07.2022,03:45:00,04:00:00,1045.75,31475,40225,1305,0,265,1004.25,3089.5,2,765,0,312
11.07.2022,04:00:00,04:15:00,1048.5,3245,4315,1282,0,265,1006.25,3092.5,,815.25,25,3105
11.07.2022,04:15:00,04:30:00,1052.25,333,41275,1245,0,2625,1006,3092.5,,892.75,25,31175
11.07.2022,04:30:00,04:45:00,1053.25,32775,4075,1226.75,0,2625,1005.75,3093.25,,966.75,0,31075
11.07.2022,04:45:00,05:00:00,1056,33025,3935,1204.75,0.25,265,1005.5,3089.75,2,1077,0,31325
11.07.2022,05:00:00,05:15:00,1062.75,324,38825,1153.25,6.5,2625,1004.5,3084.25,,1170.75,325,30875
11.07.2022,05:15:00,05:30:00,1067.25,32675,4015,1142,25.75,2625,1005.75,3097.75,,1196,425,309
11.07.2022,05:30:00,05:45:00,1067.75,3255,394,1137,57.5,2625,1006.25,3093.5,,1295,60,30875
11.07.2022,05:45:00,06:00:00,1072,3655,4055,1086,117.25,2625,1005.75,3083.25,2,1331.75,194,30925
11.07.2022,06:00:00,06:15:00,1102.75,3355,40625,1015,215.5,2625,1005.75,3076.5,,1500,332,306
11.07.2022,06:15:00,06:30:00,1117,35475,4155,935.75,352,26,1006,3079.75,,1609.75,46725,306
11.07.2022,06:30:00,06:45:00,1122,3745,41325,832.25,518.5,26,1006.25,3078.5,,1725,53825,30525
11.07.2022,06:45:00,07:00:00,1130.75,38675,41675,743.25,726.75,26,1006,3069.75,,1845.5,74625,306
11.07.2022,07:00:00,07:15:00,1146,3755,401,639.25,979,26,1005,3069.75,2,2042.75,717,31375
11.07.2022,07:15:00,07:30:00,1153.25,36925,40475,563.75,1246.75,2575,1005.5,3071.75,,2134.25,8115,3145
11.07.2022,07:30:00,07:45:00,1156.25,36475,40825,522.75,1554,2575,1005.5,3081,,2199.75,803,31325
11.07.2022,07:45:00,08:00:00,1161,36675,3785,501.75,1885.5,255,1005.5,3073,,2209,81025,31475
11.07.2022,08:00:00,08:15:00,1164.25,37475,35675,508.25,2220.25,255,1004.5,3076.25,,2202,1,3135
11.07.2022,08:15:00,08:30:00,1167.25,379,366,540,2546,255,1005,3078.5,,2200.5,95125,314
11.07.2022,08:30:00,08:45:00,1161,37975,3745,552.75,2867.25,2575,1005,3079.25,,2189,70975,31325
11.07.2022,08:45:00,09:00:00,1157.5,356,38825,569.5,3204.75,255,1004.5,3064,2,2189,49575,31325
11.07.2022,09:00:00,09:15:00,1144.25,3805,3605,579,3546.75,255,1005,3054.25,2,2171.75,6885,31125
11.07.2022,09:15:00,09:30:00,1141.25,38825,33325,626,3835.5,255,1004.25,3033.5,,2183.5,447,3135
11.07.2022,09:30:00,09:45:00,1140,36575,3205,643.75,4144,255,1004,3033.5,2,2189.25,33725,313
11.07.2022,09:45:00,10:00:00,1139.25,336,305,661.25,4414.5,255,1003.5,3021.5,,2175.5,176,3135
11.07.2022,10:00:00,10:15:00,1122.5,38925,2875,650,4621.75,255,1004.25,3011.25,,2165,44825,33325
11.07.2022,10:15:00,10:30:00,1114.75,35925,29025,653,4819,255,1002.75,3001.25,,2165,28675,33225
11.07.2022,10:30:00,10:45:00,1113.75,357,270,670.5,4987.5,255,1002,3012.75,2,2147.5,1645,3325
11.07.2022,10:45:00,11:00:00,1114.25,336,25825,690.5,5171,255,1003.5,2998.5,,2146,13075,33325
11.07.2022,11:00:00,11:15:00,1102.75,371,23225,689.5,5223.75,255,1002.5,2997.75,,2153.75,327,33325
11.07.2022,11:15:00,11:30:00,1103.25,3615,22325,697.5,5336.5,255,1001.75,3008.5,2,2163,32975,33225
11.07.2022,11:30:00,11:45:00,1104.75,3585,216,725.75,5471.75,255,1001.5,3006.75,,2163.25,2285,33325
11.07.2022,11:45:00,12:00:00,1105.25,350,214,705.75,5527.5,255,1002,3004.75,,2164.75,22925,33375
11.07.2022,12:00:00,12:15:00,1086,3725,2145,697.25,5609.25,255,1001.25,3001.25,,1985.25,2875,3335
11.07.2022,12:15:00,12:30:00,1082.25,368,20225,714.25,5693.5,255,1000.75,3001,,1781,161,33325
11.07.2022,12:30:00,12:45:00,1083.75,3635,1965,696.25,5752.75,255,1000,3005.25,,1727,1965,333
11.07.2022,12:45:00,13:00:00,1085,3515,1855,705.25,5867,255,997,2996,,1731.25,8375,33275
11.07.2022,13:00:00,13:15:00,1080,3795,18575,743.25,5935.75,255,998,2992.25,,1718.25,156,328
11.07.2022,13:15:00,13:30:00,1075,3615,18775,751.5,5939.25,255,998.75,2991,,1718.75,5225,324
11.07.2022,13:30:00,13:45:00,1070.5,32925,1885,751.5,5989.75,255,998.25,2996.75,,1711.75,105,328
11.07.2022,13:45:00,14:00:00,1066.75,341,17425,792.75,6086,255,998,2995,,1709,375,3295
11.07.2022,14:00:00,14:15:00,1063,35025,1735,809.75,6040.75,255,997.75,2993,2,1706,1575,33175
11.07.2022,14:15:00,14:30:00,1064.5,33975,1645,803,6029.5,255,998.5,2990.75,,1681.5,3,33275
11.07.2022,14:30:00,14:45:00,1063,3365,15725,810.25,6007.5,255,997.25,2992.25,,1692.75,25,3325
11.07.2022,14:45:00,15:00:00,1063.25,336,1495,824.5,5976.5,255,997.25,2980,,1675.25,25,3335
11.07.2022,15:00:00,15:15:00,1064.5,33875,140,840.25,5917.75,255,998,2992.25,,1703.75,25,333
11.07.2022,15:15:00,15:30:00,1069.25,338,13475,869.5,5769.25,255,997.75,2989.5,,1714.5,125,333
11.07.2022,15:30:00,15:45:00,1068,35075,12325,875,5611.25,255,996.5,2986,2,1701.75,8,33075
11.07.2022,15:45:00,16:00:00,1070,34125,139,872.75,5480,255,995,2986.25,,1711.75,15,33075
11.07.2022,16:00:00,16:15:00,1081.5,3385,15925,883.25,5262.25,255,994.5,2990.25,,1736,445,33225
11.07.2022,16:15:00,16:30:00,1088.5,34275,1725,864.5,5029.25,255,995.25,2995,,1759.25,5725,33125
11.07.2022,16:30:00,16:45:00,1087.75,33625,192,860.75,4787.5,255,996,2990.75,,1817.5,15125,33325
11.07.2022,16:45:00,17:00:00,1089.75,3425,21375,878,4519,255,995.75,2987.25,,1895.75,22725,3335
11.07.2022,17:00:00,17:15:00,1109.5,34075,22525,883.75,4232.25,255,995.75,2990.5,,2140.25,132,33475
11.07.2022,17:15:00,17:30:00,1113,34525,2335,923.5,3950.75,255,995,3009,,2366,1635,3345
11.07.2022,17:30:00,17:45:00,1122,36325,23225,950.25,3600.25,255,995,3012.5,,2446.25,410,335
11.07.2022,17:45:00,18:00:00,1128.75,3615,2395,936.25,3299.5,255,994.5,3016.5,,2462.75,46425,3325
11.07.2022,18:00:00,18:15:00,1147,340,24075,979.75,2979.75,255,994.5,3020.25,,2467,138,33325
11.07.2022,18:15:00,18:30:00,1151.25,353,22875,983.25,2636.5,2525,995.25,3019.5,2,2460.75,4135,3335
11.07.2022,18:30:00,18:45:00,1152.75,39025,21025,988.5,2294,255,995.25,3034,2,2470,7255,33425
11.07.2022,18:45:00,19:00:00,1155,39975,19775,994,1969.5,255,995.75,3030.25,,2327.5,1,33275
11.07.2022,19:00:00,19:15:00,1161.25,3695,195,966.75,1627.75,255,994.25,3016.25,,2342,80675,3335
11.07.2022,19:15:00,19:30:00,1165.5,4025,1875,973.75,1332.5,255,995.5,3045,,2343.75,,33425
11.07.2022,19:30:00,19:45:00,1164.25,39675,16075,949.25,1048.75,255,995.75,3046,,2347.25,,334
11.07.2022,19:45:00,20:00:00,1164.25,39175,14875,933.5,822.5,255,995.75,3043.75,,2352,,334
11.07.2022,20:00:00,20:15:00,1164.5,37025,12925,935,633,255,995.25,3028.75,,2388.25,1,33475
11.07.2022,20:15:00,20:30:00,1165.75,37475,1175,899,454.75,255,995.5,3032,,2510.75,,33425
11.07.2022,20:30:00,20:45:00,1168.25,37575,11025,857.75,299.75,255,995.5,3033.75,2,2518,1,33525
11.07.2022,20:45:00,21:00:00,1167.25,3755,10475,836,167.25,255,995.75,3034.5,2,2511.25,,335
11.07.2022,21:00:00,21:15:00,1160.25,37625,8975,833.75,75.5,255,995.75,3042.75,,2518.75,,33625
11.07.2022,21:15:00,21:30:00,1158,362,7075,882.25,19.5,255,996,3039.5,2,2508.25,1,33675
11.07.2022,21:30:00,21:45:00,1155.5,366,605,872.25,3,255,996.75,3040.25,,2509.5,,335
11.07.2022,21:45:00,22:00:00,1154.5,3525,6025,826.5,0.25,255,995.75,3039,,2518.75,1,3355
11.07.2022,22:00:00,22:15:00,1136.75,37225,5425,814.25,0.25,2575,997.25,3048.75,,2531,,3355
11.07.2022,22:15:00,22:30:00,1132,37775,5275,824.75,0,2575,997.5,3039,2,2516.5,,336
11.07.2022,22:30:00,22:45:00,1129.75,37175,4875,815,0,2575,997.25,3045.25,,2514,,335
11.07.2022,22:45:00,23:00:00,1126.5,3795,475,812,0,2575,995.5,3040.5,,2507,826,33375
11.07.2022,23:00:00,23:15:00,1109,38525,425,808,0,2575,998.75,3047,,2424.25,60125,329
11.07.2022,23:15:00,23:30:00,1103.5,37575,3825,831.25,0,2575,997.75,3037.25,,2392.25,3275,3295
11.07.2022,23:30:00,23:45:00,1100.25,35825,46,821.5,0,2575,997.75,3035.5,2,2393.25,1815,331
11.07.2022,23:45:00,00:00:00,1095.25,34775,5375,806.5,0,2575,997.75,3023.25,2,2388.5,1055,33075
12.07.2022,00:00:00,00:15:00,1070.75,369,66,787,0,2575,999.25,3035.5,,2291,346,30975
12.07.2022,00:15:00,00:30:00,1065.25,3785,6675,797,0,2575,999,3019,,2207,28125,30975
12.07.2022,00:30:00,00:45:00,1063.75,366,735,792.5,0,2575,999,3016.25,,2117,125,3095
12.07.2022,00:45:00,01:00:00,1061,3495,63,827.75,0,2575,998.25,3000.5,,2035,2145,308
12.07.2022,01:00:00,01:15:00,1053.25,3735,5775,833.75,0,2575,999.25,2975.75,,2014.75,27175,30975
12.07.2022,01:15:00,01:30:00,1051.5,3635,60,813.75,0,2575,1000,2963,,2010.5,104,30975
12.07.2022,01:30:00,01:45:00,1049.25,35825,66,823,0,2575,1000,2964.5,2,2016.75,4925,30925
12.07.2022,01:45:00,02:00:00,1050.25,348,6675,849.5,0,2575,1000,2961.75,2,2007.5,12,30775
12.07.2022,02:00:00,02:15:00,1043.75,36375,7175,870.75,0,2575,1000.5,2971.5,,2009,77,30375
12.07.2022,02:15:00,02:30:00,1044.5,34975,80,858,0,2575,999.75,2977.5,2,2001.75,3125,3065
12.07.2022,02:30:00,02:45:00,1043.5,35475,9275,835.75,0,2575,1000.75,2976.75,,2010.5,2375,3075
12.07.2022,02:45:00,03:00:00,1042.5,352,91,821.75,0,2575,1001.25,2984.5,,2013,2225,30675
12.07.2022,03:00:00,03:15:00,1042.75,35225,9425,802.75,0,2575,1001.75,2985.5,,2009.5,205,3065
12.07.2022,03:15:00,03:30:00,1042,35675,97,775.5,0,2575,1002.25,2980.75,,2002,24,306
12.07.2022,03:30:00,03:45:00,1043.5,3565,102,739.75,0,2575,1002.75,2976,2,2007.75,2525,30525
12.07.2022,03:45:00,04:00:00,1040.5,366,1045,727.75,0,2575,1001.75,2976.75,2,2007,27,3045
12.07.2022,04:00:00,04:15:00,1044.75,3655,10825,710.5,0,2575,1002.75,2988.25,,2023.25,2725,304
12.07.2022,04:15:00,04:30:00,1048.25,37825,1175,683.75,0,2575,1002.75,2986.25,,2023.75,62,303
12.07.2022,04:30:00,04:45:00,1050.75,39275,126,670.75,0,2575,1003,2979.75,,2029.25,595,30375
12.07.2022,04:45:00,05:00:00,1051.75,3845,148,665.75,0.25,2575,1003.5,2990.75,,2027,4625,307
12.07.2022,05:00:00,05:15:00,1062,36325,13775,694.75,5,2575,1003.5,2987.75,,2050.25,3125,31125
12.07.2022,05:15:00,05:30:00,1066,36375,141,673.75,18.75,2575,1003.5,3013.5,,2060.75,435,310
12.07.2022,05:30:00,05:45:00,1066.25,37625,14125,664,54.5,2575,1004.25,3047.5,2,2064,8175,31075
12.07.2022,05:45:00,06:00:00,1071.5,389,14525,682.75,134.5,2575,1004,3047.25,2,2122.75,18775,30975
12.07.2022,06:00:00,06:15:00,1108.25,381,13525,679,249,2575,1004,3045.25,2,2280.5,1435,310
12.07.2022,06:15:00,06:30:00,1123.75,392,1295,644.75,407.25,2575,1004.75,3047,,2313.5,26325,3075
12.07.2022,06:30:00,06:45:00,1126.5,4035,1295,597.75,597.75,2575,1003.5,3047.75,,2318,45175,30825
12.07.2022,06:45:00,07:00:00,1131.5,41075,13025,543.25,841.75,2575,1003.75,3052.75,,2319.75,52125,305
12.07.2022,07:00:00,07:15:00,1150,45575,12025,466,1160.5,2575,1003,3061.5,2,2263,98775,30675
12.07.2022,07:15:00,07:30:00,1157.75,45675,1135,371,1530.5,255,1003.25,3057,,2265.75,1,30925
12.07.2022,07:30:00,07:45:00,1161,45175,114,291.25,1949.25,255,1002.75,3059.5,2,2270,1,32525
12.07.2022,07:45:00,08:00:00,1161.5,4295,126,250.75,2407.5,255,1002.25,3064.75,,2232.75,857,33575
12.07.2022,08:00:00,08:15:00,1162,4215,12925,214.75,2897.25,255,1001.25,3069.5,2,2201.75,,34675
12.07.2022,08:15:00,08:30:00,1162,405,1335,200.25,3448.25,255,1001,3067.25,,2200,,36025
12.07.2022,08:30:00,08:45:00,1155.75,386,1555,195.5,4011.5,255,1001,3065.25,2,2195.25,74825,360
12.07.2022,08:45:00,09:00:00,1146.5,38075,15725,220.25,4550.25,255,1000.25,3058.25,,2188,43375,35725
12.07.2022,09:00:00,09:15:00,1132.25,44225,156,263.25,5069.5,255,1001,3036.5,,2149,6725,35925
12.07.2022,09:15:00,09:30:00,1122,440,15775,309.25,5526.25,255,999.75,3024,2,2148.25,35875,3605
12.07.2022,09:30:00,09:45:00,1119,384,1565,343,5987.5,255,999.25,2977,,2195.75,6875,36275
12.07.2022,09:45:00,10:00:00,1114.75,40575,1655,375,6385.75,255,999.25,2970.5,,2179.5,26,359
12.07.2022,10:00:00,10:15:00,1089.75,383,19275,376.5,6703,255,999.5,2940.75,,1926,1085,35975
12.07.2022,10:15:00,10:30:00,1084.75,3655,21625,379.75,6994,255,998.25,2929.25,,1772.5,7875,35875
12.07.2022,10:30:00,10:45:00,1084.5,364,23525,408.5,7245,255,998.5,2947,,1678.75,65,36025
12.07.2022,10:45:00,11:00:00,1087,36975,25925,423.75,7509.75,255,998.25,2975.75,,1550.5,615,36025
12.07.2022,11:00:00,11:15:00,1081.25,39975,2825,454.75,7729.75,255,998.25,2933.25,,1452.75,119,3595
12.07.2022,11:15:00,11:30:00,1077.25,39525,309,461.75,7926,255,996.75,2921.25,,1416.75,6575,35975
12.07.2022,11:30:00,11:45:00,1075.75,4005,32325,480.5,8159.75,2525,997,2922.5,,1373,77,358
12.07.2022,11:45:00,12:00:00,1076,37675,361,464.75,8316.5,2525,996.75,2945,,1335.25,26,34725
12.07.2022,12:00:00,12:15:00,1058,37075,38475,480.5,8550.75,2525,994.5,2953.25,,1239.75,3,3415
12.07.2022,12:15:00,12:30:00,1056.75,370,410,515,8712.75,2525,994.75,2961.75,,1228.25,45,3305
12.07.2022,12:30:00,12:45:00,1057.25,36875,4315,552.25,8847.5,2525,986,2960.75,,1256.25,6,3085
12.07.2022,12:45:00,13:00:00,1052,3575,470,599,8941.25,255,975.25,2987,,1300.75,0,3085
12.07.2022,13:00:00,13:15:00,1047,36075,4965,607,8983.75,2525,992.25,3025.25,,1101.75,0,30975
12.07.2022,13:15:00,13:30:00,1047,359,52875,590.75,8980.25,2525,995,3010.25,,1074,0,31025
12.07.2022,13:30:00,13:45:00,1049,357,54525,643.25,8971.75,255,994,2981,,972,0,309
12.07.2022,13:45:00,14:00:00,1046.5,3565,5765,608.75,8896.75,2525,991.5,2932.75,,1035.5,5,309
12.07.2022,14:00:00,14:15:00,1047.75,3605,596,669.5,8830.5,2525,993.25,2956.25,,1037,5,30925
12.07.2022,14:15:00,14:30:00,1053.25,3595,63025,687.25,8729,2525,993.25,2968.5,,1055.25,25,30975
12.07.2022,14:30:00,14:45:00,1052,357,658,684.25,8631.25,2525,992.5,3010,,1103.5,0,31075
12.07.2022,14:45:00,15:00:00,1051.5,36025,6845,704,8496,255,991.5,3009.75,1,1116.5,125,31075
12.07.2022,15:00:00,15:15:00,1054.25,36125,6935,743.5,8301.5,2525,991,2999,1,1106.75,225,3085
12.07.2022,15:15:00,15:30:00,1050.75,3735,7085,754.25,8110,2525,991.5,3027.75,2,1170,375,3095
12.07.2022,15:30:00,15:45:00,1052.25,36075,73225,747.25,7858.25,255,991.5,3025.25,,1171.75,15,308
12.07.2022,15:45:00,16:00:00,1053,35175,75825,762,7618.25,2525,991.25,3013.25,,1176.75,5,306
12.07.2022,16:00:00,16:15:00,1062.75,353,7755,770.25,7324.25,2525,990.75,3016,,1353,5,30475
12.07.2022,16:15:00,16:30:00,1065.75,35675,782,782.75,6943,2525,990.75,2998.25,,1355,0,30475
12.07.2022,16:30:00,16:45:00,1065,365,811,790.5,6556.5,255,990.5,3018.25,,1400,4025,30525
12.07.2022,16:45:00,17:00:00,1065.75,37675,85475,792,6144.75,2575,990,3015,,1445,495,30575
12.07.2022,17:00:00,17:15:00,1083.75,36375,846,789.75,5701.25,2575,989,3009.25,2,1622.75,615,3085
12.07.2022,17:15:00,17:30:00,1093,370,853,777.25,5214,2575,989.5,3005.25,,1705,11075,30675
12.07.2022,17:30:00,17:45:00,1099.5,40325,84125,790.75,4727.75,2575,989.5,3014.75,,1752.75,27775,306
12.07.2022,17:45:00,18:00:00,1109.5,406,8765,778.25,4228.25,2575,989.25,3013,,1828.5,57625,30625
12.07.2022,18:00:00,18:15:00,1132,354,88025,756.75,3713.25,255,987.5,3012.5,2,2077.5,239,306
12.07.2022,18:15:00,18:30:00,1144.25,368,86825,745.5,3187,2575,989.75,3023.75,2,2162.75,36725,30675
12.07.2022,18:30:00,18:45:00,1146,44775,8475,726.5,2677.5,2575,990.75,3018.75,,2205.5,74625,309
12.07.2022,18:45:00,19:00:00,1146.25,45375,803,702.75,2224,2575,991.25,3008.5,2,2231.25,,30825
12.07.2022,19:00:00,19:15:00,1151,39425,78075,680.25,1783.75,2575,989.5,3007.5,,2270.25,1,30475
12.07.2022,19:15:00,19:30:00,1154.75,4435,75325,651,1390,2575,990.75,3020.75,,2265.75,,3055
12.07.2022,19:30:00,19:45:00,1158.75,44875,76525,636.75,1073,255,990.5,3020,,2268.25,,30725
12.07.2022,19:45:00,20:00:00,1159.75,454,69475,634,826.25,2575,991,3012.5,2,2293.75,,32025
12.07.2022,20:00:00,20:15:00,1155.75,447,7085,604.75,637.25,2575,990.5,3023.5,,2307,2,320
12.07.2022,20:15:00,20:30:00,1156,43825,64575,577.5,462.5,2575,990.5,3017.75,,2304,,3185
12.07.2022,20:30:00,20:45:00,1156.75,430,677,548.25,292,2575,990.5,3017.25,,2312.75,,3125
12.07.2022,20:45:00,21:00:00,1154.5,4305,68525,543,164.75,26,990.25,3025,2,2308.75,,30925
12.07.2022,21:00:00,21:15:00,1146.5,4285,6265,623.5,70.75,26,990,3040.5,,2314.75,,3105
12.07.2022,21:15:00,21:30:00,1143.5,421,62225,686.5,18,26,990,3048.75,,2366.5,,3095
12.07.2022,21:30:00,21:45:00,1143.25,417,6285,706.25,2.25,26,989.75,3045.25,2,2417,,310
12.07.2022,21:45:00,22:00:00,1141.5,37975,5615,751.75,0.25,26,989.25,3041.25,,2446.5,,31025
12.07.2022,22:00:00,22:15:00,1128,40575,5555,779.25,0,26,990.25,3047.75,,2450,,3095
12.07.2022,22:15:00,22:30:00,1122.75,37375,56675,809.75,0,2625,990.25,3040.5,,2449.25,1,31075
12.07.2022,22:30:00,22:45:00,1120.75,37725,58025,848.5,0,2625,990.75,3053.25,,2452.5,72875,310
12.07.2022,22:45:00,23:00:00,1116.75,3515,56275,896.25,0,2625,990.25,3047.75,,2421.5,53575,30925
12.07.2022,23:00:00,23:15:00,1103,4205,5275,937,0,2625,991.75,3058,,2384,473,3015
12.07.2022,23:15:00,23:30:00,1094.25,40375,558,937,0,2625,991.25,3047.25,2,2383.5,254,3035
12.07.2022,23:30:00,23:45:00,1089.5,36625,512,962.75,0,2625,992.5,3048.5,,2347.5,2035,30775
12.07.2022,23:45:00,00:00:00,1085.75,34975,505,950,0,265,992.5,3051.25,,2201,1295,30925
13.07.2022,00:00:00,00:15:00,1063.5,37475,4865,926.5,0,2625,994.25,3044.75,,2166,1315,3015
13.07.2022,00:15:00,00:30:00,1059.75,3725,4525,896.5,0,2625,994.75,3039,,2126,83,3035
13.07.2022,00:30:00,00:45:00,1057.5,3525,40875,867.75,0,2625,994.75,3036.25,,2046,3875,304
13.07.2022,00:45:00,01:00:00,1058.25,3495,3695,848.75,0,265,994.5,3044,,1936.75,33,30475
13.07.2022,01:00:00,01:15:00,1055,41775,39375,797.5,0,2625,995.25,3056.75,2,1816.5,23175,3035
13.07.2022,01:15:00,01:30:00,1055.25,4275,350,800,0,2625,995.25,3053.5,2,1636.5,2595,3035
13.07.2022,01:30:00,01:45:00,1055,42225,31975,839.75,0,2625,995.5,3057.25,,1559.5,229,30475
13.07.2022,01:45:00,02:00:00,1053.5,413,29475,856.25,0,2625,995.25,3047,2,1547.5,186,30475
13.07.2022,02:00:00,02:15:00,1047.75,4165,27775,870.25,0,2625,995.75,3032.5,,1503.25,130,304
13.07.2022,02:15:00,02:30:00,1044.75,36475,27725,924,0,2625,995.75,3037.25,,1577.5,13,30375
13.07.2022,02:30:00,02:45:00,1042.5,373,32225,922.75,0,2625,996,3033.75,2,1579.5,2,30425
13.07.2022,02:45:00,03:00:00,1040.75,37375,36825,942.5,0,2625,996,3055,,1647.75,475,3045
13.07.2022,03:00:00,03:15:00,1037.75,383,41075,1023.5,0,2625,996.25,3082,,1691.5,1025,302
13.07.2022,03:15:00,03:30:00,1037.5,377,37675,1141.75,0,265,995.5,3078.75,2,1684.75,45,303
13.07.2022,03:30:00,03:45:00,1038,37775,323,1256,0,265,995.25,3092,,1669.5,65,30225
13.07.2022,03:45:00,04:00:00,1039.75,35225,28875,1379.25,0,265,995.75,3090.5,,1679.5,25,30225
13.07.2022,04:00:00,04:15:00,1038.75,351,2505,1474.25,0,265,995,3092.5,2,1708.5,25,2995
13.07.2022,04:15:00,04:30:00,1040.25,3525,246,1530.75,0,2625,996,3110,2,1699.75,25,30175
13.07.2022,04:30:00,04:45:00,1043.75,35225,24825,1639.25,0,2625,996.25,3123.25,,1693.5,0,3035
13.07.2022,04:45:00,05:00:00,1044.25,37675,25125,1732.25,0,2625,995.5,3120.75,,1687.5,25,305
13.07.2022,05:00:00,05:15:00,1050,353,23725,1772.75,2.75,2625,994.75,3116,,1701.75,1275,30075
13.07.2022,05:15:00,05:30:00,1052,3645,2255,1841.75,13.75,2625,996.5,3120,,1738.5,975,30175
