time,temp,dwpt,rhum,wdir,wspd,pres
2010-06-30 02:00:00,13.6,1.2,43.0,330.0,5.4,1019.4
2010-06-30 05:00:00,15.6,0.2,35.0,250.0,18.4,1018.4
2010-06-30 08:00:00,9.8,0.4,52.0,260.0,13.0,1020.3
2010-06-30 11:00:00,4.2,1.4,82.0,,0.0,1021.9
2010-06-30 14:00:00,0.7,-0.6,91.0,160.0,5.4,1022.0
2010-06-30 17:00:00,-0.7,-1.5,94.0,360.0,7.6,1023.0
2010-06-30 20:00:00,-1.3,-1.9,96.0,,0.0,1023.7
2010-06-30 23:00:00,5.4,2.7,83.0,,0.0,1025.3
2010-07-01 02:00:00,14.8,2.0,42.0,230.0,18.4,1023.5
2010-07-01 05:00:00,16.0,2.0,39.0,260.0,5.4,1022.6
2010-07-01 08:00:00,9.5,2.8,63.0,350.0,5.4,1024.2
2010-07-01 11:00:00,4.3,2.6,89.0,90.0,7.6,1025.6
2010-07-01 14:00:00,2.5,1.3,92.0,,0.0,1026.4
2010-07-01 17:00:00,1.0,0.3,95.0,200.0,3.6,1026.1
2010-07-01 20:00:00,1.4,0.7,95.0,,0.0,1026.5
2010-07-01 23:00:00,3.7,3.0,95.0,,0.0,1027.6
2010-07-02 02:00:00,8.3,5.1,80.0,,0.0,1026.0
2010-07-02 05:00:00,10.9,5.6,70.0,,0.0,1024.0
2010-07-02 08:00:00,9.3,5.7,78.0,220.0,5.4,1024.3
2010-07-02 11:00:00,8.3,5.9,85.0,200.0,3.6,1024.0
2010-07-02 14:00:00,7.4,6.7,95.0,,0.0,1024.0
2010-07-02 17:00:00,5.8,5.4,97.0,,0.0,1023.3
2010-07-02 20:00:00,3.8,3.5,98.0,250.0,11.2,1024.1
2010-07-02 23:00:00,9.7,3.0,63.0,240.0,22.3,1026.5
2010-07-03 02:00:00,13.9,0.9,41.0,260.0,29.5,1026.5
2010-07-03 05:00:00,14.8,0.2,37.0,200.0,18.4,1026.2
2010-07-03 08:00:00,9.7,0.8,54.0,180.0,5.4,1028.3
2010-07-03 11:00:00,3.9,1.3,83.0,30.0,1.8,1029.4
2010-07-03 14:00:00,3.5,1.5,87.0,140.0,9.4,1030.0
2010-07-03 17:00:00,5.4,1.7,77.0,200.0,9.4,1029.3
2010-07-03 20:00:00,1.8,0.2,89.0,140.0,3.6,1029.8
2010-07-03 23:00:00,8.1,3.7,74.0,,0.0,1030.4
2010-07-04 02:00:00,16.4,3.8,43.0,220.0,11.2,1028.1
2010-07-04 05:00:00,18.0,3.8,39.0,330.0,9.4,1026.9
2010-07-04 08:00:00,11.9,6.6,70.0,140.0,7.6,1027.0
2010-07-04 11:00:00,6.3,5.4,94.0,340.0,5.4,1028.1
2010-07-04 14:00:00,3.2,2.3,94.0,,0.0,1027.9
2010-07-04 17:00:00,1.5,0.9,96.0,350.0,1.8,1027.3
2010-07-04 20:00:00,1.5,1.2,98.0,50.0,1.8,1027.6
2010-07-04 23:00:00,6.6,5.7,94.0,150.0,5.4,1027.7
2010-07-05 02:00:00,13.9,7.0,63.0,360.0,5.4,1025.5
2010-07-05 05:00:00,13.6,7.4,66.0,340.0,5.4,1024.2
2010-07-05 08:00:00,10.9,9.0,88.0,,0.0,1023.1
2010-07-05 11:00:00,9.4,8.5,94.0,,0.0,1023.0
2010-07-05 14:00:00,9.0,8.7,98.0,350.0,1.8,1021.3
2010-07-05 17:00:00,8.0,7.9,99.0,110.0,1.8,1019.1
2010-07-05 20:00:00,8.7,8.6,99.0,,0.0,1017.4
2010-07-05 23:00:00,10.1,9.9,99.0,290.0,7.6,1017.5
2010-07-06 02:00:00,15.2,6.5,56.0,240.0,25.9,1015.5
2010-07-06 05:00:00,15.0,6.3,56.0,210.0,16.6,1015.6
2010-07-06 08:00:00,9.9,7.5,85.0,280.0,9.4,1018.4
2010-07-06 11:00:00,10.8,6.9,77.0,230.0,11.2,1020.0
2010-07-06 14:00:00,9.9,6.2,78.0,230.0,13.0,1021.0
2010-07-06 17:00:00,8.4,5.1,80.0,250.0,5.4,1021.4
2010-07-06 20:00:00,9.1,4.7,74.0,230.0,16.6,1022.3
2010-07-06 23:00:00,11.8,6.1,68.0,220.0,20.5,1024.5
2010-07-07 02:00:00,16.2,6.9,54.0,230.0,16.6,1023.6
2010-07-07 05:00:00,16.6,7.0,53.0,160.0,14.8,1022.9
2010-07-07 08:00:00,10.7,4.6,66.0,190.0,9.4,1024.6
2010-07-07 11:00:00,8.5,4.3,75.0,,0.0,1026.3
2010-07-07 14:00:00,7.3,4.1,80.0,,0.0,1026.1
2010-07-07 17:00:00,4.2,3.0,92.0,310.0,3.6,1026.1
2010-07-07 20:00:00,8.4,5.7,83.0,250.0,9.4,1026.7
2010-07-07 23:00:00,11.9,5.5,65.0,230.0,13.0,1027.7
2010-07-08 02:00:00,16.2,6.9,54.0,190.0,18.4,1026.4
2010-07-08 05:00:00,15.6,7.4,58.0,130.0,16.6,1025.6
2010-07-08 08:00:00,12.8,7.5,70.0,170.0,9.4,1027.1
2010-07-08 11:00:00,10.5,8.8,89.0,,0.0,1028.3
2010-07-08 14:00:00,9.3,8.2,93.0,,0.0,1028.2
2010-07-08 17:00:00,7.2,6.1,93.0,,0.0,1028.1
2010-07-08 20:00:00,5.6,5.0,96.0,,0.0,1028.9
2010-07-08 23:00:00,10.4,8.3,87.0,,0.0,1030.0
2010-07-09 02:00:00,15.7,7.5,58.0,140.0,14.8,1028.8
2010-07-09 05:00:00,15.6,7.9,60.0,120.0,11.2,1027.8
2010-07-09 08:00:00,10.4,7.5,82.0,,0.0,1028.9
2010-07-09 11:00:00,6.9,6.0,94.0,,0.0,1029.8
2010-07-09 14:00:00,5.5,5.1,97.0,,0.0,1029.8
2010-07-09 17:00:00,4.9,4.6,98.0,,0.0,1029.2
2010-07-09 20:00:00,3.7,3.4,98.0,,0.0,1028.9
2010-07-09 23:00:00,7.7,7.6,99.0,,0.0,1029.1
2010-07-10 02:00:00,14.2,9.2,72.0,,0.0,1026.3
2010-07-10 05:00:00,16.0,8.2,60.0,20.0,11.2,1025.0
2010-07-10 08:00:00,12.3,8.0,75.0,,0.0,1024.2
2010-07-10 11:00:00,10.4,8.5,88.0,170.0,3.6,1024.2
2010-07-10 14:00:00,9.6,8.7,94.0,,0.0,1022.6
2010-07-10 17:00:00,8.9,8.4,97.0,,0.0,1021.5
2010-07-10 20:00:00,8.6,8.3,98.0,,0.0,1021.1
2010-07-10 23:00:00,10.6,10.4,99.0,,0.0,1022.2
2010-07-11 02:00:00,14.4,10.0,75.0,,0.0,1021.0
2010-07-11 05:00:00,14.9,11.1,78.0,160.0,3.6,1019.9
2010-07-11 08:00:00,12.6,11.7,94.0,,0.0,1020.5
2010-07-11 11:00:00,9.4,9.1,98.0,80.0,1.8,1021.9
2010-07-11 14:00:00,7.3,7.2,99.0,,0.0,1022.0
2010-07-11 17:00:00,4.9,4.8,99.0,310.0,5.4,1022.4
2010-07-11 20:00:00,2.8,2.7,99.0,,0.0,1022.9
2010-07-11 23:00:00,6.6,6.5,99.0,,0.0,1024.2
2010-07-12 02:00:00,16.5,6.6,52.0,220.0,3.6,1022.7
2010-07-12 05:00:00,17.7,3.2,38.0,20.0,3.6,1020.9
2010-07-12 08:00:00,14.4,5.7,56.0,50.0,5.4,1021.5
2010-07-12 11:00:00,10.4,7.8,84.0,,0.0,1022.7
2010-07-12 14:00:00,8.0,7.2,95.0,,0.0,1022.0
2010-07-12 17:00:00,9.0,8.5,97.0,,0.0,1020.7
2010-07-12 20:00:00,9.6,8.8,95.0,,0.0,1020.9
2010-07-12 23:00:00,11.2,9.1,87.0,230.0,3.6,1020.5
2010-07-13 02:00:00,12.7,11.1,90.0,,0.0,1018.0
2010-07-13 05:00:00,14.0,13.2,95.0,,0.0,1014.9
2010-07-13 08:00:00,12.7,12.2,97.0,,0.0,1012.6
2010-07-13 11:00:00,12.3,12.1,99.0,350.0,1.8,1010.6
2010-07-13 14:00:00,12.1,11.9,99.0,,0.0,1007.3
2010-07-13 17:00:00,12.5,12.3,99.0,270.0,5.4,1003.2
2010-07-13 20:00:00,12.0,9.9,87.0,360.0,9.4,1005.2
2010-07-13 23:00:00,14.3,3.7,49.0,300.0,25.9,1008.7
2010-07-14 02:00:00,16.4,1.7,37.0,290.0,40.7,1008.2
2010-07-14 05:00:00,16.9,0.5,33.0,260.0,18.4,1008.6
2010-07-14 08:00:00,11.9,1.8,50.0,340.0,16.6,1009.8
2010-07-14 11:00:00,10.9,2.5,56.0,10.0,13.0,1010.4
2010-07-14 14:00:00,9.8,3.3,64.0,160.0,7.6,1010.9
2010-07-14 17:00:00,9.5,4.3,70.0,270.0,16.6,1010.9
2010-07-14 20:00:00,10.5,0.8,51.0,240.0,22.3,1012.9
2010-07-14 23:00:00,12.1,1.7,49.0,250.0,25.9,1015.8
2010-07-15 02:00:00,15.6,1.0,37.0,260.0,27.7,1016.9
2010-07-15 05:00:00,16.0,1.7,38.0,250.0,24.1,1017.6
2010-07-15 08:00:00,11.0,1.5,52.0,250.0,13.0,1020.7
2010-07-15 11:00:00,8.9,1.3,59.0,160.0,11.2,1022.7
2010-07-15 14:00:00,6.7,1.4,69.0,180.0,9.4,1023.8
2010-07-15 17:00:00,2.4,1.1,91.0,,0.0,1024.6
2010-07-15 20:00:00,1.6,0.3,91.0,250.0,3.6,1025.2
2010-07-15 23:00:00,10.1,3.1,62.0,250.0,5.4,1026.6
2010-07-16 02:00:00,15.4,2.5,42.0,250.0,18.4,1025.0
2010-07-16 05:00:00,16.5,2.5,39.0,170.0,11.2,1023.9
2010-07-16 08:00:00,10.5,3.3,61.0,,0.0,1025.7
2010-07-16 11:00:00,5.0,3.2,88.0,,0.0,1027.1
2010-07-16 14:00:00,2.4,1.5,94.0,,0.0,1027.3
2010-07-16 17:00:00,1.1,0.5,96.0,,0.0,1027.0
2010-07-16 20:00:00,0.3,-0.1,97.0,,0.0,1027.8
2010-07-16 23:00:00,6.3,4.1,86.0,,0.0,1028.8
2010-07-17 02:00:00,16.4,3.4,42.0,330.0,5.4,1026.2
2010-07-17 05:00:00,17.4,3.7,40.0,30.0,13.0,1024.1
2010-07-17 11:00:00,5.7,4.3,91.0,,0.0,1025.1
2010-07-17 14:00:00,3.1,2.5,96.0,,0.0,1024.1
2010-07-17 17:00:00,0.5,0.1,97.0,,0.0,1022.7
2010-07-17 20:00:00,-0.9,-1.2,98.0,,0.0,1022.8
2010-07-17 23:00:00,4.6,3.7,94.0,140.0,7.6,1023.0
2010-07-18 02:00:00,16.1,4.5,46.0,10.0,11.2,1019.8
2010-07-18 05:00:00,18.4,3.1,36.0,10.0,9.4,1017.3
2010-07-18 08:00:00,11.5,3.5,58.0,350.0,7.6,1017.9
2010-07-18 11:00:00,6.8,3.4,79.0,,0.0,1018.3
2010-07-18 14:00:00,5.5,3.0,84.0,360.0,9.4,1017.8
2010-07-18 17:00:00,3.5,2.8,95.0,,0.0,1017.2
2010-07-18 20:00:00,3.1,2.5,96.0,,0.0,1017.5
2010-07-18 23:00:00,5.3,4.7,96.0,,0.0,1018.3
2010-07-19 02:00:00,11.1,5.8,70.0,230.0,1.8,1016.9
2010-07-19 05:00:00,12.5,5.9,64.0,150.0,11.2,1016.3
2010-07-19 08:00:00,9.2,7.5,89.0,,0.0,1017.9
2010-07-19 11:00:00,6.4,5.7,95.0,,0.0,1019.4
2010-07-19 14:00:00,3.2,2.9,98.0,,0.0,1020.0
2010-07-19 17:00:00,2.7,2.6,99.0,,0.0,1020.2
2010-07-19 20:00:00,9.2,3.8,69.0,230.0,16.6,1021.7
2010-07-19 23:00:00,10.9,2.5,56.0,220.0,16.6,1023.2
2010-07-20 02:00:00,14.9,-1.7,32.0,210.0,14.8,1022.0
2010-07-20 05:00:00,16.4,-1.7,29.0,200.0,11.2,1021.1
2010-07-20 08:00:00,12.7,4.1,56.0,170.0,11.2,1023.2
2010-07-20 11:00:00,8.9,6.3,84.0,,0.0,1024.6
2010-07-20 14:00:00,7.4,4.4,81.0,260.0,5.4,1025.2
2010-07-20 17:00:00,4.9,2.4,84.0,270.0,3.6,1025.2
2010-07-20 20:00:00,3.8,2.2,89.0,150.0,9.4,1026.5
2010-07-20 23:00:00,10.2,2.8,60.0,230.0,14.8,1027.3
2010-07-21 02:00:00,14.1,3.0,47.0,160.0,9.4,1026.3
2010-07-21 05:00:00,15.7,0.7,36.0,320.0,7.6,1024.7
2010-07-21 08:00:00,9.6,3.6,66.0,140.0,11.2,1025.9
2010-07-21 11:00:00,3.9,2.9,93.0,,0.0,1027.7
2010-07-21 14:00:00,1.8,0.9,94.0,90.0,3.6,1027.8
2010-07-21 17:00:00,-0.4,-1.2,94.0,20.0,5.4,1027.6
2010-07-21 20:00:00,0.4,-1.2,89.0,,0.0,1028.3
2010-07-21 23:00:00,11.1,3.6,60.0,220.0,14.8,1029.3
2010-07-22 02:00:00,15.1,4.2,48.0,190.0,14.8,1028.6
2010-07-22 05:00:00,16.0,2.7,41.0,220.0,20.5,1028.2
2010-07-22 08:00:00,10.6,4.5,66.0,,0.0,1030.1
2010-07-22 11:00:00,4.6,3.3,91.0,360.0,5.4,1031.8
2010-07-22 14:00:00,4.2,3.2,93.0,140.0,3.6,1031.5
2010-07-22 17:00:00,5.2,4.8,97.0,,0.0,1031.6
2010-07-22 20:00:00,2.0,1.4,96.0,10.0,7.6,1032.0
2010-07-22 23:00:00,10.6,6.4,75.0,300.0,1.8,1033.1
2010-07-23 02:00:00,17.5,6.1,47.0,160.0,9.4,1031.7
2010-07-23 05:00:00,16.1,6.8,54.0,190.0,18.4,1030.6
2010-07-23 08:00:00,12.7,7.8,72.0,150.0,9.4,1031.2
2010-07-23 11:00:00,10.1,7.3,83.0,,0.0,1031.2
2010-07-23 14:00:00,7.2,6.0,92.0,120.0,7.6,1030.9
2010-07-23 17:00:00,4.5,3.8,95.0,150.0,1.8,1029.8
2010-07-23 20:00:00,2.6,2.2,97.0,180.0,7.6,1029.9
2010-07-23 23:00:00,7.4,6.7,95.0,120.0,5.4,1031.2
2010-07-24 02:00:00,17.0,5.3,46.0,200.0,5.4,1029.0
2010-07-24 05:00:00,18.1,4.6,41.0,20.0,5.4,1027.0
2010-07-24 08:00:00,13.0,8.5,74.0,100.0,3.6,1028.1
2010-07-24 11:00:00,11.2,8.8,85.0,,0.0,1029.2
2010-07-24 14:00:00,10.7,9.9,95.0,,0.0,1029.3
2010-07-24 17:00:00,10.3,10.1,99.0,350.0,5.4,1029.0
2010-07-24 20:00:00,9.2,8.7,97.0,160.0,5.4,1029.3
2010-07-24 23:00:00,11.0,10.1,94.0,200.0,5.4,1030.6
2010-07-25 02:00:00,16.4,7.6,56.0,160.0,11.2,1029.0
2010-07-25 05:00:00,16.4,6.8,53.0,60.0,13.0,1027.6
2010-07-25 08:00:00,10.0,8.8,92.0,340.0,9.4,1030.1
2010-07-25 11:00:00,9.7,9.2,97.0,350.0,7.6,1031.5
2010-07-25 14:00:00,9.3,8.8,97.0,230.0,3.6,1032.0
2010-07-25 17:00:00,9.0,7.9,93.0,220.0,7.6,1031.3
2010-07-25 20:00:00,7.6,7.3,98.0,,0.0,1032.6
2010-07-25 23:00:00,8.5,8.2,98.0,250.0,3.6,1034.8
2010-07-26 02:00:00,16.6,7.5,55.0,220.0,3.6,1033.3
2010-07-26 05:00:00,15.5,7.5,59.0,20.0,9.4,1032.7
2010-07-26 08:00:00,12.3,7.4,72.0,,0.0,1033.8
2010-07-26 11:00:00,7.6,7.0,96.0,,0.0,1035.1
2010-07-26 14:00:00,4.9,4.6,98.0,190.0,3.6,1034.8
2010-07-26 17:00:00,6.3,6.2,99.0,160.0,3.6,1034.4
2010-07-26 20:00:00,5.3,5.0,98.0,130.0,3.6,1034.9
2010-07-26 23:00:00,8.6,8.0,96.0,170.0,5.4,1036.0
2010-07-27 02:00:00,16.1,7.6,57.0,320.0,7.6,1034.1
2010-07-27 05:00:00,16.3,7.0,54.0,10.0,9.4,1032.4
2010-07-27 08:00:00,12.9,7.1,68.0,60.0,7.6,1032.5
2010-07-27 11:00:00,9.8,7.6,86.0,180.0,9.4,1032.9
2010-07-27 14:00:00,9.2,7.6,90.0,130.0,7.6,1032.2
2010-07-27 17:00:00,8.5,7.3,92.0,150.0,9.4,1030.8
2010-07-27 20:00:00,8.9,8.0,94.0,260.0,1.8,1030.0
2010-07-28 02:00:00,11.7,11.4,98.0,,0.0,1027.7
2010-07-28 05:00:00,12.7,12.4,98.0,,0.0,1024.8
2010-07-28 08:00:00,12.2,12.0,99.0,,0.0,1023.7
2010-07-28 11:00:00,12.7,12.5,99.0,80.0,16.6,1022.6
2010-07-28 14:00:00,12.4,12.2,99.0,,0.0,1020.2
2010-07-28 17:00:00,9.9,9.7,99.0,340.0,9.4,1018.9
2010-07-28 20:00:00,7.3,7.2,99.0,,0.0,1019.0
2010-07-28 23:00:00,8.9,8.8,99.0,40.0,1.8,1019.3
2010-07-29 02:00:00,10.4,10.2,99.0,150.0,1.8,1017.3
2010-07-29 05:00:00,11.7,11.2,97.0,,0.0,1016.0
2010-07-29 08:00:00,11.7,11.5,99.0,20.0,3.6,1015.9
2010-07-29 11:00:00,10.5,10.3,99.0,,0.0,1016.0
2010-07-29 14:00:00,10.8,10.6,99.0,,0.0,1016.0
2010-07-29 17:00:00,10.2,10.0,99.0,,0.0,1015.8
2010-07-29 20:00:00,7.9,7.8,99.0,340.0,5.4,1016.6
2010-07-29 23:00:00,10.0,9.8,99.0,350.0,5.4,1017.3
2010-07-30 02:00:00,16.4,12.4,77.0,230.0,1.8,1015.6
2010-07-30 05:00:00,18.4,13.5,73.0,,0.0,1013.4
2010-07-30 08:00:00,16.5,13.0,80.0,320.0,11.2,1014.7
2010-07-30 11:00:00,13.6,12.2,91.0,10.0,7.6,1012.8
2010-07-30 14:00:00,12.3,12.1,99.0,30.0,5.4,1012.4
2010-07-30 17:00:00,12.0,11.8,99.0,250.0,5.4,1011.3
2010-07-30 20:00:00,11.9,11.7,99.0,360.0,5.4,1010.7
2010-07-30 23:00:00,13.2,13.0,99.0,140.0,3.6,1012.1
2010-07-31 02:00:00,19.1,9.6,54.0,270.0,13.0,1011.7
2010-07-31 05:00:00,19.5,4.0,36.0,280.0,35.3,1012.2
2010-07-31 08:00:00,15.0,4.1,48.0,290.0,5.4,1015.8
2010-07-31 11:00:00,13.2,4.4,55.0,280.0,11.2,1018.5
2010-07-31 14:00:00,10.4,3.7,63.0,310.0,11.2,1019.1
2010-07-31 17:00:00,11.0,3.8,61.0,260.0,20.5,1018.6
2010-07-31 20:00:00,6.0,3.3,83.0,350.0,7.6,1019.7
2010-07-31 23:00:00,11.0,4.4,64.0,340.0,1.8,1020.0
2010-08-01 02:00:00,18.2,6.4,46.0,340.0,14.8,1016.0
2010-08-01 05:00:00,18.3,2.2,34.0,320.0,31.3,1013.2
2010-08-01 08:00:00,12.0,6.9,71.0,290.0,27.7,1016.3
2010-08-01 11:00:00,9.7,1.6,57.0,270.0,22.3,1017.2
2010-08-01 14:00:00,8.2,0.7,59.0,,0.0,1016.0
2010-08-01 17:00:00,9.0,0.9,57.0,260.0,14.8,1014.5
2010-08-01 20:00:00,6.8,0.7,65.0,260.0,7.6,1015.1
2010-08-01 23:00:00,12.0,1.3,48.0,250.0,24.1,1016.0
2010-08-02 02:00:00,13.8,1.8,44.0,260.0,29.5,1013.5
2010-08-02 05:00:00,14.8,2.3,43.0,250.0,25.9,1012.2
2010-08-02 08:00:00,12.5,3.4,54.0,260.0,25.9,1012.1
2010-08-02 11:00:00,11.4,5.3,66.0,240.0,35.3,1012.5
2010-08-02 14:00:00,10.7,8.5,86.0,230.0,24.1,1012.9
2010-08-02 17:00:00,12.8,7.7,71.0,210.0,24.1,1013.7
2010-08-02 20:00:00,13.5,6.8,64.0,220.0,25.9,1015.7
2010-08-02 23:00:00,14.7,7.5,62.0,210.0,27.7,1017.7
2010-08-03 02:00:00,16.3,7.0,54.0,190.0,27.7,1018.1
2010-08-03 05:00:00,16.1,7.1,55.0,200.0,22.3,1017.6
2010-08-03 08:00:00,12.0,5.2,63.0,190.0,7.6,1019.4
2010-08-03 11:00:00,9.1,5.6,79.0,250.0,9.4,1019.9
2010-08-03 14:00:00,6.9,5.0,88.0,,0.0,1019.4
2010-08-03 17:00:00,6.9,5.5,91.0,,0.0,1018.4
2010-08-03 20:00:00,6.4,5.8,96.0,,0.0,1018.5
2010-08-03 23:00:00,11.2,6.5,73.0,,0.0,1019.0
2010-08-04 02:00:00,16.3,4.0,44.0,290.0,9.4,1016.7
2010-08-04 05:00:00,17.6,2.7,37.0,10.0,7.6,1014.7
2010-08-04 08:00:00,11.2,5.9,70.0,,0.0,1015.5
2010-08-04 11:00:00,6.7,3.8,82.0,170.0,9.4,1016.6
2010-08-04 14:00:00,6.1,2.4,77.0,,0.0,1017.6
2010-08-04 17:00:00,3.6,2.3,91.0,350.0,5.4,1017.0
2010-08-04 20:00:00,2.4,1.7,95.0,360.0,1.8,1017.5
2010-08-04 23:00:00,9.0,5.0,76.0,,0.0,1018.0
2010-08-05 02:00:00,14.8,-0.1,36.0,250.0,25.9,1016.3
2010-08-05 05:00:00,14.6,-0.7,35.0,260.0,20.5,1015.4
2010-08-05 08:00:00,11.1,1.1,50.0,260.0,16.6,1017.8
2010-08-05 11:00:00,8.2,1.8,64.0,,0.0,1018.7
2010-08-05 14:00:00,7.9,1.1,62.0,190.0,7.6,1018.9
2010-08-05 17:00:00,7.2,0.8,64.0,210.0,9.4,1018.7
2010-08-05 20:00:00,6.0,0.9,70.0,200.0,9.4,1019.8
2010-08-05 23:00:00,11.0,2.8,57.0,230.0,11.2,1020.9
2010-08-06 02:00:00,15.1,0.1,36.0,220.0,14.8,1019.9
2010-08-06 05:00:00,15.7,-0.1,34.0,190.0,13.0,1019.2
2010-08-06 08:00:00,11.1,3.1,58.0,210.0,3.6,1021.0
2010-08-06 11:00:00,6.9,4.0,82.0,,0.0,1023.1
2010-08-06 14:00:00,6.8,2.3,73.0,220.0,9.4,1023.9
2010-08-06 17:00:00,4.3,1.8,84.0,160.0,9.4,1023.9
2010-08-06 20:00:00,3.5,1.2,85.0,160.0,9.4,1024.8
2010-08-06 23:00:00,9.8,3.3,64.0,240.0,11.2,1025.4
2010-08-07 02:00:00,14.6,0.1,37.0,260.0,9.4,1023.9
2010-08-07 05:00:00,15.9,0.8,36.0,200.0,9.4,1021.7
2010-08-07 08:00:00,10.4,4.3,66.0,150.0,7.6,1022.9
2010-08-07 11:00:00,5.8,4.1,89.0,,0.0,1024.0
2010-08-07 14:00:00,3.9,3.3,96.0,,0.0,1023.7
2010-08-07 17:00:00,1.8,1.2,96.0,,0.0,1022.4
2010-08-07 20:00:00,0.8,0.4,97.0,,0.0,1022.2
2010-08-07 23:00:00,7.1,4.2,82.0,140.0,1.8,1022.5
2010-08-08 02:00:00,15.2,4.8,50.0,50.0,5.4,1020.5
2010-08-08 05:00:00,16.5,1.0,35.0,50.0,11.2,1018.6
2010-08-08 08:00:00,11.9,3.9,58.0,80.0,13.0,1019.6
2010-08-08 11:00:00,6.2,3.7,84.0,,0.0,1021.2
2010-08-08 14:00:00,3.5,2.6,94.0,,0.0,1021.5
2010-08-08 17:00:00,2.0,1.4,96.0,,0.0,1021.4
2010-08-08 20:00:00,1.1,0.8,98.0,,0.0,1022.4
2010-08-08 23:00:00,7.4,5.9,90.0,170.0,1.8,1023.9
2010-08-09 02:00:00,16.5,6.3,51.0,360.0,16.6,1022.4
2010-08-09 05:00:00,18.1,2.8,36.0,10.0,9.4,1020.6
2010-08-09 08:00:00,13.4,7.2,66.0,80.0,11.2,1021.0
2010-08-09 11:00:00,6.8,5.1,89.0,,0.0,1022.8
2010-08-09 14:00:00,5.6,5.2,97.0,150.0,7.6,1022.1
2010-08-09 17:00:00,5.9,5.5,97.0,20.0,1.8,1019.7
2010-08-09 20:00:00,7.8,6.9,94.0,,0.0,1019.0
2010-08-09 23:00:00,9.2,9.1,99.0,,0.0,1019.1
2010-08-10 02:00:00,11.2,10.7,97.0,200.0,1.8,1017.5
2010-08-10 05:00:00,12.5,12.3,99.0,150.0,1.8,1013.9
2010-08-10 08:00:00,12.6,12.3,98.0,,0.0,1012.9
2010-08-10 11:00:00,12.0,11.8,99.0,,0.0,1012.2
2010-08-10 14:00:00,12.1,11.9,99.0,10.0,7.6,1011.2
2010-08-10 17:00:00,11.2,11.0,99.0,,0.0,1010.1
2010-08-10 20:00:00,7.9,6.8,93.0,340.0,7.6,1009.4
2010-08-10 23:00:00,10.2,7.1,81.0,10.0,5.4,1009.1
2010-08-11 02:00:00,15.6,4.0,46.0,300.0,35.3,1006.3
2010-08-11 05:00:00,16.3,1.2,36.0,310.0,27.7,1003.1
2010-08-11 08:00:00,13.0,3.6,53.0,360.0,18.4,1002.4
2010-08-11 11:00:00,12.8,4.0,55.0,360.0,22.3,1001.3
2010-08-11 14:00:00,10.7,4.2,64.0,360.0,13.0,999.1
2010-08-11 17:00:00,7.7,4.1,78.0,,0.0,998.0
2010-08-11 20:00:00,9.9,4.1,67.0,260.0,27.7,999.8
2010-08-11 23:00:00,12.6,3.3,53.0,260.0,27.7,1002.2
2010-08-12 02:00:00,15.0,2.5,43.0,260.0,35.3,1002.2
2010-08-12 05:00:00,15.1,4.2,48.0,260.0,24.1,1002.7
2010-08-12 08:00:00,13.8,4.4,53.0,250.0,20.5,1005.6
2010-08-12 11:00:00,13.2,4.1,54.0,240.0,18.4,1007.8
2010-08-12 14:00:00,11.2,3.2,58.0,260.0,22.3,1008.6
2010-08-12 17:00:00,9.5,2.3,61.0,290.0,7.6,1009.1
2010-08-12 20:00:00,9.2,2.7,64.0,240.0,13.0,1010.8
2010-08-12 23:00:00,14.2,2.4,45.0,240.0,29.5,1012.6
2010-08-13 02:00:00,17.7,2.4,36.0,190.0,20.5,1012.6
2010-08-13 05:00:00,17.7,2.8,37.0,170.0,9.4,1011.6
2010-08-13 08:00:00,12.7,6.7,67.0,100.0,7.6,1013.5
2010-08-13 11:00:00,7.6,5.7,88.0,,0.0,1015.3
2010-08-13 14:00:00,4.8,3.8,93.0,,0.0,1015.4
2010-08-13 17:00:00,4.4,4.1,98.0,,0.0,1014.8
2010-08-13 20:00:00,2.0,1.7,98.0,,0.0,1015.4
2010-08-13 23:00:00,7.6,6.2,91.0,,0.0,1015.1
2010-08-14 02:00:00,16.5,7.7,56.0,60.0,7.6,1012.0
2010-08-14 05:00:00,20.2,4.6,36.0,10.0,13.0,1009.1
2010-08-14 08:00:00,14.5,5.3,54.0,340.0,1.8,1008.8
2010-08-14 11:00:00,11.0,5.7,70.0,350.0,5.4,1009.6
2010-08-14 14:00:00,11.2,5.5,68.0,,0.0,1009.2
2010-08-14 17:00:00,8.9,6.2,83.0,220.0,1.8,1007.9
2010-08-14 20:00:00,6.0,4.8,92.0,,0.0,1006.3
2010-08-14 23:00:00,10.3,7.9,85.0,100.0,3.6,1006.2
2010-08-15 02:00:00,13.5,5.6,59.0,250.0,31.3,1004.6
2010-08-15 05:00:00,19.1,2.9,34.0,280.0,31.3,1003.7
2010-08-15 08:00:00,14.2,4.2,51.0,320.0,11.2,1005.6
2010-08-15 11:00:00,13.3,5.7,60.0,320.0,9.4,1007.6
2010-08-15 14:00:00,14.6,6.4,58.0,280.0,22.3,1009.3
2010-08-15 17:00:00,11.6,5.5,66.0,250.0,11.2,1009.9
2010-08-15 20:00:00,11.6,5.0,64.0,270.0,16.6,1010.6
2010-08-15 23:00:00,13.5,2.1,46.0,260.0,22.3,1012.2
2010-08-16 02:00:00,15.3,1.8,40.0,240.0,24.1,1011.7
2010-08-16 05:00:00,17.1,0.7,33.0,270.0,33.5,1010.4
