Building,Profit,Setup
7,-796.8496817778656,PPO_FL
7,-796.8496817778656,PPO_FL
7,-796.8496817778656,PPO_FL
25,-1441.4853373078788,PPO_FL
25,-1441.4853373078788,PPO_FL
25,-1441.4853373078788,PPO_FL
16,-1254.5246575878712,PPO_FL
16,-1254.5713749691026,PPO_FL
16,-1254.524654459221,PPO_FL
17,-1847.5501968698363,PPO_FL
17,-1847.5499084997991,PPO_FL
17,-1847.5501965277558,PPO_FL
21,-1990.5833796888176,PPO_FL
21,-1990.575036603276,PPO_FL
21,-1990.5831352213756,PPO_FL
5,-1111.0133487305723,PPO_FL
5,-1108.1239630390287,PPO_FL
5,-1111.0328547135746,PPO_FL
12,-1156.0347473420316,PPO_FL
12,-1154.5028273373082,PPO_FL
12,-1268.6982715018287,PPO_FL
13,-692.8529825973363,PPO_FL
13,-688.5506402108966,PPO_FL
13,-691.2699477137566,PPO_FL
19,-411.32721248858235,PPO_FL
19,-548.9993962914492,PPO_FL
19,-398.4417048476458,PPO_FL
20,-1513.8902258916085,PPO_FL
20,-1513.918080892181,PPO_FL
20,-1509.8174064200055,PPO_FL
23,-1059.5208172699895,PPO_FL
23,-1064.1639124504575,PPO_FL
23,-1104.4660241962356,PPO_FL
24,-590.0690688366811,PPO_FL
24,-592.9072652888814,PPO_FL
24,-590.852354081733,PPO_FL
26,-1836.19159364606,PPO_FL
26,-1830.988070522563,PPO_FL
26,-1835.662114473468,PPO_FL
27,-1132.0341213103188,PPO_FL
27,-1130.4277058539362,PPO_FL
27,-1159.048902880772,PPO_FL
28,-672.2089539413577,PPO_FL
28,-670.8208586555899,PPO_FL
28,-676.7041044126656,PPO_FL
29,-1064.820862915601,PPO_FL
29,-1059.8209997771125,PPO_FL
29,-1064.4669324652975,PPO_FL
18,-1696.3332341799942,PPO_FL
18,-1696.3332341799942,PPO_FL
18,-1734.279323094241,PPO_FL
3,-393.2115625639599,PPO_FL
3,-334.6511348492985,PPO_FL
3,-378.4049130978288,PPO_FL
4,-982.5983237699262,PPO_FL
4,-982.5942578099998,PPO_FL
4,-998.1738919416596,PPO_FL
9,-879.7516210106496,PPO_FL
9,-844.7483709548605,PPO_FL
9,-868.6160058840403,PPO_FL
14,-896.5032627300005,PPO_FL
14,-893.338643142444,PPO_FL
14,-896.5261292206553,PPO_FL
15,-710.019110788232,PPO_FL
15,-695.9285089251357,PPO_FL
15,-676.3907749716064,PPO_FL
22,-828.678281252921,PPO_FL
22,-825.6322459871056,PPO_FL
22,-840.0565641150503,PPO_FL
30,-687.9038740581435,PPO_FL
30,-720.4271837350209,PPO_FL
30,-720.4271325499965,PPO_FL
1,-1246.4328841702006,PPO_FL
1,-1249.717827524437,PPO_FL
1,-1267.3229165042173,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
6,-2773.656063629996,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
8,-2751.3124659300106,PPO_FL
2,-1169.2371170666374,PPO_FL
2,-1169.2327844532529,PPO_FL
2,-1169.3394500502668,PPO_FL
10,-1019.9935113215757,PPO_FL
10,-1019.9811050910251,PPO_FL
10,-1019.9627354014325,PPO_FL
11,-1223.5941461212155,PPO_FL
11,-1223.7098578208274,PPO_FL
11,-1225.501349780837,PPO_FL
