Building,Profit,Setup
1,-1404.3812679346863,PPO_LL
1,-1224.6008991110784,PPO_LL
1,-1280.9605834782908,PPO_LL
2,-1193.2074023605803,PPO_LL
2,-1312.9613326809642,PPO_LL
2,-1169.2475732870796,PPO_LL
3,-358.04145015015433,PPO_LL
3,-358.107273316499,PPO_LL
3,-354.93104713999634,PPO_LL
4,-985.9652954511841,PPO_LL
4,-982.589453104502,PPO_LL
4,-942.5523124035392,PPO_LL
5,-1107.830100090001,PPO_LL
5,-1107.890888255115,PPO_LL
5,-1107.830100090001,PPO_LL
6,-2773.656063629996,PPO_LL
6,-2784.46472056468,PPO_LL
6,-2772.5866693895637,PPO_LL
7,-790.2356039483323,PPO_LL
7,-796.7386936277843,PPO_LL
7,-857.5927053615694,PPO_LL
8,-2751.3124659300106,PPO_LL
8,-2762.426529533432,PPO_LL
8,-2751.3124659300106,PPO_LL
9,-920.4944749246434,PPO_LL
9,-883.649560711836,PPO_LL
9,-874.4577328173908,PPO_LL
10,-1028.9141843583573,PPO_LL
10,-1074.0275139311261,PPO_LL
10,-1179.8095265122638,PPO_LL
11,-1247.2190295221567,PPO_LL
11,-1253.1138657000372,PPO_LL
11,-1454.814734442109,PPO_LL
12,-1154.2453771831206,PPO_LL
12,-1276.1561155122242,PPO_LL
12,-1239.043774192374,PPO_LL
13,-645.7586471782448,PPO_LL
13,-957.084987518262,PPO_LL
13,-651.6721522471929,PPO_LL
14,-896.5032627300005,PPO_LL
14,-953.1219857127528,PPO_LL
14,-896.3857504326501,PPO_LL
15,-684.3361344049973,PPO_LL
15,-718.5372821787581,PPO_LL
15,-684.3361344049973,PPO_LL
16,-1254.5043504884168,PPO_LL
16,-1254.398845197106,PPO_LL
16,-1374.3694893169084,PPO_LL
17,-1847.6783594970339,PPO_LL
17,-1844.335835989998,PPO_LL
17,-1844.3887463183933,PPO_LL
18,-1638.8303294559673,PPO_LL
18,-1696.3332341799942,PPO_LL
18,-1778.7545766539954,PPO_LL
19,-420.3667947099019,PPO_LL
19,-397.90327214000047,PPO_LL
19,-413.1454968820241,PPO_LL
20,-1513.2617851689909,PPO_LL
20,-1603.940533311461,PPO_LL
20,-1794.2349339594182,PPO_LL
21,-2003.7241324029217,PPO_LL
21,-1961.6569090088697,PPO_LL
21,-1991.3479992041146,PPO_LL
22,-849.696480689056,PPO_LL
22,-828.208643798164,PPO_LL
22,-781.5460709681433,PPO_LL
23,-1059.5215556893138,PPO_LL
23,-1059.5208172699895,PPO_LL
23,-1062.6982150649887,PPO_LL
24,-588.3608449400001,PPO_LL
24,-588.3608449400001,PPO_LL
24,-591.4643201355183,PPO_LL
25,-1438.317645513051,PPO_LL
25,-1738.295052509296,PPO_LL
25,-1438.2709763100133,PPO_LL
26,-1820.6755747500674,PPO_LL
26,-1855.0358773489427,PPO_LL
26,-1830.970639579992,PPO_LL
27,-1131.0374024274488,PPO_LL
27,-1111.9021638285649,PPO_LL
27,-1131.030072932876,PPO_LL
28,-635.3090989410705,PPO_LL
28,-680.9018547975936,PPO_LL
28,-666.4122602677404,PPO_LL
29,-1086.8795648466596,PPO_LL
29,-1104.6396438092736,PPO_LL
29,-1059.828561930002,PPO_LL
30,-944.1665243571772,PPO_LL
30,-805.9832368525218,PPO_LL
30,-814.0876709891193,PPO_LL
